"ea_id","FNID"
40230020,"UG2011L106"
40230030,"UG2011L106"
40530006,"UG2011L106"
40530010,"UG2011L106"
40630011,"UG2011L106"
40630011,"UG2011L106"
4010005,"UG2011L106"
4050006,"UG2011L106"
4050010,"UG2011L106"
4060011,"UG2011L106"
4060011,"UG2011L106"
4010005,"UG2011L106"
4050006,"UG2011L106"
4050010,"UG2011L106"
4060011,"UG2011L106"
40130003,"UG2011L107"
40130003,"UG2011L107"
4010003,"UG2011L107"
40610003,"UG2011L108"
30930001,"UG2011L110"
30930001,"UG2011L110"
40330009,"UG2011L110"
40930007,"UG2011L110"
3090001,"UG2011L110"
4030009,"UG2011L110"
4160007,"UG2011L110"
3090001,"UG2011L110"
4030009,"UG2011L110"
4090007,"UG2011L110"
40330006,"UG2011L111"
40310002,"UG2011L111"
40330004,"UG2011L111"
40330007,"UG2011L111"
40330009,"UG2011L111"
40330009,"UG2011L111"
40730003,"UG2011L111"
40730005,"UG2011L111"
40730009,"UG2011L111"
4030004,"UG2011L111"
4030006,"UG2011L111"
4030007,"UG2011L111"
4030009,"UG2011L111"
4070003,"UG2011L111"
4070005,"UG2011L111"
4070009,"UG2011L111"
4030004,"UG2011L111"
4030006,"UG2011L111"
4030007,"UG2011L111"
4070003,"UG2011L111"
4070005,"UG2011L111"
4070009,"UG2011L111"
10930004,"UG2011L113"
40930005,"UG2011L113"
40930009,"UG2011L113"
4090005,"UG2011L113"
4090009,"UG2011L113"
4090005,"UG2011L113"
4090009,"UG2011L113"
10530033,"UG2011L114"
30230028,"UG2011L114"
30710005,"UG2011L114"
30230021,"UG2011L114"
30230028,"UG2011L114"
30230028,"UG2011L114"
40930011,"UG2011L114"
3210028,"UG2011L114"
3210021,"UG2011L114"
3210028,"UG2011L114"
3210028,"UG2011L114"
4090011,"UG2011L114"
3020021,"UG2011L114"
3020028,"UG2011L114"
4090011,"UG2011L114"
30330021,"UG2011L115"
30330006,"UG2011L115"
30330009,"UG2011L115"
31010004,"UG2011L115"
31330001,"UG2011L115"
31330001,"UG2011L115"
31330002,"UG2011L115"
30330012,"UG2011L115"
30330018,"UG2011L115"
30330018,"UG2011L115"
30330018,"UG2011L115"
30330021,"UG2011L115"
30330024,"UG2011L115"
30330027,"UG2011L115"
30330027,"UG2011L115"
30330027,"UG2011L115"
30330027,"UG2011L115"
30330030,"UG2011L115"
3030006,"UG2011L115"
3030009,"UG2011L115"
3130001,"UG2011L115"
3130001,"UG2011L115"
3130002,"UG2011L115"
3190012,"UG2011L115"
3200018,"UG2011L115"
3200018,"UG2011L115"
3200018,"UG2011L115"
3200021,"UG2011L115"
3200024,"UG2011L115"
3200027,"UG2011L115"
3200027,"UG2011L115"
3200030,"UG2011L115"
3030006,"UG2011L115"
3030009,"UG2011L115"
3130001,"UG2011L115"
3130002,"UG2011L115"
3030012,"UG2011L115"
3030018,"UG2011L115"
3030021,"UG2011L115"
3030024,"UG2011L115"
3030027,"UG2011L115"
3030030,"UG2011L115"
30930002,"UG2011L116"
30130003,"UG2011L116"
30130003,"UG2011L116"
30130003,"UG2011L116"
30330006,"UG2011L116"
30330009,"UG2011L116"
30330015,"UG2011L116"
30330015,"UG2011L116"
30510001,"UG2011L116"
30930001,"UG2011L116"
30930002,"UG2011L116"
31030006,"UG2011L116"
31030007,"UG2011L116"
31330003,"UG2011L116"
31330003,"UG2011L116"
31330003,"UG2011L116"
30330030,"UG2011L116"
3010003,"UG2011L116"
3010003,"UG2011L116"
3030006,"UG2011L116"
3030015,"UG2011L116"
3030015,"UG2011L116"
3050001,"UG2011L116"
3090001,"UG2011L116"
3090002,"UG2011L116"
3090002,"UG2011L116"
3100006,"UG2011L116"
3130003,"UG2011L116"
3130003,"UG2011L116"
3130003,"UG2011L116"
3200030,"UG2011L116"
3010003,"UG2011L116"
3030015,"UG2011L116"
3100006,"UG2011L116"
30410004,"UG2011L117"
30410007,"UG2011L117"
30410002,"UG2011L117"
30410004,"UG2011L117"
30410007,"UG2011L117"
30410007,"UG2011L117"
30410007,"UG2011L117"
30410007,"UG2011L117"
30410007,"UG2011L117"
30410007,"UG2011L117"
30410007,"UG2011L117"
30430009,"UG2011L117"
30430009,"UG2011L117"
30430009,"UG2011L117"
30430009,"UG2011L117"
30430009,"UG2011L117"
30430016,"UG2011L117"
30430016,"UG2011L117"
3040002,"UG2011L117"
3040004,"UG2011L117"
3040007,"UG2011L117"
3040007,"UG2011L117"
3040007,"UG2011L117"
3040007,"UG2011L117"
3040007,"UG2011L117"
3040007,"UG2011L117"
3040007,"UG2011L117"
3040009,"UG2011L117"
3040009,"UG2011L117"
3040009,"UG2011L117"
3040009,"UG2011L117"
3040009,"UG2011L117"
3160016,"UG2011L117"
3040009,"UG2011L117"
21110003,"UG2011L118"
21110003,"UG2011L118"
30230008,"UG2011L118"
30230016,"UG2011L118"
30230035,"UG2011L118"
30710005,"UG2011L118"
30710007,"UG2011L118"
30730017,"UG2011L118"
30730022,"UG2011L118"
30730009,"UG2011L118"
30730009,"UG2011L118"
30730009,"UG2011L118"
30210002,"UG2011L118"
30210002,"UG2011L118"
30210002,"UG2011L118"
30230003,"UG2011L118"
30230005,"UG2011L118"
30230010,"UG2011L118"
30230013,"UG2011L118"
30230013,"UG2011L118"
30230013,"UG2011L118"
30230013,"UG2011L118"
30230013,"UG2011L118"
30230018,"UG2011L118"
30230035,"UG2011L118"
30230035,"UG2011L118"
30230035,"UG2011L118"
30230013,"UG2011L118"
30710005,"UG2011L118"
30730012,"UG2011L118"
30730018,"UG2011L118"
30230030,"UG2011L118"
30230030,"UG2011L118"
30410002,"UG2011L118"
30710002,"UG2011L118"
30710005,"UG2011L118"
30710005,"UG2011L118"
30710005,"UG2011L118"
30710007,"UG2011L118"
30710007,"UG2011L118"
30730012,"UG2011L118"
30730012,"UG2011L118"
30730017,"UG2011L118"
30730018,"UG2011L118"
30730020,"UG2011L118"
30730020,"UG2011L118"
30730020,"UG2011L118"
30730020,"UG2011L118"
30730022,"UG2011L118"
30730023,"UG2011L118"
30730023,"UG2011L118"
30730023,"UG2011L118"
30730025,"UG2011L118"
30730025,"UG2011L118"
30730009,"UG2011L118"
30730009,"UG2011L118"
30730009,"UG2011L118"
30730010,"UG2011L118"
30730011,"UG2011L118"
30730011,"UG2011L118"
30230023,"UG2011L118"
2110003,"UG2011L118"
3020008,"UG2011L118"
3020035,"UG2011L118"
3070022,"UG2011L118"
3020002,"UG2011L118"
3020002,"UG2011L118"
3020002,"UG2011L118"
3020003,"UG2011L118"
3020005,"UG2011L118"
3020010,"UG2011L118"
3020013,"UG2011L118"
3020013,"UG2011L118"
3020013,"UG2011L118"
3020013,"UG2011L118"
3020013,"UG2011L118"
3020016,"UG2011L118"
3020018,"UG2011L118"
3020035,"UG2011L118"
3020035,"UG2011L118"
3070002,"UG2011L118"
3070005,"UG2011L118"
3070005,"UG2011L118"
3070005,"UG2011L118"
3070007,"UG2011L118"
3070007,"UG2011L118"
3070007,"UG2011L118"
3070012,"UG2011L118"
3070012,"UG2011L118"
3070012,"UG2011L118"
3070017,"UG2011L118"
3070018,"UG2011L118"
3070018,"UG2011L118"
3070020,"UG2011L118"
3070020,"UG2011L118"
3070020,"UG2011L118"
3070022,"UG2011L118"
3070023,"UG2011L118"
3070023,"UG2011L118"
3070023,"UG2011L118"
3070025,"UG2011L118"
3170009,"UG2011L118"
3170009,"UG2011L118"
3170009,"UG2011L118"
3170009,"UG2011L118"
3170009,"UG2011L118"
3170010,"UG2011L118"
3170011,"UG2011L118"
3210023,"UG2011L118"
3210030,"UG2011L118"
3020002,"UG2011L118"
3020005,"UG2011L118"
3020008,"UG2011L118"
3020013,"UG2011L118"
3020016,"UG2011L118"
3020035,"UG2011L118"
3070007,"UG2011L118"
3070018,"UG2011L118"
3070022,"UG2011L118"
3070023,"UG2011L118"
3070025,"UG2011L118"
3070009,"UG2011L118"
3070010,"UG2011L118"
3070011,"UG2011L118"
3020023,"UG2011L118"
3020030,"UG2011L118"
30430014,"UG2011L119"
30430014,"UG2011L119"
30230028,"UG2011L119"
3040014,"UG2011L119"
3210028,"UG2011L119"
3040014,"UG2011L119"
30230005,"UG2011L121"
30230005,"UG2011L121"
30930001,"UG2011L121"
30230003,"UG2011L121"
30230005,"UG2011L121"
30510001,"UG2011L121"
30410004,"UG2011L121"
30510001,"UG2011L121"
30510001,"UG2011L121"
3020003,"UG2011L121"
3020005,"UG2011L121"
3050001,"UG2011L121"
3050001,"UG2011L121"
30630002,"UG2011L122"
3060002,"UG2011L122"
3180002,"UG2011L122"
3060002,"UG2011L122"
30630006,"UG2011L123"
31130003,"UG2011L123"
30630003,"UG2011L123"
30630007,"UG2011L123"
30630007,"UG2011L123"
30830002,"UG2011L123"
30830002,"UG2011L123"
30830004,"UG2011L123"
30610001,"UG2011L123"
30630004,"UG2011L123"
3060006,"UG2011L123"
3060007,"UG2011L123"
3060007,"UG2011L123"
3080002,"UG2011L123"
3080002,"UG2011L123"
3080004,"UG2011L123"
3110003,"UG2011L123"
3180001,"UG2011L123"
3180003,"UG2011L123"
3180004,"UG2011L123"
3060007,"UG2011L123"
3080002,"UG2011L123"
3110003,"UG2011L123"
3060001,"UG2011L123"
3060003,"UG2011L123"
3060004,"UG2011L123"
21030009,"UG2011L125"
30830004,"UG2011L125"
31130004,"UG2011L125"
2170009,"UG2011L125"
3080004,"UG2011L125"
3110004,"UG2011L125"
3080004,"UG2011L125"
3110004,"UG2011L125"
21530007,"UG2011L126"
20630001,"UG2011L126"
21030006,"UG2011L126"
31110001,"UG2011L126"
30830001,"UG2011L126"
2150007,"UG2011L126"
2200001,"UG2011L126"
3080001,"UG2011L126"
2060001,"UG2011L126"
3080001,"UG2011L126"
20130008,"UG2011L127"
20730005,"UG2011L127"
20730005,"UG2011L127"
20730005,"UG2011L127"
20730006,"UG2011L127"
20810001,"UG2011L127"
20810001,"UG2011L127"
20830005,"UG2011L127"
20830005,"UG2011L127"
20830005,"UG2011L127"
20830007,"UG2011L127"
20830008,"UG2011L127"
20830008,"UG2011L127"
21010002,"UG2011L127"
21030004,"UG2011L127"
21030006,"UG2011L127"
21030007,"UG2011L127"
21110003,"UG2011L127"
21130004,"UG2011L127"
21130006,"UG2011L127"
21130006,"UG2011L127"
21130006,"UG2011L127"
21130006,"UG2011L127"
21130007,"UG2011L127"
21130007,"UG2011L127"
21130009,"UG2011L127"
21130009,"UG2011L127"
20730003,"UG2011L127"
20730003,"UG2011L127"
21030009,"UG2011L127"
20830003,"UG2011L127"
20730006,"UG2011L127"
21110003,"UG2011L127"
21110003,"UG2011L127"
21110003,"UG2011L127"
21130004,"UG2011L127"
21130006,"UG2011L127"
21230006,"UG2011L127"
20830005,"UG2011L127"
30410002,"UG2011L127"
30730009,"UG2011L127"
2010008,"UG2011L127"
2070005,"UG2011L127"
2070005,"UG2011L127"
2070005,"UG2011L127"
2070006,"UG2011L127"
2080001,"UG2011L127"
2080005,"UG2011L127"
2080005,"UG2011L127"
2080005,"UG2011L127"
2080007,"UG2011L127"
2080008,"UG2011L127"
2100002,"UG2011L127"
2100002,"UG2011L127"
2100004,"UG2011L127"
2100006,"UG2011L127"
2100007,"UG2011L127"
2110004,"UG2011L127"
2110006,"UG2011L127"
2110006,"UG2011L127"
2110006,"UG2011L127"
2110006,"UG2011L127"
2110007,"UG2011L127"
2110007,"UG2011L127"
2110009,"UG2011L127"
2110009,"UG2011L127"
2160003,"UG2011L127"
2160003,"UG2011L127"
2170009,"UG2011L127"
2190003,"UG2011L127"
2210006,"UG2011L127"
3040002,"UG2011L127"
2070006,"UG2011L127"
2080001,"UG2011L127"
2080005,"UG2011L127"
2080007,"UG2011L127"
2080008,"UG2011L127"
2100002,"UG2011L127"
2100004,"UG2011L127"
2100006,"UG2011L127"
2100007,"UG2011L127"
2110004,"UG2011L127"
2110006,"UG2011L127"
2110007,"UG2011L127"
2110009,"UG2011L127"
2070003,"UG2011L127"
2100009,"UG2011L127"
2080003,"UG2011L127"
2120006,"UG2011L127"
21530006,"UG2011L128"
20930037,"UG2011L128"
2150006,"UG2011L128"
2180037,"UG2011L128"
2150006,"UG2011L128"
2090037,"UG2011L128"
20230005,"UG2011L129"
20230007,"UG2011L129"
21230008,"UG2011L129"
21230009,"UG2011L129"
21230011,"UG2011L129"
21230013,"UG2011L129"
21530006,"UG2011L129"
21530006,"UG2011L129"
20130006,"UG2011L129"
2020005,"UG2011L129"
2020007,"UG2011L129"
2120008,"UG2011L129"
2120009,"UG2011L129"
2120011,"UG2011L129"
2120013,"UG2011L129"
2150006,"UG2011L129"
2150006,"UG2011L129"
3040002,"UG2011L129"
2020005,"UG2011L129"
2020007,"UG2011L129"
2120008,"UG2011L129"
2120009,"UG2011L129"
2120011,"UG2011L129"
2120013,"UG2011L129"
20130008,"UG2011L130"
10830016,"UG2011L131"
20130004,"UG2011L131"
20130006,"UG2011L131"
21430003,"UG2011L131"
20130004,"UG2011L131"
20130004,"UG2011L131"
20130004,"UG2011L131"
20430012,"UG2011L131"
20130008,"UG2011L131"
2010004,"UG2011L131"
2010006,"UG2011L131"
2140003,"UG2011L131"
2010004,"UG2011L131"
2010006,"UG2011L131"
2140003,"UG2011L131"
10210008,"UG2011L132"
20130008,"UG2011L132"
20310001,"UG2011L132"
20310004,"UG2011L132"
20330008,"UG2011L132"
20330018,"UG2011L132"
20330018,"UG2011L132"
20330023,"UG2011L132"
20330028,"UG2011L132"
20330033,"UG2011L132"
20510001,"UG2011L132"
20510001,"UG2011L132"
20530004,"UG2011L132"
20530009,"UG2011L132"
20530013,"UG2011L132"
20530017,"UG2011L132"
20530017,"UG2011L132"
20530030,"UG2011L132"
21430002,"UG2011L132"
21430002,"UG2011L132"
21430002,"UG2011L132"
21430002,"UG2011L132"
21430002,"UG2011L132"
21430002,"UG2011L132"
20530009,"UG2011L132"
20530009,"UG2011L132"
21430002,"UG2011L132"
21430002,"UG2011L132"
20530022,"UG2011L132"
20530022,"UG2011L132"
20530022,"UG2011L132"
20530022,"UG2011L132"
20530026,"UG2011L132"
20330013,"UG2011L132"
20330013,"UG2011L132"
1020008,"UG2011L132"
2010008,"UG2011L132"
2030001,"UG2011L132"
2030004,"UG2011L132"
2030008,"UG2011L132"
2030018,"UG2011L132"
2030018,"UG2011L132"
2030023,"UG2011L132"
2030028,"UG2011L132"
2030033,"UG2011L132"
2050001,"UG2011L132"
2050004,"UG2011L132"
2050009,"UG2011L132"
2050013,"UG2011L132"
2050017,"UG2011L132"
2050017,"UG2011L132"
2050030,"UG2011L132"
2140002,"UG2011L132"
2140002,"UG2011L132"
2140002,"UG2011L132"
2140002,"UG2011L132"
2140002,"UG2011L132"
2220022,"UG2011L132"
2220022,"UG2011L132"
2220022,"UG2011L132"
2220022,"UG2011L132"
2220022,"UG2011L132"
2220026,"UG2011L132"
2240013,"UG2011L132"
2240013,"UG2011L132"
2010008,"UG2011L132"
2030001,"UG2011L132"
2030004,"UG2011L132"
2030008,"UG2011L132"
2030023,"UG2011L132"
2030028,"UG2011L132"
2030033,"UG2011L132"
2050001,"UG2011L132"
2050004,"UG2011L132"
2050009,"UG2011L132"
2050013,"UG2011L132"
2050017,"UG2011L132"
2050030,"UG2011L132"
2140002,"UG2011L132"
2050022,"UG2011L132"
2050026,"UG2011L132"
2030013,"UG2011L132"
10810002,"UG2011L133"
10810002,"UG2011L133"
10830006,"UG2011L133"
10830009,"UG2011L133"
10830013,"UG2011L133"
10830020,"UG2011L133"
20330018,"UG2011L133"
20430012,"UG2011L133"
20430014,"UG2011L133"
20430015,"UG2011L133"
20430015,"UG2011L133"
20530013,"UG2011L133"
1080002,"UG2011L133"
1080009,"UG2011L133"
1080013,"UG2011L133"
2030018,"UG2011L133"
2040012,"UG2011L133"
2040014,"UG2011L133"
2040015,"UG2011L133"
2050013,"UG2011L133"
1080002,"UG2011L133"
1080009,"UG2011L133"
1080013,"UG2011L133"
2040012,"UG2011L133"
2040014,"UG2011L133"
2040015,"UG2011L133"
10430004,"UG2011L134"
10530023,"UG2011L134"
11210001,"UG2011L134"
11230003,"UG2011L134"
11230006,"UG2011L134"
21230009,"UG2011L134"
10730012,"UG2011L134"
1040004,"UG2011L134"
1050023,"UG2011L134"
1120001,"UG2011L134"
1120003,"UG2011L134"
1120006,"UG2011L134"
1060005,"UG2011L134"
2120009,"UG2011L134"
1050023,"UG2011L134"
1120001,"UG2011L134"
1120003,"UG2011L134"
1120006,"UG2011L134"
10330003,"UG2011L135"
10330005,"UG2011L135"
10330005,"UG2011L135"
10430004,"UG2011L135"
10430006,"UG2011L135"
10430006,"UG2011L135"
10430008,"UG2011L135"
10530004,"UG2011L135"
10530008,"UG2011L135"
10530008,"UG2011L135"
10530012,"UG2011L135"
10530015,"UG2011L135"
10530026,"UG2011L135"
10530026,"UG2011L135"
10530030,"UG2011L135"
10530033,"UG2011L135"
10530033,"UG2011L135"
10630003,"UG2011L135"
10630005,"UG2011L135"
10630005,"UG2011L135"
10630007,"UG2011L135"
10630009,"UG2011L135"
10710001,"UG2011L135"
10710002,"UG2011L135"
10730008,"UG2011L135"
10730012,"UG2011L135"
10730012,"UG2011L135"
10730016,"UG2011L135"
10730016,"UG2011L135"
10730020,"UG2011L135"
10730020,"UG2011L135"
10730020,"UG2011L135"
10730023,"UG2011L135"
10730027,"UG2011L135"
10830020,"UG2011L135"
10830020,"UG2011L135"
10830023,"UG2011L135"
10830027,"UG2011L135"
10830027,"UG2011L135"
10830030,"UG2011L135"
10830033,"UG2011L135"
11010001,"UG2011L135"
11030005,"UG2011L135"
11030009,"UG2011L135"
11030012,"UG2011L135"
11030012,"UG2011L135"
11130003,"UG2011L135"
11310003,"UG2011L135"
11310004,"UG2011L135"
11310007,"UG2011L135"
11330008,"UG2011L135"
11330010,"UG2011L135"
11330014,"UG2011L135"
11330016,"UG2011L135"
11330019,"UG2011L135"
11330023,"UG2011L135"
11330025,"UG2011L135"
11330025,"UG2011L135"
11030003,"UG2011L135"
10730004,"UG2011L135"
10730004,"UG2011L135"
10730031,"UG2011L135"
10730031,"UG2011L135"
10730031,"UG2011L135"
10430011,"UG2011L135"
10430011,"UG2011L135"
10430011,"UG2011L135"
10430013,"UG2011L135"
20530009,"UG2011L135"
10710001,"UG2011L135"
10710001,"UG2011L135"
20330013,"UG2011L135"
41330003,"UG2011L135"
10430006,"UG2011L135"
11030005,"UG2011L135"
41530009,"UG2011L135"
10530012,"UG2011L135"
40230016,"UG2011L135"
41130009,"UG2011L135"
41130009,"UG2011L135"
41330002,"UG2011L135"
41330003,"UG2011L135"
41530004,"UG2011L135"
41530006,"UG2011L135"
41530007,"UG2011L135"
1020002,"UG2011L135"
1020019,"UG2011L135"
1030003,"UG2011L135"
1030003,"UG2011L135"
1030003,"UG2011L135"
1030005,"UG2011L135"
1030005,"UG2011L135"
1040004,"UG2011L135"
1040006,"UG2011L135"
1040008,"UG2011L135"
1050004,"UG2011L135"
1050008,"UG2011L135"
1050008,"UG2011L135"
1050012,"UG2011L135"
1050015,"UG2011L135"
1050015,"UG2011L135"
1050026,"UG2011L135"
1050026,"UG2011L135"
1050030,"UG2011L135"
1050033,"UG2011L135"
1060005,"UG2011L135"
1060005,"UG2011L135"
1060005,"UG2011L135"
1060007,"UG2011L135"
1060009,"UG2011L135"
1070001,"UG2011L135"
1070002,"UG2011L135"
1070008,"UG2011L135"
1070012,"UG2011L135"
1070016,"UG2011L135"
1070016,"UG2011L135"
1070020,"UG2011L135"
1070020,"UG2011L135"
1070020,"UG2011L135"
1070023,"UG2011L135"
1080020,"UG2011L135"
1080020,"UG2011L135"
1080023,"UG2011L135"
1080027,"UG2011L135"
1080027,"UG2011L135"
1080030,"UG2011L135"
1080033,"UG2011L135"
1080033,"UG2011L135"
1100001,"UG2011L135"
1100005,"UG2011L135"
1100009,"UG2011L135"
1100012,"UG2011L135"
1100012,"UG2011L135"
1110003,"UG2011L135"
1130003,"UG2011L135"
1130004,"UG2011L135"
1130007,"UG2011L135"
1130008,"UG2011L135"
1130008,"UG2011L135"
1130014,"UG2011L135"
1130016,"UG2011L135"
1130019,"UG2011L135"
1130023,"UG2011L135"
1130025,"UG2011L135"
1140003,"UG2011L135"
1150004,"UG2011L135"
1150004,"UG2011L135"
1150027,"UG2011L135"
1150031,"UG2011L135"
1150031,"UG2011L135"
1150031,"UG2011L135"
1160011,"UG2011L135"
1160011,"UG2011L135"
1160011,"UG2011L135"
1160013,"UG2011L135"
2220022,"UG2011L135"
2240013,"UG2011L135"
4130002,"UG2011L135"
4130003,"UG2011L135"
4150004,"UG2011L135"
4150006,"UG2011L135"
4150007,"UG2011L135"
4150009,"UG2011L135"
1070012,"UG2011L135"
1030003,"UG2011L135"
1030005,"UG2011L135"
1040006,"UG2011L135"
1050004,"UG2011L135"
1050008,"UG2011L135"
1050012,"UG2011L135"
1050015,"UG2011L135"
1050030,"UG2011L135"
1050033,"UG2011L135"
1060007,"UG2011L135"
1060009,"UG2011L135"
1070002,"UG2011L135"
1070008,"UG2011L135"
1070012,"UG2011L135"
1070016,"UG2011L135"
1070023,"UG2011L135"
1080020,"UG2011L135"
1080023,"UG2011L135"
1080027,"UG2011L135"
1080030,"UG2011L135"
1080033,"UG2011L135"
1100001,"UG2011L135"
1100005,"UG2011L135"
1100012,"UG2011L135"
1110003,"UG2011L135"
1130003,"UG2011L135"
1130004,"UG2011L135"
1130007,"UG2011L135"
1130014,"UG2011L135"
1130016,"UG2011L135"
1130019,"UG2011L135"
1130023,"UG2011L135"
1130025,"UG2011L135"
1070004,"UG2011L135"
1070027,"UG2011L135"
1070031,"UG2011L135"
1040011,"UG2011L135"
4130002,"UG2011L135"
4130003,"UG2011L135"
4150004,"UG2011L135"
4150006,"UG2011L135"
4150007,"UG2011L135"
4150009,"UG2011L135"
20130009,"UG2011L136"
2010009,"UG2011L136"
2010009,"UG2011L136"
10130002,"UG2011L137"
10210011,"UG2011L137"
10210014,"UG2011L137"
10210017,"UG2011L137"
10810002,"UG2011L137"
10830006,"UG2011L137"
11030005,"UG2011L137"
11310002,"UG2011L137"
11330008,"UG2011L137"
20410002,"UG2011L137"
20410009,"UG2011L137"
20530017,"UG2011L137"
10930004,"UG2011L137"
30730011,"UG2011L137"
30230016,"UG2011L137"
40730007,"UG2011L137"
20810001,"UG2011L137"
1020011,"UG2011L137"
1020014,"UG2011L137"
1020017,"UG2011L137"
1060005,"UG2011L137"
1080002,"UG2011L137"
1080006,"UG2011L137"
1080006,"UG2011L137"
1100005,"UG2011L137"
1130002,"UG2011L137"
1130008,"UG2011L137"
2040009,"UG2011L137"
2050017,"UG2011L137"
2080001,"UG2011L137"
2100002,"UG2011L137"
3020016,"UG2011L137"
4070007,"UG2011L137"
1020017,"UG2011L137"
