"","mkt","2008-01-01","2008-01-08","2008-01-15","2008-01-22","2008-01-29","2008-02-05","2008-02-12","2008-02-19","2008-02-26","2008-03-04","2008-03-11","2008-03-18","2008-03-25","2008-04-01","2008-04-08","2008-04-15","2008-04-22","2008-04-29","2008-05-06","2008-05-13","2008-05-20","2008-05-25","2008-06-03","2008-06-10","2008-06-17","2008-06-24","2008-07-01","2008-07-08","2008-07-15","2008-07-22","2008-07-29","2008-08-05","2008-08-12","2008-08-19","2008-08-26","2008-09-02","2008-09-09","2008-09-16","2008-09-23","2008-09-30","2008-10-07","2008-10-14","2008-10-21","2008-10-28","2008-11-04","2008-11-11","2008-11-18","2008-11-25","2008-12-02","2008-12-09","2008-12-16","2008-12-23","2008-12-30","2009-01-06","2009-01-13","2009-01-20","2009-01-27","2009-02-03","2009-02-10","2009-02-17","2009-02-24","2009-03-03","2009-03-10","2009-03-17","2009-03-24","2009-03-31","2009-04-07","2009-04-14","2009-04-21","2009-04-26","2009-05-05","2009-05-12","2009-05-19","2009-05-26","2009-06-03","2009-06-10","2009-06-17","2009-06-24","2009-06-30","2009-07-07","2009-07-14","2009-07-21","2009-07-28","2009-08-04","2009-08-11","2009-08-18","2009-08-25","2009-09-01","2009-09-08","2009-09-15","2009-09-22","2009-09-29","2009-10-06","2009-10-13","2009-10-20","2009-10-27","2009-11-03","2009-11-10","2009-11-17","2009-11-24","2009-12-01","2009-12-08","2009-12-13","2009-12-20","2009-12-27","2010-01-05","2010-01-12","2010-01-19","2010-01-26","2010-02-02","2010-02-09","2010-02-16","2010-02-23","2010-03-02","2010-03-09","2010-03-16","2010-03-23","2010-03-30","2010-04-06","2010-04-13","2010-04-20","2010-04-25","2010-05-04","2010-05-11","2010-05-18","2010-05-25","2010-06-01","2010-06-08","2010-06-15","2010-06-22","2010-06-29","2010-07-06","2010-07-13","2010-07-20","2010-07-27","2010-08-03","2010-08-10","2010-08-17","2010-08-24","2010-08-31","2010-09-07","2010-09-14","2010-09-21","2010-09-26","2010-10-05","2010-10-12","2010-10-19","2010-10-26","2010-11-02","2010-11-09","2010-11-16","2010-11-23","2010-11-30","2010-12-07","2010-12-14","2010-09-19","2010-12-28","2011-01-04","2011-01-11","2011-01-18","2011-01-25","2011-02-01","2011-02-08","2011-02-15","2011-02-22","2011-02-27","2011-03-06","2011-03-13","2011-03-20","2011-03-27","2011-04-05","2011-04-12","2011-04-19","2011-04-26","2015-11-29","2015-12-06","2015-12-13","2015-12-20","2015-12-27","2015-11-01","2015-11-08","2015-11-15","2015-11-22","2016-04-03","2016-04-10","2016-04-17","2016-04-24","2016-01-31","2016-02-07","2016-02-14","2016-02-21","2016-01-03","2016-01-10","2016-01-17","2016-01-24","2016-07-03","2016-07-10","2016-07-17","2016-07-24","2016-05-29","2016-06-05","2016-06-12","2016-06-19","2016-06-26","2016-02-28","2016-03-06","2016-03-13","2016-03-20","2016-03-27","2016-05-01","2016-05-08","2016-05-15","2016-05-22","2016-07-31","2016-08-07","2016-08-14","2016-08-21","2016-10-02","2016-10-09","2016-10-16","2016-09-04","2016-09-11","2016-09-18","2016-12-04","2016-12-11","2016-12-18","2016-12-25","2017-04-02","2017-04-09","2017-04-16","2017-01-29","2017-02-05","2017-02-12","2017-02-19","2017-01-01","2017-01-08","2017-01-15","2017-01-22","2017-02-26","2017-03-05","2017-03-12","2017-03-19","2017-04-30","2017-05-07","2017-05-14","2017-05-21"
"51","MONKEY BAY"," 105.61"," 107.00","  92.71"," 102.01"," 100.63"," 110.37"," 120.03",NA,NA," 125.43"," 121.24"," 122.22"," 120.33"," 120.16"," 120.16"," 135.60"," 132.81"," 130.83",NA," 129.77"," 133.04",NA," 140.00",NA," 142.63"," 141.63",NA,NA," 150.82"," 150.01",NA,NA," 164.88"," 160.65"," 165.87"," 165.00"," 170.11"," 165.36"," 170.49"," 170.46"," 170.58"," 170.00"," 169.43"," 170.81"," 175.18"," 176.45"," 175.16"," 175.03",NA," 190.40"," 193.37"," 199.45","12"," 196.38"," 193.44"," 188.47",NA," 203.64"," 205.00"," 205.92",NA,NA,"10"," 208.66"," 210.45"," 200.53"," 200.68"," 198.45"," 191.27",NA," 167.41"," 163.92"," 162.14",NA,NA,NA," 123.49"," 120.34"," 125.49"," 122.46"," 132.40"," 134.62"," 132.14",NA," 135.87"," 134.66"," 135.93"," 134.92",NA," 134.16"," 136.74"," 133.16"," 142.99"," 144.51"," 146.34",NA," 148.66"," 147.23"," 145.56"," 148.23"," 147.21"," 151.48",NA,NA,NA,NA,"12"," 146.12"," 143.07"," 146.67"," 144.31"," 148.65"," 151.80"," 149.34"," 145.22"," 143.90"," 143.63","30"," 145.97","13"," 146.07",NA," 154.16"," 164.15"," 158.42"," 159.81"," 156.54"," 156.54"," 145.35","22",NA," 137.66",NA,NA,NA," 139.84","10","17",NA," 143.07",NA,NA," 145.44",NA,NA," 147.87"," 147.37","10"," 166.99"," 166.99","11",NA," 178.82",NA,NA,NA,NA," 134.92","11","18",NA," 150.44",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26"," 529.44"," 450.00",NA,NA,NA,"11"," 529.44","11","11",NA,"10","17",NA," 600.00"," 600.00"," 650.00"," 665.00",NA,"10",NA,NA," 700.00"," 700.00"," 700.00"," 700.00",NA,NA,"12",NA,NA," 650.00",NA,NA,NA,NA," 700.00"," 650.00","15","22",NA,NA,"14",NA,NA,"10","16",NA,"11","18","12","12","12",NA," 967.21",NA,"16",NA,NA,NA,"19",NA,NA,NA,"22",NA,NA,"12",NA," 910.08","1001.16"," 910.00","1120.00"
"52","MANGOCHI"," 90.00"," 90.26"," 98.15"," 98.15","125.49","135.29","100.98","105.88",NA,"115.12","112.18","112.58","115.28","112.20","112.20","114.12","114.12","114.12",NA,"120.00","120.00",NA,"111.76","127.65","115.00","134.17","135.00","134.17","135.17","137.50","140.00","145.83","150.00","141.67","143.33","143.33","150.00","169.17","169.50","170.14","170.14","159.17","170.00","172.74","173.80","180.14","175.18","186.67","171.25","173.33","187.00",NA,NA,"200.00","215.83","202.50","202.50","202.50","202.50","209.17","209.17","210.15",NA,NA,"210.00","215.83","215.83","218.83","218.33",NA,"220.00","185.00","170.83",NA,"170.83","10","17","180.00","170.83","125.80","175.50","146.67","140.00","170.83","11","148.90","186.67",NA,NA,"196.23","196.23","213.33",NA,"213.33","20","215.58",NA,"216.45","218.00","220.00","220.00","214.44",NA,NA,NA,"220.64",NA,"165.40","165.80","165.75","170.20","155.29","169.44","169.44","172.35","178.87","170.65",NA,NA,"171.14","171.40",NA,"159.80","121.80","179.02","178.50","185.69","182.65","180.40","182.70","29",NA,"186.57",NA,NA,"170.00",NA,NA,"24","170.00",NA,"167.65","170.00",NA,"10",NA,"19","144.18","185.30","195.51","11",NA,"30","12","12",NA,"193.00",NA,NA,"18",NA,"151.13",NA,"160.88","159.11",NA,NA,NA,NA,NA,"165.13","164.80","160.49","160.81","479.04","484.79","479.04","12",NA,"485.75","501.31","487.53","492.81","779.45","785.01","774.55","772.33",NA,NA,NA,NA,"556.67","564.55","568.75",NA,"700.45","675.17","673.08","663.36","745.86",NA,NA,NA,"745.86","660.02","661.92","679.30","757.86","774.59","761.87","767.43","756.97","708.36","652.90","667.52","689.75",NA,"705.43","705.43","806.21",NA,NA,"18","811.76","822.88","833.99","825.66","712.38","700.57","700.57","764.54","758.99","748.53","759.64","806.21","789.54","800.65","811.76",NA,"754.78","743.67","722.83","661.68","510.87","510.87","472.63"
"53","LIWONDE","100.00",NA,"100.00","100.00",NA,"100.00","110.00","120.00",NA,NA,"120.00","120.00","120.00","120.00","120.00","140.00","140.00","140.00","140.00","140.00","140.00",NA,"140.00",NA,"17","140.00","140.00","140.00","145.00","145.00","180.00","180.00","180.00","19","180.35",NA,"180.35","180.20","180.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","198.00","199.50","200.00","12","12","213.00","240.00","242.60","242.50","242.55","240.00","240.00","240.00","240.00","216.21","213.33","210.52","200.00","200.00","200.00","240.00",NA,"192.00","160.00","160.00","140.00"," 95.90"," 94.60","17"," 95.59"," 95.89"," 94.60"," 90.91"," 92.11"," 95.89"," 97.22"," 98.20","101.29","113.51","115.51","140.61",NA,"132.43","136.11","128.94",NA,"132.43","142.02","135.82","138.82","137.87","142.18","142.19","146.26",NA,NA,NA,"138.03","142.02","142.18","144.44","132.18","174.52","180.30","182.31","184.20","184.62","181.32","185.17","185.44","186.40",NA,"177.46",NA,"179.52","181.46","181.46","184.60","180.56","178.44","178.44","137.42","136.84",NA,NA,"20",NA,"131.64",NA,NA,"142.88","154.34","124.53","124.53","147.31",NA,"10",NA,"19","151.44","244.88","243.96","154.77","23","190.90","12","14",NA,NA,"115.51","166.95","166.95",NA,"173.91",NA,"15","168.82",NA,NA,NA,NA,NA,"190.30",NA,"19","202.91",NA,NA,"13","12",NA,"11",NA,"11","22",NA,"10","17","24",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,"17","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,"12",NA,NA,"16",NA,NA,NA,"19",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","JALI"," 70.00"," 90.00"," 90.00"," 90.00",NA," 90.00"," 90.00"," 96.66"," 95.15"," 95.15","100.00","100.00","100.00","100.00","100.00","100.00","100.00","110.00","110.00","120.00","120.00",NA,"120.00","135.00",NA,"135.00","135.00","120.00","130.00","135.00","135.00","138.46","138.46","149.00","140.00","145.00",NA,"145.00","145.00","145.00","139.16","139.15","21",NA,"139.46","140.16","140.16","143.81","143.81","145.82",NA,NA,NA,"150.62","13",NA,NA,NA,"10","17","200.00",NA,NA,NA,NA,"180.00","179.42","170.17","150.69",NA,"130.38","149.84","140.30",NA,NA,"130.38","149.84","139.81","120.30","140.80","139.48","139.43","139.33","140.33",NA,"120.30","130.33","130.33","138.62","138.62","22",NA,NA,"13","20",NA,"11",NA,"138.19","136.42","135.18","140.19",NA,NA,NA,"135.16","139.76","145.16","140.16","138.19",NA,"145.29","145.00","160.00",NA,"149.22",NA,NA,"150.19","13","20",NA,NA,NA,"100.00","119.13","111.00",NA,NA,"130.14",NA,NA,NA,"20",NA,"134.18","136.18","130.20","138.20","130.38",NA,NA,"130.34",NA,"10","138.66","19",NA,"170.18","174.19","138.42","158.11","136.46","12","12",NA,NA,"130.33","11",NA,NA,"136.80",NA,"15","150.19",NA,NA,NA,NA,NA,"158.33",NA,"158.33",NA,NA,NA,"13",NA,NA,"11","380.22","11","22","660.34","650.00","600.00","24","580.62","580.82","600.00","656.26","480.60","480.66","490.11","500.00",NA,"10",NA,"24",NA,"580.22","560.00","620.00","620.00","28",NA,NA,NA,NA,"670.11","600.00","590.66","590.00",NA,NA,NA,"21","750.00","766.49","768.10",NA,NA,NA,"767.46","768.90","784.29","790.46",NA,NA,"16",NA,NA,NA,"19",NA,NA,"15",NA,NA,NA,"12",NA,NA,NA,"400.00",NA
"55","MAYAKA",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA," 93.50"," 95.00"," 95.00",NA," 95.50"," 95.00"," 95.00",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,"30","10","10","21",NA,NA,NA,"11","180.00","200.00",NA,NA,"12","12",NA,"13",NA,"27",NA,"10","17","24",NA,NA,NA,"240.00",NA,"220.00","14","21",NA,"186.03",NA,NA,NA,NA,"186.00","186.03","24","100.00","100.00","100.00",NA,"100.00","100.00","100.00","100.00","100.00",NA,NA,NA,"100.00","29",NA,"100.00","100.00","100.00","11",NA,"110.00","110.00","100.00","100.00",NA,NA,NA,NA,"100.00","110.00",NA,NA,"150.00","150.00",NA,NA,NA,"150.00","160.00",NA,"160.00",NA,NA,NA,NA,"155.00",NA,"165.00","140.00",NA,"15","141.17",NA,"140.86",NA,"140.62","141.10","141.65","145.00","145.15","145.78","145.30","145.62","146.12","145.50",NA,"10","150.00","10",NA,"227.44","214.34",NA,NA,NA,NA,"12",NA,NA,NA,"160.00","160.50","155.00","150.25","155.75","15","22",NA,NA,NA,NA,NA,"160.05","155.75","150.12",NA,"390.67","390.71","390.85","390.89",NA,"11",NA,"11","390.44","410.92","410.86","410.89","24",NA,NA,"14",NA,"410.06","410.13",NA,NA,"461.72","462.34","486.07","486.12",NA,"452.24","452.29","421.19",NA,"28",NA,"410.78","20","410.77","410.83","410.89","410.83","22","487.19","489.04",NA,"21",NA,NA,NA,NA,"505.18","585.09","620.15","620.42","620.71","625.15",NA,NA,"16",NA,"685.12","687.57","19",NA,NA,"15",NA,"691.08","689.21","701.13","701.36",NA,"665.09","660.15","645.20"
"56","ZOMBA"," 90.00"," 90.00"," 90.00"," 90.00"," 90.00",NA,"100.00","100.00"," 90.00"," 98.70"," 98.70"," 98.00"," 98.70","120.00"," 90.00"," 98.70"," 90.00"," 98.70","120.00","120.00","130.00",NA,"120.00","120.00","130.00","130.00","130.00","130.00","130.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","160.00","160.00","130.00","160.00","180.33","180.33","180.35","180.65","180.75","180.55","180.00","25","180.33","180.65","12","12","12",NA,"13","200.00","200.05","200.05","210.05","210.07","200.05","210.05","210.05","200.05","24","180.00","180.00","180.00","21",NA,"120.00","120.00","120.00","120.00","120.30","120.30",NA,"166.67","166.85","166.85","120.30","150.67","150.67","162.70","150.69","150.69","151.30",NA,NA,"150.00","151.30",NA,"150.67","150.67","150.59","150.67",NA,NA,"167.30","167.39","166.39","166.39",NA,NA,NA,"134.66","134.66","167.80",NA,"170.88","170.88","170.00",NA,"170.38","170.38","181.70","180.55","167.89","167.89",NA,NA,NA,"158.70","158.70","161.41","162.33","160.30","160.30",NA,"163.60","140.50","160.50","150.00","180.40","160.70","162.33",NA,NA,NA,NA,NA,NA,NA,NA,"160.39","170.30","166.40","160.04",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,"161.80",NA,"160.04",NA,NA,NA,"12","12",NA,"11","11","11",NA,NA,"10","17",NA,NA,NA,"14",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,"20",NA,NA,NA,NA,"22",NA,NA,NA,"21","10","10",NA,NA,"11","18","750.29","750.46","750.24","750.81",NA,NA,"16",NA,NA,NA,"19",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA
"57","THONDWE",NA,NA,NA,"22",NA,NA,NA,"100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","120.00","120.00","120.00","120.00","120.00",NA,NA,"130.00","130.00","140.00","140.00","140.00","140.00","140.00",NA,"160.00","160.00","160.00","160.00","160.00","160.00","160.00",NA,NA,"160.00",NA,"160.00","180.00",NA,"180.00",NA,"11","25","180.00","180.00","12",NA,NA,"200.00","180.00",NA,"180.00","180.00","180.00","17",NA,"180.00",NA,NA,"180.00","180.00","200.00","200.00","200.00",NA,"180.00","12",NA,NA,NA,"140.00",NA,"150.00","140.00","114.29","140.00",NA,"140.00","140.00","130.00","130.00","130.00",NA,"140.00",NA,"22",NA,NA,"140.00","20","150.00","150.00","140.00","150.00","150.00","150.00","150.00",NA,NA,NA,NA,"166.67","170.00","170.00","180.00",NA,"180.00","180.00",NA,"176.67","180.00","180.00","180.00","176.57","13","180.00",NA,"180.00","160.00","180.00","180.00","180.00","150.00",NA,"170.00","29","150.00","160.00",NA,NA,NA,NA,NA,NA,"160.00",NA,NA,NA,NA,"10",NA,"19",NA,"160.00","160.00","170.00","170.00","30","12","14",NA,"12",NA,"11",NA,NA,"170.00",NA,"15","180.00",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"13","12",NA,NA,"11","11","22",NA,"10","17","24",NA,NA,NA,NA,NA,"10",NA,NA,NA,"640.00",NA,"24",NA,NA,NA,"640.00","630.00",NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,"19",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","CHIRADZULU","100.00","100.00","100.00","100.00",NA,"100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","110.00","120.00","110.00",NA,NA,"120.00","160.00","160.00","160.00","150.00","150.00","150.00","160.00","160.00","170.00","133.33","133.33","133.33","133.33","133.33","133.33","133.33","140.00","160.00","160.00","160.00","160.00",NA,"186.67","186.67","186.57","190.00","190.00",NA,NA,NA,NA,NA,"210.00",NA,"210.00","210.00","210.00","210.00"," 42.00","210.00","210.00","200.00"," 25.00","200.00","190.00",NA,"170.00"," 40.00",NA,"140.00","140.00"," 43.33","140.00","114.29","114.00"," 50.00","114.29","114.29",NA,"137.14","114.29","137.14","137.14",NA," 55.00","140.00","140.00","140.00",NA," 55.55","20","140.00","140.00"," 65.00","145.00","145.00","145.00",NA,NA,NA,NA,NA,NA,"166.67",NA,"170.00"," 70.00","170.00","23","170.00"," 65.00","16","176.57","176.57"," 40.00","13","160.00",NA,"160.00","11","160.00","160.00","150.00"," 38.00","150.00","22","150.00"," 40.00","160.00","20","140.00","140.00",NA,NA,"150.00","150.00",NA,"140.00","180.00",NA,NA,NA,"19","155.55",NA," 25.56","156.67","23",NA,"12","14",NA,"12",NA,"11",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,"176.67",NA,"166.67",NA,"11",NA,"13","12",NA,NA,NA,"11","11",NA,"10",NA,NA,"650.12","655.82","656.40","657.30","465.13","470.22","505.61","510.32",NA,"10",NA,NA,NA,NA,NA,NA,NA,"28","658.22",NA,"655.56","656.13","656.72","657.22",NA,"22",NA,NA,NA,"21","10",NA,NA,NA,NA,"18",NA,NA,NA,"12",NA,NA,"16",NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"59","LUNZU","100.00","100.00","100.00","100.00",NA,"100.00","100.00","120.00","120.00","120.00","120.00","120.00","120.00","120.00","120.00","120.00","120.00","120.00","140.00","140.00","140.00",NA,NA,"140.00","140.00","130.00","130.00","130.00","130.00","130.00","160.00","161.12","161.12","161.12","161.12","162.04","162.20","158.15","168.15","168.15","168.15","179.63","179.63","179.63","179.63","179.53","179.63","179.63","179.63","179.53","179.63","179.63","189.02","198.15","198.15","183.26","198.15","198.15","198.15","198.15","198.15","198.15","198.15","198.15","198.15","198.15","198.15","198.15","139.92",NA,"139.46","139.46","129.84",NA,"118.67","109.68","109.53","109.75","100.00","146.00"," 99.53"," 99.53"," 99.76","109.76","109.58","109.20","119.57",NA,NA,"119.85","129.70","129.93",NA,"13","129.75","139.53","139.72","139.69","139.72","139.88","140.26","140.32",NA,NA,NA,"140.48","140.43","140.38","140.59","149.83","149.83","149.87","149.89","149.92","149.52","149.70","149.70","149.70","159.72","169.78","159.82",NA,"159.55"," 33.17","159.70","150.40","160.66"," 36.15",NA,"150.26","150.35"," 44.86","150.40","159.82","159.88","150.35",NA,"159.82","159.63",NA,"159.80","159.80","160.15",NA,"160.38","160.35","160.35","160.75","180.40","180.48","160.33","23",NA,"179.80","179.80",NA,"179.70",NA,"179.80","179.80","25","179.30",NA,"15","22",NA,NA,NA,NA,NA,"198.72",NA,"19",NA,NA,"499.66","497.35","499.87","597.58",NA,"497.35","11",NA,NA,"795.74","796.43","792.62",NA,NA,NA,"695.71",NA,"599.87","598.85",NA,NA,"698.57","799.60","698.45","698.56","697.43","696.72","679.50",NA,"697.24","698.46","699.20","698.42","697.40","794.25","796.50","739.38","449.72","793.40","794.36","794.36","21","10",NA,NA,"797.48","797.36","18","799.52","798.40","893.24","894.40","897.50","897.42","897.62","898.76","898.79","899.65","899.76","896.80","897.45","897.54","898.60","898.60","898.42","898.70","899.54","796.43","593.40","595.80","496.62"
"60","LIMBE"," 68.70","106.50","112.96","112.96",NA,NA,"165.85","165.85",NA,NA,"182.38","176.23","176.23",NA,"171.15","159.88","159.00","29",NA,"141.50","130.79",NA,NA,NA,NA,"157.02",NA,"157.02","176.00","181.33","193.27",NA,NA,NA,NA,NA,"214.17","206.25","206.25",NA,"207.92","200.83","21","10",NA,"212.08","224.58","224.58",NA,"242.22","251.29",NA,"251.29",NA,NA,"222.22","222.22",NA,"240.00","118.18","24",NA,"218.18","200.91","200.91",NA,NA,"227.27","195.45",NA,NA,"191.11","168.89",NA,NA,NA,"159.11","161.46","30",NA,"153.76","21",NA,NA,NA,"139.51","113.30",NA,NA,NA,"120.17",NA," 50.00","127.04","127.04",NA," 50.00","147.64","147.64","24"," 52.74",NA,NA,NA,NA," 56.28",NA,"150.21",NA," 58.26",NA,NA,"23"," 62.53",NA,"224.00",NA,"30","224.00","13",NA,NA," 56.61","250.00","250.00","250.00"," 60.00",NA,NA,NA,"29",NA,NA,"20",NA,"180.33",NA,NA,NA,"248.43",NA,"14",NA,NA,NA,NA,"192.00","10",NA,NA,NA,NA,NA,"12","14",NA,"12",NA,NA,"18",NA,"201.90",NA,NA,"154.21",NA,NA,NA,NA,NA,NA,NA,"185.58",NA,"11",NA,"13",NA,NA,"500.83",NA,NA,"11",NA,NA,"17",NA,NA,NA,NA,NA,"800.99","710.83",NA,NA,NA,"760.24","17","24",NA,NA,NA,NA,NA,NA,NA,"767.14","20",NA,NA,"723.14",NA,NA,NA,NA,NA,"800.45","10","10",NA,NA,"11",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,"531.23",NA,"531.23"
"61","BVUMBWE","110.00","110.00","110.00","110.00",NA,"110.00","110.00",NA,NA,NA,NA,"110.00",NA,"120.00",NA,"15",NA,"110.00","110.00",NA,NA,NA,NA,"120.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00",NA,"140.00","140.00","150.00","150.00","150.00","10","10","21",NA,"200.00","200.00","200.00","200.00","200.00","200.00","12",NA,NA,"200.00","200.00","200.00","200.00","200.00","200.00","200.00","24","200.00","170.00","160.00","160.00","170.00","160.00","180.00","180.00",NA,NA,"160.00","160.00","160.00","160.00","155.00","150.00",NA,"155.00","160.00","150.00","150.00","28","150.00","155.00","150.00","150.00","150.00","155.00","155.00","155.00","155.00","155.00","155.00","155.00","10",NA,"150.00","155.40","155.33","155.43",NA,NA,NA,NA,"150.43",NA,"150.75","170.85",NA,NA,"180.55",NA,"180.50","170.25",NA,"170.10",NA,"170.15",NA,"170.24",NA,NA,"170.28","170.28","25","170.35","156.67","156.79","156.15","156.11","156.22",NA,"20","155.80","155.89","155.67","155.67","155.55","155.55","155.55","160.10","160.00",NA,NA,"160.00","160.00",NA,NA,NA,"11","160.00","160.00","175.00","175.00",NA,NA,"150.00","180.00",NA,"180.00","180.00","185.75","185.95",NA,NA,NA,NA,NA,NA,"220.00","220.00","200.00","200.00",NA,NA,NA,"12",NA,"439.61","450.50","450.02","450.10",NA,NA,NA,NA,NA,NA,NA,NA,"540.70","605.80","660.20","700.00",NA,"10","17",NA,NA,NA,NA,NA,NA,"28",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,"12",NA,NA,"700.20","650.00","650.20"
"62","MWANZA","110.00","110.00","110.00","110.00","110.00","110.00","125.00","125.00","125.00","125.00","130.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00","140.00",NA,NA,"140.00","140.00","150.00","150.00",NA,"160.00","160.00","160.00","180.00","180.00","180.00",NA,"190.00","190.00","190.00","190.00","195.00","10","195.00","200.00",NA,"200.00","200.00","200.00","200.00","200.00","200.00","200.00",NA,NA,"220.00","220.00","220.00","220.00","220.00","200.00","200.00","200.00","200.00","220.00","220.00","220.00","220.00","220.00","220.00","200.00",NA,"176.69","176.67","176.67","176.67","172.08","172.08","172.00","175.00","175.00","175.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","140.00","145.00","145.00","145.00","165.00","165.00","165.00","165.00","170.00","170.00","170.00","170.00","170.00","180.00",NA,NA,NA,"175.00",NA,"180.00","190.00","190.00","190.00","190.00","190.00","190.00","180.00","180.00","170.00","165.00","165.00","165.00","155.00",NA,"165.00","165.00","170.00","170.00","170.00","170.00","170.00","170.00","150.00",NA,NA,NA,NA,NA,NA,"17","162.50","162.50","162.50","152.50",NA,NA,NA,"160.00","160.00","150.00",NA,"115.12","11","23","243.30","160.00","160.00",NA,"12","150.00","150.00","150.00","180.00","180.00","180.00","180.00","180.00",NA,NA,NA,NA,NA,"200.00",NA,"200.00","200.00","560.00",NA,"13",NA,NA,"500.00","500.00",NA,"22",NA,NA,"700.00",NA,NA,NA,NA,NA,"560.00","600.00",NA,"600.00",NA,"800.00",NA,NA,"800.00",NA,NA,"800.00","800.00","700.00","700.00","700.00","700.00",NA,NA,"800.00","800.00","800.00",NA,"800.00","800.00","21",NA,NA,NA,"800.00",NA,"800.00","900.00","900.00","900.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,"12",NA,NA,NA,NA,NA
"63","NENO","100.00","100.00","100.00","100.00","100.00","100.00","135.55","19","135.55","135.55",NA,"18",NA,"135.55",NA,"135.00","135.55","135.55","140.00","142.56","142.48",NA,NA,"140.82","140.00","147.06","147.06","150.23","150.40","150.19","150.19","152.88","12","152.83","152.79","151.54","151.50","151.49",NA,"160.74","160.73","180.45","180.43",NA,NA,"180.42",NA,"200.00","12","200.11",NA,"200.11",NA,"240.00",NA,"220.00","220.00","220.00","220.00","215.82","215.82",NA,"220.15","220.13",NA,"221.65",NA,NA,"193.38",NA,"104.43",NA,NA,"105.00","105.09","108.19","110.63","110.00","164.40","165.09","152.12","161.04","160.14","160.00","160.00",NA,"160.07","162.33",NA,"165.18","165.15","169.44","170.13","180.17","182.24","10","180.00","180.55","180.22","180.00","180.03","180.14",NA,NA,NA,"180.34","180.31","180.62","180.55","178.54","180.00","180.05","180.09","180.18","180.16","180.15","180.09","145.00","144.20",NA,NA,NA,NA,"160.00","160.00","160.00","162.44",NA,"160.84","160.79","160.79","160.31",NA,NA,NA,NA,NA,NA,"160.28",NA,"160.21","160.18","160.16",NA,"160.12",NA,"160.11","160.11",NA,"252.36","160.88","160.88",NA,"12","14",NA,NA,"162.33","160.34",NA,"161.86","180.33",NA,"175.33","165.20",NA,NA,NA,NA,NA,"145.29","148.22","150.54",NA,"490.09","530.70","532.56","540.90",NA,NA,"528.33","530.12","490.12","305.17","601.45","600.56","600.54","600.67","598.36",NA,NA,"550.00","560.23","560.22","555.09","810.00","800.20","800.00","800.00",NA,"810.00","800.00","800.00","820.17",NA,"505.16","500.00","510.11",NA,"550.54","600.88","600.54",NA,"800.00","820.43",NA,"856.89","998.88",NA,NA,NA,NA,"830.69","800.00","800.00","800.00",NA,NA,NA,NA,"850.00",NA,NA,NA,"820.00","830.03","830.45","853.70",NA,NA,"12",NA,NA,"800.00","800.00","800.00"
