"","mkt","2008-01-01","2008-01-08","2008-01-15","2008-01-22","2008-01-29","2008-02-05","2008-02-12","2008-02-19","2008-02-26","2008-03-04","2008-03-11","2008-03-18","2008-03-25","2008-04-01","2008-04-08","2008-04-15","2008-04-22","2008-04-29","2008-05-06","2008-05-13","2008-05-20","2008-05-25","2008-06-03","2008-06-10","2008-06-17","2008-06-24","2008-07-01","2008-07-08","2008-07-15","2008-07-22","2008-07-29","2008-08-05","2008-08-12","2008-08-19","2008-08-26","2008-09-02","2008-09-09","2008-09-16","2008-09-23","2008-09-30","2008-10-07","2008-10-14","2008-10-21","2008-10-28","2008-11-04","2008-11-11","2008-11-18","2008-11-25","2008-12-02","2008-12-09","2008-12-16","2008-12-23","2008-12-30","2009-01-06","2009-01-13","2009-01-20","2009-01-27","2009-02-03","2009-02-10","2009-02-17","2009-02-24","2009-03-03","2009-03-10","2009-03-17","2009-03-24","2009-03-31","2009-04-07","2009-04-14","2009-04-21","2009-04-26","2009-05-05","2009-05-12","2009-05-19","2009-05-26","2009-06-03","2009-06-10","2009-06-17","2009-06-24","2009-06-30","2009-07-07","2009-07-14","2009-07-21","2009-07-28","2009-08-04","2009-08-11","2009-08-18","2009-08-25","2009-09-01","2009-09-08","2009-09-15","2009-09-22","2009-09-29","2009-10-06","2009-10-13","2009-10-20","2009-10-27","2009-11-03","2009-11-10","2009-11-17","2009-11-24","2009-12-01","2009-12-08","2009-12-13","2009-12-20","2009-12-27","2010-01-05","2010-01-12","2010-01-19","2010-01-26","2010-02-02","2010-02-09","2010-02-16","2010-02-23","2010-03-02","2010-03-09","2010-03-16","2010-03-23","2010-03-30","2010-04-06","2010-04-13","2010-04-20","2010-04-25","2010-05-04","2010-05-11","2010-05-18","2010-05-25","2010-06-01","2010-06-08","2010-06-15","2010-06-22","2010-06-29","2010-07-06","2010-07-13","2010-07-20","2010-07-27","2010-08-03","2010-08-10","2010-08-17","2010-08-24","2010-08-31","2010-09-07","2010-09-14","2010-09-21","2010-09-26","2010-10-05","2010-10-12","2010-10-19","2010-10-26","2010-11-02","2010-11-09","2010-11-16","2010-11-23","2010-11-30","2010-12-07","2010-12-14","2010-09-19","2010-12-28","2011-01-04","2011-01-11","2011-01-18","2011-01-25","2011-02-01","2011-02-08","2011-02-15","2011-02-22","2011-02-27","2011-03-06","2011-03-13","2011-03-20","2011-03-27","2011-04-05","2011-04-12","2011-04-19","2011-04-26","2015-11-29","2015-12-06","2015-12-13","2015-12-20","2015-12-27","2015-11-01","2015-11-08","2015-11-15","2015-11-22","2016-04-03","2016-04-10","2016-04-17","2016-04-24","2016-01-31","2016-02-07","2016-02-14","2016-02-21","2016-01-03","2016-01-10","2016-01-17","2016-01-24","2016-07-03","2016-07-10","2016-07-17","2016-07-24","2016-05-29","2016-06-05","2016-06-12","2016-06-19","2016-06-26","2016-02-28","2016-03-06","2016-03-13","2016-03-20","2016-03-27","2016-05-01","2016-05-08","2016-05-15","2016-05-22","2016-07-31","2016-08-07","2016-08-14","2016-08-21","2016-10-02","2016-10-09","2016-10-16","2016-09-04","2016-09-11","2016-09-18","2016-12-04","2016-12-11","2016-12-18","2016-12-25","2017-04-02","2017-04-09","2017-04-16","2017-01-29","2017-02-05","2017-02-12","2017-02-19","2017-01-01","2017-01-08","2017-01-15","2017-01-22","2017-02-26","2017-03-05","2017-03-12","2017-03-19","2017-04-30","2017-05-07","2017-05-14","2017-05-21"
"24","BOWE",NA,NA,NA,NA,NA,NA,"125.00",NA,NA,NA,"130.00","135.00","120.00","115.00","120.00","125.00","125.00","140.00","130.00","140.00","135.00",NA,NA,"125.00","120.00",NA,"130.00","125.00","125.00","125.00","120.00","135.00",NA,"130.00","130.00","150.00","140.00","150.00","145.00","140.00","150.00","175.00","175.00","165.00","170.00","180.00","175.00","180.00","185.00","12","16","200.00",NA,"195.00","195.00",NA,"190.00","190.00","185.00","190.00","195.00","180.00","180.00","160.00","190.00","170.00","180.00","180.00","170.00",NA,"175.00","175.00","19",NA,"140.00",NA,"17",NA,"30",NA,"135.00",NA,"150.00",NA,NA,"18",NA,"155.00","150.00","145.00","155.00",NA,"160.00","160.00","150.00","140.00","162.50","155.00","165.00","162.50","167.50","170.00",NA,NA,NA,"160.00","160.00","170.55","172.50","155.00",NA,NA,NA,NA,NA,NA,"23",NA,NA,"13",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,"150.00","155.00","155.00","155.00",NA,"165.00",NA,"24","172.50","200.00","185.00","180.00",NA,"190.00","175.00","185.00","26","11"," 92.50",NA,"11","105.55","12","14",NA,NA,"155.00",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","24",NA,NA,"12",NA,"26",NA,NA,NA,NA,"27",NA,NA,"15",NA,NA,NA,"14","21",NA,NA,"16",NA,NA,"18","12","11","18",NA,NA,NA,"16",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","21"
"25","SANTHE","100.00","100.00","100.00","100.00",NA,"100.00","100.00",NA,"100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","110.00","110.00","100.00","100.00","130.00",NA,"115.00",NA,"17","110.00","120.00","120.00","120.00","120.00","120.00","130.00","130.00","150.00","150.00","150.00","150.00","150.00","160.00","150.00","160.00","150.00","150.00","160.00","160.00","150.00","11","150.00","150.00","150.00","150.00",NA,NA,"145.22","145.22","140.77","140.00","140.22","140.00","140.00","130.00","170.00","140.00","140.00","170.00","140.00","120.00","14","100.00",NA,"120.00",NA,NA,"120.00","120.00",NA,"120.66","130.12",NA,NA,"105.00","143.74","140.00","143.74","135.11","144.19","150.18",NA,NA,NA,NA,"29","128.48","130.32","140.18","130.64","134.76","134.72","135.22","134.72","150.44","150.44",NA,NA,NA,"130.39","135.22","140.38","138.25","148.20","137.66","140.66","140.33","140.33","140.44","140.33","104.55",NA,"102.22","13"," 90.28",NA,"120.44","140.48","140.00","140.48","140.22","140.22","15","130.22","140.33",NA,NA,NA,NA,NA,"140.33","17","140.33","140.33",NA,NA,"140.33",NA,"140.33","135.22",NA,"135.33"," 97.22"," 98.88","16","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145.24","140.23",NA,NA,NA,NA,NA,NA,"160.33","145.24","146.20","140.28","500.00","12",NA,NA,NA,NA,"11",NA,NA,NA,NA,"700.00","700.00",NA,NA,NA,NA,"550.00",NA,NA,"600.00",NA,"10",NA,"24",NA,"700.00","12","19","26","28",NA,"800.00","800.00","700.00",NA,NA,"15",NA,NA,NA,NA,"21",NA,NA,"10",NA,NA,NA,NA,NA,"18",NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,"12","19",NA,NA,NA,NA
"26","KASUNGU","110.00","110.00","115.00","115.00","100.00","100.00","100.00","100.00",NA,"100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00"," 95.00"," 95.00","100.00",NA,"120.00","120.00","17","120.00","120.00","120.00","120.00","120.00","120.00","125.00","150.00","150.00","26",NA,"150.00","150.00","150.00","30","150.00","180.00","180.00",NA,"180.00","11","180.00","25","180.00","180.00","180.00",NA,NA,"200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00",NA,NA,NA,NA,"200.00",NA,NA,NA,NA,NA,"12",NA,NA,NA,"10",NA,"24",NA,NA,"14",NA,NA,NA,"11","130.00",NA,NA,NA,NA,"22",NA,"150.00",NA,NA,"150.00","150.00",NA,"11",NA,"143.50","140.96",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,"180.00","171.14","25",NA,NA,"168.53",NA,"146.26",NA,"13",NA,NA,NA,"10",NA,"24",NA,NA,NA,NA,NA,NA,"10","168.43","26","156.80",NA,"11","11",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,"26","29","500.00",NA,"12",NA,NA,"11",NA,NA,NA,NA,NA,NA,"650.00","650.00",NA,"650.00","550.00","550.00","550.00",NA,"750.00","900.00","900.00","900.00",NA,NA,"12",NA,"26","650.00","650.00","700.00","700.00","750.00","700.00","700.00","700.00","700.00",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,"12","12","18",NA,"700.00","700.00","700.00",NA,NA,"12",NA,NA,NA,NA,"22",NA,NA,NA,"19",NA,"600.00","600.00",NA
"27","CHAMAMA",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,"11",NA,"25",NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,"10",NA,"11",NA,"25",NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","21",NA,NA,NA,"18","25",NA,NA,NA,NA,NA,"10","10",NA,"27",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,"16","23",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,"22","29",NA,NA,NA,NA,NA,"10",NA,"24",NA,NA,NA,NA,NA,NA,"12",NA,"10","11",NA,"11","11","30",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160","160",NA,NA,NA,"550","12",NA,NA,NA,"11",NA,"22",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,"550",NA,NA,NA,"24",NA,NA,"12",NA,"26",NA,NA,"13",NA,"27",NA,NA,"15",NA,NA,NA,NA,NA,NA,"10","16",NA,"11","18",NA,"11","18",NA,NA,"700","16",NA,NA,NA,"750",NA,NA,NA,"22","750","750",NA,"19","700","700",NA,"21"
"28","NKHAMENYA",NA,NA,NA,NA,NA,NA,"120","120",NA,"140","140","140","140","140","140","150",NA,"29","140","140","140",NA,"140","140","17",NA,"150","150","150","150",NA,NA,NA,"150","150","150","150","180",NA,"180","200","200","200","200","200","200","200","200",NA,NA,"16","200",NA,"200","200","200","200",NA,"200","200","200","200","200","17","200","200","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,"10",NA,NA,"180","180","180","180","180",NA,NA,NA,NA,"160",NA,"180","26","180","180","180","180","180","180","180","180","30",NA,NA,"180",NA,NA,"180","180","180",NA,"180","180","180","180",NA,"13",NA,"180","180","160","160","24","31","160",NA,"160",NA,"150","150","180","160","11","11","11","11",NA,"12","14",NA,"12",NA,"180",NA,NA,NA,"180","200","200",NA,NA,NA,NA,NA,"180","180",NA,"180","11","500","13",NA,NA,"11",NA,NA,"11","700","700","700","700","600",NA,NA,NA,"500","500",NA,"500","700","700","700","24","700","700",NA,"19","26","600",NA,"600","600","600","700",NA,"700","700",NA,"700","700",NA,"700","700","700","700","700","700","700","700","700",NA,"700","700","700",NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,"19","700",NA,NA,"700"
"29","CHATOLOMA",NA,NA,"15",NA,NA,NA,"140.00","140.00","140.00",NA,"150.00","150.00","150.00",NA,NA,NA,"22","150.00","150.00","150.00","150.00",NA,NA,"10","17",NA,"150.00","150.00","150.00","150.00",NA,NA,"150.00",NA,"26","150.00","150.00","150.00",NA,"150.00","160.00","160.00","160.00",NA,"11","160.00","170.00","25","12","200.00","200.00",NA,NA,"200.00","200.00","200.00","27",NA,"10","17","200.00","200.00","200.00","17","200.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","24","180.00",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,"150.00",NA,"150.00","150.00","150.00","150.00","11","24","160.00","12",NA,NA,NA,NA,"12",NA,NA,"180.00","180.00","16","150.00",NA,"155.00","155.00","150.00",NA,"150.00","150.00","150.00",NA,NA,"160.00","160.00","25","160.00","160.00",NA,"150.00","150.00",NA,"13",NA,"27",NA,NA,NA,NA,"150.00",NA,"160.00","150.00",NA,"170.00","180.00","170.00","170.00","11","11","11","11",NA,NA,"12",NA,NA,NA,"180.00","173.33","180.00","180.00",NA,"15","22",NA,NA,NA,NA,NA,NA,"12","19","26","500.00","12",NA,NA,NA,"11",NA,"15",NA,"650.00","650.00","650.00","650.00","600.00","600.00","600.00","600.00","600.00","600.00","600.00",NA,"700.00","700.00","750.00","750.00","700.00","700.00","700.00","700.00","26","600.00","600.00","662.57","653.98","650.00","650.00","650.00","700.00","700.00",NA,"750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00","12",NA,NA,NA,"15","22","750.00","750.00",NA,"19","700.00","700.00","700.00","700.00"
"30","MKANDA",NA,NA,"15","22",NA,NA,NA,NA,NA,NA,"11",NA,"25",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,"10","17",NA,NA,NA,"15","22","29"," 73.10",NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,"200.00",NA,"11","11","11","25",NA,NA,"16",NA,NA,NA,"198.60","190.05","191.50",NA,"10","190.00",NA,NA,"10","17",NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,"14",NA,NA,NA,NA,NA,"25",NA,NA,"15",NA,NA,"165.22","13","171.50",NA,"168.45","170.51","11","172.53","12","12",NA,NA,NA,"176.33","12","180.50","180.00",NA,"125.50","176.88",NA,NA,"175.00",NA,NA,NA,NA,"129.50",NA,NA,NA,NA,"18",NA,"200.00",NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,"165.00","162.50","160.00","21",NA,"162.55","161.55","10",NA,"11","11","11",NA,"11",NA,NA,NA,NA,NA,"175.11","181.33",NA,"182.14",NA,"180.00","180.00",NA,NA,NA,NA,NA,NA,NA,NA,"182.50","29","12","480.00","480.00","500.00","475.00","500.00","480.00","480.00",NA,NA,"600.00",NA,NA,NA,NA,NA,"500.00",NA,NA,NA,NA,NA,"17","24","700.00","700.00","650.00","19","650.00","28",NA,"13",NA,"27","600.00","700.00",NA,NA,NA,"650.00",NA,"680.00","10",NA,"10",NA,NA,"18","12","12","12",NA,NA,NA,"16",NA,NA,"12",NA,NA,NA,NA,"22",NA,NA,NA,"19",NA,NA,"750.00","21"
"31","MCHINJI","125.00","125.00","125.00","125.00",NA,"125.00","125.00","130.00","130.00","130.00","130.00","130.00","140.00","140.00","140.00","150.00","150.00","150.00","150.00","150.00","150.00",NA,"150.00","150.00","17","24","140.00",NA,"140.00","140.00",NA,"150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","160.00","160.00","160.00","160.00","160.00","160.00","170.00",NA,"12","170.00","180.00","180.00","180.00","190.00","190.00","190.00","200.00","200.00","200.00",NA,"200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00",NA,"200.00","200.00","190.00","190.00","195.20","175.80","150.15","145.45","140.60","135.85","130.40",NA,"125.50","125.15","120.90","115.47","115.16",NA,NA,"15","116.80",NA,NA,"120.35","120.40","120.40","120.55","120.60","120.75","120.80","130.00","130.00",NA,NA,NA,"145.15","145.00","145.00","150.00","150.00","150.00","150.00","170.00","170.00","185.00","170.00",NA,NA,"179.27","183.33",NA,NA,"186.66","175.00","180.80","182.33","172.25",NA,"173.33",NA,"172.05",NA,"13",NA,NA,NA,"10",NA,"154.29","31",NA,NA,"180.00",NA,"176.67","183.34",NA,NA,"11",NA,"11",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"193.33",NA,NA,NA,NA,NA,"180.00","190.00",NA,"26","520.21",NA,"12",NA,NA,"527.25","492.42","510.21","520.07",NA,"682.26","707.14",NA,NA,NA,NA,NA,"592.32",NA,NA,NA,"721.87","728.58",NA,"24",NA,"767.97","12",NA,"721.62",NA,NA,"13",NA,NA,"708.91","920.77","15",NA,NA,"726.00",NA,NA,"10",NA,"16",NA,NA,"18","761.58","770.53","785.27",NA,"769.43","767.67","771.77","816.33","809.14","801.25",NA,"792.64","796.32","801.11","807.02","793.51","788.85","788.78","19","779.35","782.17","784.46","785.34"
"32","NSUNDWE","100.00","100.00","100.00","100.00","100.00","100.00","100.00","120.00","120.00","120.00","120.00","120.00","120.00","120.00","140.00","140.00","140.00","140.00","120.00","120.00","120.00",NA,NA,"120.00","130.00",NA,"140.00","150.00","150.00","150.00","150.00","150.00","150.00","170.00","26","170.00","170.00","170.00","170.00","180.00","180.00","180.00","180.00","180.00","180.00",NA,"11","180.00","150.00",NA,"16","200.00",NA,"200.00","13","180.00",NA,"180.00","180.00","180.00","180.00","180.00","190.20","190.00",NA,"190.00","180.00","180.00","180.00",NA,"180.00","160.00","182.50",NA,"155.00",NA,"160.00","180.00","180.00","180.00","185.50","186.00","186.70","186.80","200.00","150.70","150.71",NA,NA,NA,"22","146.50","147.00","147.20","147.30","147.31","147.34",NA,NA,"185.50","185.52","185.50",NA,NA,NA,"185.70","185.72","185.73","185.75","185.74","160.00","160.00","160.00","165.00","165.10","165.50","165.50","165.70","165.75",NA,NA,NA,NA,NA,NA,NA,"160.00","160.00","160.00","160.00",NA,NA,"13",NA,"27",NA,NA,"160.70","160.73",NA,NA,"160.90",NA,NA,"160.93","160.95","160.97","160.98","175.86","175.86","161.99","162.99","11",NA,NA,NA,NA,NA,"11",NA,"25",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,"12","160.00","160.00","550.85","550.75","570.32","560.27","550.93","11",NA,NA,NA,NA,NA,NA,NA,"654.68","650.00","655.19","650.70",NA,NA,"17",NA,"750.80","780.14","820.10","850.52","670.54","681.40","675.65","680.91","750.25","640.25","610.94","650.50","630.55","670.95","650.40","620.75","670.60","680.45","820.56","800.60","850.55","840.92","820.55","840.65","850.60","830.35","850.91","830.74","810.95","840.75","850.15","820.62","850.10","820.44","850.40","850.10","840.70","850.00","850.20","850.29","850.20","850.10","840.75","830.50","830.65","810.70","820.55","850.10","810.45","840.75","850.00"
"33","NAMBUMA"," 85.00","100.00","100.00","100.00",NA,"100.00","110.00","120.00","100.00","100.00","120.00","120.00","120.00","120.00","120.00","130.00","140.00","160.00","160.00","160.00","165.00",NA,"170.00","170.00","17","175.00","175.00","170.00","170.00","160.00","170.00","165.00","170.00","180.00",NA,"185.00",NA,"180.00","185.00","185.00","190.00","195.00","180.00","180.00","180.00","185.00","11","190.00","185.00","180.00","195.00",NA,NA,"190.00","190.00","185.00","185.00","180.00","185.00","190.00","190.00","195.00","195.00","190.00",NA,"195.00","190.00","195.00","195.00",NA,"175.00","170.00","170.00",NA,"170.00",NA,NA,"170.00","146.67","166.67","159.74",NA,"163.08","169.74","166.67","172.23","25","163.33","168.89","165.43","158.49","152.17","156.67","163.15","167.94","168.34","172.37","175.34","174.48","172.24","188.89","184.56",NA,NA,NA,"192.14","188.89"," 92.28","185.56","182.53","174.53","169.56","172.57","177.34",NA,NA,NA,"30",NA,NA,NA,NA,NA,"11","18","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"165.63","163.42","161.34","163.78","158.23",NA,"167.56","171.12","157.76","155.47","234.22","237.36","174.45","175.68","108.41",NA,NA,NA,NA,"163.33",NA,"182.17","178.89","175.46","172.00","176.43","172.38",NA,NA,NA,NA,NA,"172.38",NA,NA,"168.73","11","12","12",NA,NA,"458.89","471.12","486.67","500.37",NA,NA,NA,NA,NA,NA,NA,NA,"600.33","617.28",NA,NA,NA,NA,"17","24",NA,NA,NA,"19","26",NA,NA,"13",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,"12","12","12",NA,NA,NA,"16",NA,NA,"12",NA,NA,NA,NA,"22",NA,NA,NA,"19",NA,NA,NA,"21"
"34","KASIYA"," 100.00",NA," 110.37"," 110.37",NA,NA,NA," 120.00",NA,NA,"11",NA,"25",NA,NA," 122.00"," 122.00",NA,NA,NA,"20",NA,NA,"10","17"," 135.00"," 132.50"," 132.50"," 132.50","22",NA,NA," 135.00",NA," 136.00",NA," 140.00"," 140.00"," 140.00",NA,NA,"14"," 140.00",NA," 145.00",NA,NA,"25",NA,NA,"16",NA,NA,NA," 167.00"," 180.00",NA," 155.00"," 180.00"," 200.00",NA," 170.00",NA," 185.00",NA," 200.00",NA," 180.00"," 180.00",NA,NA,NA,NA,NA," 130.30",NA,"17",NA,"30",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA," 175.00"," 187.00"," 154.22"," 190.00"," 180.00"," 200.44"," 193.62",NA,NA," 190.00"," 140.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA," 175.15",NA,NA,NA,NA,NA," 160.14"," 165.44"," 170.49"," 160.00",NA,NA,NA,NA,"29",NA,"13",NA,"27",NA,"10",NA,NA,"31",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,"11",NA,"11",NA,NA,NA,"12",NA,"11","18","25",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","17",NA,NA,NA,NA,"24",NA,NA,"12"," 680.00",NA,NA,NA,"13"," 650.00","27"," 700.00"," 650.00"," 690.00"," 680.00"," 750.00"," 800.00"," 699.00"," 795.00","10",NA,"16",NA,NA,"18",NA,"11","18",NA," 850.00"," 800.00"," 750.00",NA,NA,NA,NA,NA,NA,NA,"22",NA," 950.00","1000.00"," 900.00",NA,NA,NA,"21"
"35","LILONGWE","100.00","100.00","100.00","100.00","110.00","100.00","100.00","100.00","110.00","110.00","110.00","110.00","110.00",NA,NA,"130.00","130.00",NA,NA,"150.00","140.00",NA,"150.00","10","17","150.00","150.00","170.00","170.00","200.00","180.00","180.00","180.00","190.00","180.00","180.00","180.00","190.00","23","180.00","180.00","150.00","180.00","10","180.00","11","180.00","180.00","200.00","200.00",NA,NA,NA,NA,NA,"200.00","220.00","266.67","252.50","216.67","250.00","226.67","235.00","250.00","226.67","250.00","226.67","250.00","220.00",NA,"210.00","180.00","180.00",NA,"165.00","150.00","166.67","163.33","163.31","163.09","176.67","155.67","179.69",NA,"189.56","175.50","195.50","196.67","169.50",NA,"179.56","29","166.67","181.36","182.50","168.82","176.67","10","184.24","182.22","178.59",NA,NA,NA,NA,NA,"156.67",NA,"198.50","188.46",NA,"16",NA,NA,NA,"16","23",NA,NA,NA,"20",NA,NA,NA,"190.00",NA,"183.33","190.00","190.00","186.52",NA,NA,"13",NA,NA,NA,NA,"17","190.00","185.00","190.00","190.00",NA,NA,NA,"10","163.33","163.33","411.26","350.00","11","23","236.36",NA,NA,NA,NA,"196.67","11",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","550.00","550.00","12",NA,NA,NA,NA,"550.00","550.00","750.00","750.00",NA,NA,NA,NA,NA,NA,"600.00","600.00",NA,NA,"750.00","750.00","750.00","750.00",NA,NA,NA,"19",NA,"750.00","750.00","750.00","750.00","750.00","700.00","700.00","700.00","700.00","750.00","750.00","750.00","750.00","750.00","750.00","750.00",NA,"11","18","750.00","800.00","800.00",NA,"850.00","850.00","850.00","850.00","850.00","850.00","825.00","800.00","800.00","800.00","800.00","850.00","850.00","850.00","850.00","750.00","750.00","750.00","750.00"
"36","MITUNDU","100.00",NA,"100.00","100.00","100.00","100.00","100.00",NA,"125.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","130.00","130.00","130.00",NA,"140.00",NA,"17","140.00","140.00",NA,"150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00",NA,"150.00","150.00","160.00","170.00","170.00","170.00",NA,"170.00","170.00","185.00","185.00","185.00",NA,NA,"185.00",NA,NA,"185.00",NA,"180.00","180.00","180.00",NA,NA,"180.00","180.00","180.00","180.00","180.00","180.00",NA,"175.00","175.00",NA,NA,NA,NA,"180.00","24","180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00",NA,"180.00","180.00","180.00","180.00","180.00","180.00","180.00","180.00",NA,"180.00","180.00","180.00",NA,NA,NA,NA,"180.00","185.00","19","185.00",NA,"185.00","185.00","185.00","185.00","185.00","180.00","180.00",NA,"180.00","180.00","180.00",NA,"105.45","180.00","180.00","180.00","186.00","180.01","180.00","180.00",NA,"180.00",NA,NA,NA,NA," 99.06","104.44",NA,NA,"180.00","14","180.00",NA,NA,"180.00","180.00","180.00","122.30",NA,"11","11","122.10",NA,NA,NA,NA,"180.00","11",NA,NA,NA,NA,"15","199.23",NA,NA,NA,NA,NA,"184.71","189.74",NA,"186.29","520.65","510.71","530.82",NA,NA,"500.73",NA,"11","480.00","580.00","685.76","500.10","625.00","530.25","535.69","562.25","546.14","530.49","535.82","535.20",NA,NA,"690.41","17","24","760.82","800.00","750.48","19","26","540.38","560.00","13","660.85","800.00","600.00","620.31","606.67","610.39",NA,"700.00",NA,"790.65","800.00","800.00","10",NA,"850.14","830.67","750.62","800.00","755.68","810.50","850.00","710.91","710.95","750.00","750.92","750.95","850.75","750.41","715.20","750.30","755.41","760.35","770.80","730.50","800.00","600.00","640.92","650.82","680.81"
"37","NANJIRI"," 90.00"," 90.00"," 95.00"," 95.00",NA," 95.00"," 95.00"," 95.00"," 95.00","100.00","100.00","100.00","100.00"," 95.00","100.00",NA,"100.00"," 98.75","100.00","100.00",NA,NA,NA,"150.00","130.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","150.00","11","190.00","190.00","190.00","190.00","200.00","12","12","200.00","200.00","180.00","27","180.00","10","17","24",NA,NA,NA,"24","200.00",NA,"200.00","200.00",NA,"200.00","200.00","200.00",NA,"200.00",NA,"120.00","120.00","120.00",NA,"120.48","128.49","120.00","120.00","123.40","128.22","128.49",NA,NA,"130.48","132.14","141.48","141.50","142.42","142.51","150.21","150.44","180.44","150.24","150.45","150.51","150.52",NA,NA,NA,"150.21","150.41","150.21","150.43","150.42","150.49","150.44",NA,"150.97","150.97",NA,"150.98","150.94","150.94","13",NA,NA,"150.11","150.42",NA,"150.79","150.55","150.74","150.94","150.94","150.89","150.89","13","150.47","150.47","150.75","150.77",NA,"150.81","31","150.48","14","150.49",NA,"144.49","145.78","143.70","147.64","129.74","130.77","150.49","150.49",NA,"150.51","150.59",NA,NA,NA,"150.71",NA,"150.74","150.32",NA,NA,"150.80",NA,NA,NA,NA,NA,"167.94","170.18","19","180.30","600.00",NA,"187.81",NA,"600.00",NA,NA,NA,NA,NA,NA,NA,"24","600.00","600.00","600.00","600.00",NA,"10","600.00",NA,"750.00","750.00","750.00","750.00","600.00","700.00","750.00","700.00","750.00","600.00","600.00","600.00","600.00","27","650.00","650.00","650.00","650.00",NA,NA,NA,NA,NA,NA,"16",NA,NA,"18","700.00","700.00","800.00","800.00",NA,NA,"16","800.00","800.00","700.00","650.00","800.00","700.00","750.00","800.00","800.00","800.00","750.00","700.00",NA,NA,NA,"21"
