"","cellphone","number_celphones","rcsi","logFCS","hdds","housing_index","nutri_reten_constrained","nutri_avail_constrained","dist_km","maize_price","maize_mktthin","rice_price","rice_mktthin","tmean","floodmax","raincytot","day1rain","maxdaysnorain"
"494",1,1.6,2,4.306489,6.8000002,-0.88582069,0.80000001,0.80000001,9.8636866,50177.602,0,125666.4,0,NA,NA,NA,NA,NA
"497",1,3,0,4.4830027,7,-0.88582069,1,1,8.6576757,42709.109,0,126111.11,0,24.5760861941956,0,648.3487668,23,167
"500",1,2,0,4.2696977,8,-0.88582069,1,1,8.6576757,49388.891,0,127777.78,0,24.5760861941956,0,648.3487668,23,167
"501",1,3,0,4.4942389,7,-0.88582069,1,1,8.6576757,41040.734,0,186249.98,0,24.5760861941956,0,648.3487668,23,167
"503",1,2.6363637,0.18181819,4.2116308,6.6363635,-0.74630076,0.90909094,0.90909094,8.6576757,32227.777,0,97163.891,0,24.8080521346478,0,711.662187600005,13,165
"505",1,1,0,4.0253515,5,-0.88583499,1,1,24.095531,37633.332,0,119000,0,NA,NA,NA,NA,NA
"506",1,2.3333333,0.33333334,4.3555956,7.1666665,-0.88582069,1,1,24.095531,30278.334,0,94642.664,0.33333334,NA,NA,NA,NA,NA
"509",0,0,0,4.1896548,7,-0.88582069,1,1,24.095531,33666.668,0,116666.66,0,NA,NA,NA,NA,NA
"511",1,2.8333333,5.8333335,4.2706285,6.5,-0.63003415,1,1,8.0791092,45475,0,127500,0,NA,NA,NA,NA,NA
"515",1,2.5,0,4.327651,7,-0.88582069,1,1,8.0791092,41500,0,127500,0,NA,NA,NA,NA,NA
"516",1,3.6666667,0,4.3946323,7,-0.88582069,0.33333334,0.33333334,8.0791092,41615.5,0,153750,0,NA,NA,NA,NA,NA
"519",1,2,0,4.4543471,8,0.64889866,1,1,14.823342,36404.332,0,108786.45,0,22.8087249818608,0,635.2427159,134,173
"521",1,1,23,4.5538769,8,-0.88582069,1,1,14.823342,37800.734,0,181500,0,22.8087249818608,0,635.2427159,134,173
"522",1,2,0,4.2121277,6,-0.88582069,1,1,14.823342,30533.334,0,90150,0,23.2561145184993,0,705.5048058,22,171
"524",1,3.3333333,0.83333331,4.4227514,7.5,-0.63003415,0.16666667,0.16666667,14.823342,29374.334,0,87839.664,0,23.2561145184993,0,705.504805799999,22,171
"530",1,4,19,4.1588831,6,-0.88582069,1,1,23.309271,49444.445,0,123888.89,0,23.7086448085014,0,762.0113224,23,163
"532",0.85714287,2.1428571,8.2857141,4.1492801,5.7142859,-0.66657507,1,1,23.309271,38111.109,0,121111.11,0,23.7086448085014,0,762.011322399999,23,163
"533",1,2,0,4.051785,5,-0.88583499,1,1,23.309271,46792.777,0,153888.67,0,23.7086448085014,0,762.0113224,23,163
"534",0,0,0,4.1896548,6,-0.88583499,1,1,23.309271,46669.109,0,141143.22,0,23.7086448085014,0,762.0113224,23,163
"535",0.77777779,1.2222222,6.7777777,4.0960579,5.3333335,-0.53650606,1,1,37.447098,38401.199,0,110900,0,23.841508743677,975.893332099997,775.267485499998,23,164
"538",1,2.2,2.4000001,4.3544064,7.4000001,-0.88582355,1,1,19.841656,51778,0,132944,0,NA,NA,NA,NA,NA
"540",0,0,21,4.0430512,6,-0.88582069,1,1,19.841656,50313,0,124583,0,NA,NA,NA,NA,NA
"544",1,4.625,0,4.4400282,7.25,-0.50214088,0.125,0.125,20.67832,31518.75,0,95718.75,0,24.1526356959721,671.777429700003,747.274257599997,22,168
"546",1,12,0,4.4127984,8,-0.88582069,0,0,20.67832,29604.625,0,93471,0,24.1526356959721,671.7774297,747.274257600001,22,168
"548",1,6,0,4.3630986,6,-0.88582069,1,1,21.884281,46086.5,0.16666667,127519.5,0.16666667,22.6030097743601,1012.2215225,748.2188859,23,163
"550",0.66666669,1.6666666,1.6666666,4.2958822,7.3333335,-0.88582307,1,1,21.884281,49079.832,0,123411.34,0,22.6030097743601,1012.2215225,748.218885900001,23,163
"553",1,1,2,3.5553482,4,-0.88582069,1,1,21.884281,44916.668,0,158153.67,0,22.6030097743601,1012.2215225,748.2188859,23,163
"555",1,4,0,4.051785,6,-0.88582069,1,1,21.884281,45927.668,0,129181.34,0,22.6030097743601,1012.2215225,748.2188859,23,163
"558",0.89999998,2.0999999,6.8000002,3.842479,6,-0.88582069,0.69999999,0.69999999,14.148135,32950,0,92750,0,NA,NA,NA,NA,NA
"562",0.85714287,1.8571428,8.8571424,4.2195396,7.4285712,-0.88582069,1,1,16.871437,50313,0,124583,0,NA,NA,NA,NA,NA
"565",1,1,34,4.0690269,5,-0.88582069,1,1,16.871437,47896,0,142083,0,NA,NA,NA,NA,NA
"568",1,2.1428571,1,4.1529298,6.5714288,-0.88582069,1,1,28.441858,32550,0,99062.5,0,NA,NA,NA,NA,NA
"573",1,2.25,0,4.1668816,7.25,-0.88582069,1,1,19.476967,50687.777,0,125384.78,0,24.9471281390834,0,648.348766800001,23,167
"577",1,1.6666666,0,4.2716289,6,-0.88582546,1,1,19.476967,46562.891,0,140529.44,0,24.9471281390834,0,648.348766800001,23,167
"579",1,3,0,4.388257,8,-0.88582069,1,1,19.476967,47130.223,0,127939.89,0,24.9471281390834,0,648.3487668,23,167
"581",1,4,0,4.1351666,6,-0.88582069,1,1,9.6387615,52537.5,0,130000,0,24.8278789055525,0,747.94980734,11,121
"584",1,1,9,4.4886365,8,-0.88583499,1,1,9.6387615,44718.75,0,106612.5,0,24.8278789055525,0,747.94980734,11,121
"586",1,1.8571428,1.2857143,4.2581944,7.1428571,-0.88582069,0.2857143,0.2857143,9.6387615,33643.25,0,100579.75,0,24.8278789055525,0,747.94980734,11,121
"588",0.66666669,1,9,4.1400552,6.6666665,-0.88582069,1,1,10.465089,42800,0,130000,0,27.2575156959315,0,589.721399,23,171
"590",0.60000002,1,13.8,4.2147141,5.8000002,-0.88582355,1,1,10.465089,39400,0,218250,0,27.2575156959315,0,589.721399,23,171
"593",1,1,0,4.0690269,7,2.2580109,1,1,32.213356,46379.398,0,131016.4,0,25.5120728608178,0,674.7488144,23,169
"597",0.71428573,1,5.2857141,4.2831287,6.8571429,0.012416899,0.2857143,0.2857143,32.213356,40850,0,177083.31,0,25.5120728608178,0,674.748814400001,23,169
"599",0.69999999,1.3,13.9,4.1474609,6.0999999,-0.25705439,0.2,0.2,11.694139,39000,0,111300,0,27.2575156959315,0,715.5781514,23,169
"601",1,1.5714285,8,4.2575831,6.2857141,-0.88582069,1,1,58.020798,36083.25,0,101505.5,0,NA,NA,NA,NA,NA
"604",1,1,3,4.2970772,5.5,-0.88583499,1,1,58.020798,38000,0,114375,0,NA,NA,NA,NA,NA
"608",1,1,0,4.3372908,8,-0.88582069,1,1,14.05834,51778,0,132944,0,27.2575156959315,0,697.112224,23,167
"610",1,2.25,6,4.2332368,6.75,-0.88582069,1,1,14.05834,50313,0,124583,0,27.2575156959315,0,697.112224,23,167
"617",0.89999998,2,11.8,4.0835266,6.3000002,-0.88582212,1,1,54.867252,31119,0,90584.25,0,NA,NA,NA,NA,NA
"618",1,1,35,4.3174882,8,-0.88582069,1,1,54.867252,44183,0,139270.75,0,NA,NA,NA,NA,NA
"620",1,3,3,4.4184761,7.125,-0.50214088,0.875,0.875,13.490579,51072.398,0,132142.8,0,24.82627738717,0,719.7032512,131,167
"625",1,2,9,4.0770831,6.1666665,-0.88582069,1,1,10.712015,32214,0,98571,0,27.6299739690523,0,694.6488453,22,168
"628",0.66666669,1.5,6.6666665,4.2356563,7,-0.88582307,1,1,11.046487,49427.25,0,133301.75,0,25.3599344703708,0,618.2832348,131,167
"629",1,2,9,4.3307333,8,-0.88582069,1,1,11.046487,49132.5,0,128437.25,0,25.3599344703708,0,618.2832348,131,167
"634",0.5,1,25.5,3.8931723,4.5,2.2580109,1,1,41.532204,43070.75,0,125000,0,26.8872865226039,898.3549757,618.2832348,131,167
"635",0.83333331,1.3333334,8.333333,4.1987638,6.6666665,-0.88582307,1,1,41.532204,33842.75,0,97856.75,0,27.0347081880093,618.283234800001,694.648845299999,22,168
"640",1,2,0,4.356709,8,-0.88583499,1,1,20.649567,38666.668,0,122500,0,27.1520049817014,0,618.2832348,131,167
"642",1,3.625,8.25,3.9336421,5.625,-0.88582069,1,1,20.649567,30517.166,0,89472.664,0,27.0231623470289,0,694.648845300001,22,168
"645",1,2,1,4.4773369,7,-0.88582069,1,1,12.583889,39134.332,0,109516.66,0,26.7335494892232,0,618.2832348,131,167
"647",0.89999998,1.9,4.1999998,4.0658865,6.5999999,-0.73235017,1,1,12.583889,48829.668,0,122326.16,0,26.7335494892232,0,618.2832348,131,167
"650",1,4,0,4.2556129,8,-0.88582069,1,1,12.583889,46594.5,0,123338.84,0,26.7335494892232,0,618.2832348,131,167
"653",1,2,0,4.356709,7,-0.88582069,1,1,32.113461,46994.25,0,119879.5,0,26.9003480803037,0,618.2832348,131,167
"655",0.875,1.5,13.625,4.0655832,5.75,-0.88582247,1,1,32.113461,43250,0,127500,0,26.9003480803037,0,618.283234800001,131,167
"656",1,2,0,3.3526666,4,-0.88582069,1,1,9.3275862,30762.25,0,95624.75,0.25,25.6775323443443,0,694.6488453,22,168
"659",1,2,0,4.6298628,8,-0.88582069,1,1,9.3275862,43500,0,116250,0,25.3361106002362,0,618.2832348,131,167
"660",1,2,1.75,4.2692566,6.625,-0.88582247,1,1,9.3275862,31462.5,0,89437.5,0.25,25.6775323443443,0,694.648845299999,22,168
"664",1,2.6666667,0.66666669,4.2290077,6.6666665,-0.88582307,1,1,9.3581934,37250,0,120000,0,26.7335494892233,0,618.2832348,131,167
"666",1,3,0,4.2835865,6,-0.88582069,1,1,9.3581934,44731.5,0,149230.5,0,26.7335494892232,0,618.2832348,131,167
"668",1,1.625,5.375,4.203836,6.625,-0.88582069,1,1,10.931371,32950,0,92750,0,NA,NA,NA,NA,NA
"672",0.85714287,2,15.571428,4.0609312,5.7142859,-0.88582271,1,1,11.445193,36000,0,120000,0,NA,NA,NA,NA,NA
"674",0,0,4,4.2835865,7,-0.88582069,1,1,11.445193,47896,0,142083,0,NA,NA,NA,NA,NA
"676",1,2,11,4.4188404,7,-0.88582069,1,1,11.161196,31942.6,0,97585.398,0,24.1734289636123,697.112224,751.6762093,22,165
"679",0.85714287,2.2857144,15.857142,4.3046885,5.8571429,-0.88582069,1,1,11.161196,32200,0,94800,0,24.1734289636124,697.112223999999,751.6762093,22,165
"681",0.85714287,1.4285715,9.4285717,4.1860332,6.1428571,-0.88582271,1,1,10.620722,42800,0,130000,0,27.2575156959315,0,618.2832348,131,167
"684",1,3,0,4.3107991,7,-0.88582069,0,0,10.620722,48194,0,127944,0,27.2575156959315,0,618.2832348,131,167
"687",1,1.625,7.25,4.1343908,5.875,-0.88582069,1,1,12.214085,32950,0,92750,0,NA,NA,NA,NA,NA
"689",1,6,0,4.4308167,7,-0.88582069,1,1,9.6030502,51778,0,132944,0,27.2575156959315,0,618.2832348,131,167
"690",1,2,11.857142,4.139483,6.4285712,-0.88582271,1,1,9.6030502,50313,0,124583,0,27.2575156959315,0,618.2832348,131,167
"694",1,2,3,4.1190372,6,-0.88582069,1,1,35.307743,50313,0,124583,0,27.2575156959315,0,732.5681087,23,169
"696",0.83333331,1.5,14.166667,4.2441025,6.3333335,0.68609273,0.33333334,0.33333334,35.307743,36000,0,120000,0,27.2575156959315,0,732.5681087,23,169
"699",0,0,0,3.9120231,6,-0.88582069,0,0,53.307472,39500,0,119471.43,0,26.7208772115679,0,670.8261059,23,180
"700",0.55555558,1,13.555555,4.0789165,6.2222223,0.86074877,1,1,53.307472,35014.715,0,98982.43,0,26.7208772115679,0,670.826105900001,23,180
"702",1,2,0,4.0943446,7,-0.88582069,1,1,53.307472,40200,0,205214.28,0,26.7208772115679,0,670.8261059,23,180
"705",1,2,0,4.4942389,7,-0.88582069,1,1,98.873672,40756.5,0,122489.34,0,26.7267337033955,0,857.5823396,121,154
"706",0.25,0.25,3.125,3.9784143,4.875,1.8650302,0.75,0.75,98.873672,36833.332,0,119166.66,0,26.7267337033956,0,857.5823396,121,154
"708",0,0,13,3.198673,4,2.2580109,1,1,98.873672,42673.5,0,149513.83,0,26.7267337033955,0,857.5823396,121,154
"711",1,1.5,4.5,4.3532248,6.5,-0.88582069,1,1,117.25551,35479,0,99167,0,26.953075182385,0,997.4000235,64,144
"713",0.36363637,0.36363637,2.3636363,4.1085067,6.3636365,1.6864052,1,1,117.25551,32950,0,92750,0,27.2805153398638,0,1069.5021527,71,148
"719",0.63636363,0.72727275,1.2727273,4.2121167,6.5454545,1.1147981,1,1,129.24733,40972.398,0,131811.2,0,NA,NA,NA,NA,NA
"721",0.44444445,0.55555558,9,4.0051727,5.3333335,1.9086946,1,1,103.53821,32500,0,96250,0,NA,NA,NA,NA,NA
"723",0.8888889,1.5555556,1.5555556,4.2956295,6.1111112,0.51143616,0.22222222,0.22222222,99.202942,36666.668,0,121666.66,0,27.2575156959315,0,697.112224,23,167
"727",0.75,2.25,3.375,4.2351098,6.625,-0.099862799,0,0,120.91515,32577,0,96731,0,26.8187091834223,0,1115.20147771,54,116
"729",0.33333334,0.44444445,0,4.1886778,6,1.2100623,1,1,41.408058,39583,0,121667,0,26.6697070221274,0,1117.3710066,64,120
"732",0.33333334,0.33333334,8,4.077466,6,0.16211839,1,1,41.408058,40833,0,157500,0,26.6697070221273,0,1117.3710066,64,120
"737",0,0,0,4.1510401,5,-0.88582069,0,0,27.11306,30500,0,112500,0,26.7329703008531,0,1166.9763751,64,124
"738",0.125,0.125,8.125,3.5158348,4.75,0.68608797,1,1,27.11306,33497,0,94134.5,0,26.8187091834223,0,1176.7578068,54,134
"740",0.5,0.5,4,3.8356633,5.5,2.2580109,1,1,29.844816,30000,0,120000,0,26.732970300853,0,951.879799560001,64,136
"744",0,0,14.285714,4.129528,5.5714288,2.2580109,1,1,177.79536,32577,0,96731,0,26.1724110720615,0,821.292417485,34,132
"746",0.40000001,0.5,1.7,4.057241,6.5,-0.25706154,1,1,169.73486,37411.801,0,118288.2,0,22.6640500155098,0,969.62114816,64,128
"749",1,1,2,4.2413268,7,-0.88582069,1,1,169.73486,39384.602,0,167692.41,0,22.6640500155099,0,969.62114816,64,128
"750",0,0,39,3.871201,6,2.2580109,1,1,169.73486,38458,0,152625,0,22.6640500155099,0,969.62114816,64,128
"753",0.125,0.125,4.25,3.7513223,4.625,2.2580109,1,1,182.2243,32500,0,96250,0,26.3389599496937,0,906.484339249999,34,129
"757",0,0,1.375,3.7583346,5.25,2.2580109,1,1,216.68652,29000,0,116666.66,0,25.0624679695343,0,1130.79253738,63,127
"759",1,1,10,4.4998097,6,-0.88582069,1,1,216.68652,33444.332,0,140000,0,25.0624679695343,0,1130.79253738,63,127
"760",0,0,0,4.051785,6,2.2580109,1,1,194.1364,32229,0,97875,0,26.4576039841361,0,952.3485651,64,119
"761",0.625,0.75,0.25,3.9535179,5.25,-0.09987174,1,1,194.1364,32500,0,96250,0,26.5269336612722,0,726.27091322,58,138
"763",0.44444445,1.4444444,5.6666665,4.0126624,6,0.16211839,1,1,62.444283,41694.285,0,122828.57,0,25.39018725291,0,1121.3930123,64,122
"767",1,1.5,1,4.0245538,6.5,0.68609512,1,1,62.444283,41906,0,152889.58,0,25.3901872529099,0,1121.3930123,64,122
"769",0.22222222,0.22222222,23.444445,3.8879888,5.2222223,0.86074603,1,1,90.596916,32577,0,96731,0,26.1509862381152,0,1001.93990104,35,128
"771",1,1,0,4.3174882,8,-0.88582069,1,1,77.083229,38073,0,126319.66,0,26.7208772115679,0,1082.45380971,64,120
"773",0,0,6,3.8818657,4.3333335,1.2100623,1,1,77.083229,33333.332,0,120833.34,0,26.7208772115679,0,1082.45380971,64,120
"774",0.22222222,0.33333334,6.5555553,4.056355,6,0.51142985,1,1,77.083229,30166.666,0,128333.34,0,26.7208772115679,0,1082.45380971,64,120
"777",1,2.3333333,6,4.1854386,6,0.16212316,0.66666669,0.66666669,16.354288,33529,0,98391.797,0,NA,NA,NA,NA,NA
"779",0.2857143,0.42857143,5.7142859,4.1429076,6,1.3597713,1,1,16.354288,31979.4,0,93577,0,NA,NA,NA,NA,NA
"781",0.30000001,0.30000001,6.0999999,4.0679088,5.9000001,1.1539459,0.1,0.1,18.151157,39583,0,121667,0,NA,NA,NA,NA,NA
"785",0.5,0.5,3,3.6326275,4,0.68608797,1,1,18.151157,40833,0,157500,0,NA,NA,NA,NA,NA
"786",0.33333334,0.44444445,0.55555558,4.0340047,5.1111112,1.9086946,1,1,51.92807,38571,0,93214,0,NA,NA,NA,NA,NA
"787",0,0,26,3.48124,5,2.2580109,1,1,51.92807,37500,0,104167,0,NA,NA,NA,NA,NA
"790",0.125,0.125,7.625,4.0509586,6.625,1.0790722,1,1,18.753159,33500,0,111250,0,26.5431804646759,0,1051.44354012,64,138
"793",0,0,42,2.3513753,3,2.2580109,1,1,41.537003,36747,0,103268.14,0,26.3637095959401,0,1062.16829384,64,133
"795",1,1,0,4.388257,5,-0.88582069,1,1,41.537003,59857.145,0,147142.86,0,26.3637095959401,0,1062.16829384,64,133
"796",0.125,0.125,13.625,3.4848824,3.875,1.8650302,1,1,41.537003,36871.43,0,92821.43,0,26.3127916027274,0,1159.98383403,52,128
"799",0.375,0.375,3.875,4.016326,5.5,1.4720511,1,1,47.27877,53000,0,143333.33,0,26.5431804646759,0,1065.5287497,64,128
"802",1,1,7,3.871201,6,2.2580109,1,1,23.148413,36041.602,0,101908.6,0,27.0274660117031,0,967.3330891,64,134
"803",0.22222222,0.33333334,2.7777777,4.1996608,6.2222223,1.9086978,1,1,23.148413,35650,0,93150,0,27.197001021707,0,1098.69651826,53,133
"807",0.55555558,0.66666669,3.7777777,4.167347,6.4444447,0.51143461,0.22222222,0.22222222,33.725311,34513.832,0,112986.16,0,26.9124411695889,0,1209.22278284,93,136
"810",1,1,2,3.4597182,5.5,2.2580109,1,1,33.725311,38263.832,0,143264.17,0,26.9124411695888,0,1209.22278284,93,136
"812",0.54545456,1,7.909091,4.0583611,5.7272725,-0.60002434,1,1,92.222153,33768,0,108214.5,0,26.7518523915023,0,1175.06695059,54,115
"814",1,1.5,0,4.4265471,7.5,-0.88582069,1,1,92.222153,33041.5,0,98198,0,26.6616449626039,0,1168.08632757,64,119
"816",1,2.5,0,4.3429542,7,-0.88582247,1,1,84.106422,43905.883,0,130000,0,25.1795652363756,1002.86092693599,1247.211846858,64,122
"819",1,4,0,4.356709,8,-0.88582069,1,1,84.106422,37936.883,0,123266.47,0,25.1795652363754,1002.860926936,1247.211846858,64,122
"822",0.33333334,0.33333334,1.3333334,4.1027699,7.3333335,0.16211839,1,1,84.106422,37294.117,0,132941.17,0,25.1795652363755,1002.860926936,1247.211846858,64,122
"824",1,1,5,4.3174882,6,2.2580109,1,1,84.106422,40826.531,0,153137.3,0,25.1795652363754,1002.860926936,1247.211846858,64,122
"826",0.375,0.5,5.5,4.0076551,6.125,0.29311079,1,1,89.731522,33871.602,0,108857.4,0,26.7518523915023,0,1433.2952927,56,123
"828",0.5,0.5,12,4.3096042,6,-0.11846817,1,1,89.731522,32879,0,98133.398,0,26.6616449626039,0,1429.012737998,64,123
"831",0.22222222,0.33333334,4.2222223,3.9752078,5.8888888,1.9086946,1,1,87.754181,45000,0,130000,0,26.5431804646759,0,1161.939485,93,125
"833",0.33333334,0.33333334,8.8888893,3.567977,4.5555553,1.7299029,1,1,76.50856,34286,0,111429,0,NA,NA,NA,NA,NA
"834",1,1,0,4.3630986,6,-0.88583499,1,1,76.50856,32229,0,97875,0,NA,NA,NA,NA,NA
"840",0.72727275,1.0909091,7.7272725,4.0318642,5.6363635,-0.60002172,1,1,92.168564,35000,0,133333.33,0,26.3637095959402,0,1400.8655694,81,124
"842",0.8888889,1.5555556,2.7777777,4.2784381,6.6666665,-0.88582385,1,1,85.074234,36262.75,0,101071.5,0,NA,NA,NA,NA,NA
"846",1,3,0,4.388257,7,-0.88582069,1,1,85.074234,49730,0,117041.65,0,NA,NA,NA,NA,NA
"849",1,2,5,4.2696977,7,-0.88582069,1,1,85.074234,45807.75,0,143260.5,0,NA,NA,NA,NA,NA
"851",1,4,0,4.1666651,6,-0.88582069,1,1,75.500992,40521,0,125972.34,0,26.9078187658792,0,900.02896428618,63,127
"853",0.125,0.25,12.75,3.9824178,5.75,1.865032,1,1,75.500992,31333.334,0,126666.66,0,26.9078187658792,0,900.028964286178,63,127
"856",0.22222222,0.33333334,14.333333,4.0252767,6,0.86074764,1,1,93.807549,33595.332,0,107143,0,26.6582653710585,0,917.16140532,52,122
"861",1,2.5,0,4.3094912,6.5,-0.11846101,0.5,0.5,56.314476,43145.625,0,123012.75,0,26.7949238692942,803.46285797,1102.63891534,64,117
"864",0.22222222,0.22222222,12.777778,4.0334454,5.6666665,1.2100623,1,1,56.314476,37000,0,127500,0,26.7949238692943,803.462857970001,1102.63891534,64,117
"866",0.40000001,0.60000002,8.8999996,3.8336866,6,1.6292431,1,1,177.91959,32972.832,0,107321.84,0.16666667,26.1724110720616,0,813.77657858,55,129
"869",0,0,0,4.1026435,5,-0.88583499,1,1,177.91959,29000,0,115000,0,26.0877316017508,0,880.61578729,63,127
"871",0,0,0,4.2121277,7,2.2580109,1,1,177.91959,39448.668,0,169230.83,0,26.0877316017508,0,880.61578729,63,127
"872",0.66666669,1.4444444,5.8888888,3.9702954,6.2222223,0.8607524,1,1,70.632393,38924.801,0,122125.2,0,25.6427646155054,0,1152.075726055,64,115
"876",1,2,0,4.4543471,8,-0.88582069,1,1,70.632393,40449.801,0,152203.41,0,25.6427646155054,0,1152.075726055,64,115
"880",0.11111111,0.22222222,4.5555553,3.9849329,5.2222223,0.86074764,1,1,77.45182,36070,0,93450,0,26.6541722524076,1087.4427508,1140.45881895,35,120
"882",0,0,0,3.9889841,5,2.2580109,1,1,77.45182,38674.898,0,145541.91,0,26.4783510643856,954.45022894,1087.4427508,64,122
"883",0.22222222,0.22222222,6,3.7103155,5.4444447,1.5593785,1,1,70.491508,43500,0,130000,0,26.9003480803037,0,1131.9064334,93,121
"885",1,1,0,4.2556129,7,-0.88582069,1,1,70.491508,39650.25,0,120921.5,0,26.9003480803037,0,1131.9064334,93,121
"890",0.66666669,0.66666669,17.666666,3.9199529,4.6666665,0.16211839,0.33333334,0.33333334,37.480862,35705.285,0,101655,0,26.8166591905784,0,784.0058479,23,164
"892",0.75,1.5,3.75,4.1058621,5.375,-0.099862799,0,0,37.480862,35478.57,0,93464.289,0,26.9354973258091,0,805.144535400002,21,164
"893",1,2,0,4.4426513,7,-0.88582069,1,1,37.480862,42404,0,162252.72,0,26.8166591905784,0,784.0058479,23,164
"896",0.66666669,1.3333334,14,4.2256584,6.3333335,0.16211839,0.33333334,0.33333334,49.26347,43600,0,130000,0,27.0274660117031,0,618.283234800001,131,167
"899",0.66666669,1.6666666,2.3333333,4.3076921,6,0.16212316,0.33333334,0.33333334,49.26347,40285.715,0,134285.72,0,27.0274660117031,0,618.283234800001,131,167
"903",1,2,0,4.2904596,8,-0.88582069,1,1,10.615925,36621.5,0,103118.34,0,27.0065476428476,846.233125,844.69064,97,153
"904",1,2,0,4.4886365,8,-0.88583499,1,1,10.615925,72055.5,0,115055.5,0,27.0065476428476,846.233125,844.69064,97,153
"905",0.30000001,0.40000001,8.6999998,3.8046067,5.3000002,1.6292446,0.69999999,0.69999999,10.615925,36750,0,92916.664,0,27.2527663314122,844.690639999999,1036.679554,35,146
"911",0.22222222,0.22222222,8.8888893,4.0618649,5.3333335,1.5593801,0,0,11.652691,52000,0,140000,0,26.9003480803037,0,635.2427159,134,173
"912",0,0,0,4.3040652,6,2.2580109,1,1,11.652691,40395.801,0,144166.8,0,26.9003480803037,0,635.2427159,134,173
"914",1,2,17,4.2402124,6.5,-0.88583499,1,1,37.408783,35391.602,0,101650.2,0,26.6697070221273,0,735.0806087,95,147
"917",0.55555558,1,6.6666665,4.0916433,5.5555553,-0.18719622,0.11111111,0.11111111,37.408783,35560,0,93850,0,26.7040051113947,0,851.016222200005,35,143
"920",0.40000001,0.40000001,6,3.6392198,5,1.6292417,1,1,192.13072,30840,0,103600,0,25.9912244762973,0,941.1951043,64,135
"924",0,0,0,3.9636185,6,1.2100623,1,1,192.13072,29000,0,114000,0,25.9912244762973,0,941.1951043,64,135
"925",1,1,0,3.7954891,6,2.2580109,1,1,192.13072,27853.6,0,147308,0,25.9912244762973,0,941.1951043,64,135
"927",0.77777779,1.2222222,3.7777777,4.0220966,5.5555553,-0.18719463,1,1,191.2579,27300,0,97000,0,NA,NA,NA,NA,NA
"931",0.75,1.25,10.125,4.2285442,5.625,0.29311436,1,1,129.59312,34377.734,0,142583.33,0,NA,NA,NA,NA,NA
"935",0.60000002,0.69999999,6,4.0230446,5.1999998,0.68609226,1,1,187.73615,31866.6,0,104750,0,NA,NA,NA,NA,NA
"936",0.42857143,0.5714286,3.4285715,4.2191477,6.7142859,1.3597733,1,1,180.94403,25625,0,113750,0,25.9912244762973,0,890.043814,64,138
"938",0,0,1.6666666,4.023931,5.8888888,1.5593801,1,1,90.641495,26932,0,105000,0,NA,NA,NA,NA,NA
"941",0.66666669,1.1111112,0,3.8958142,5.7777777,0.5114314,1,1,34.502563,25042,0,99167,0,NA,NA,NA,NA,NA
"944",0.8888889,1.3333334,3.1111112,4.2258315,6.3333335,-0.18719622,1,1,35.075489,31866.6,0,104750,0,NA,NA,NA,NA,NA
"946",0.22222222,0.22222222,1.4444444,3.8571229,5.1111112,1.2100623,1,1,49.909454,27300,0,97000,0,NA,NA,NA,NA,NA
"950",0.5,0.625,5,4.1300654,5.875,0.68608975,1,1,48.94376,31866.6,0,104750,0,NA,NA,NA,NA,NA
"952",1,2,7,4.1431346,5,-0.88582069,1,1,48.94376,24192,0,140385,0,NA,NA,NA,NA,NA
"953",0.2,0.2,2.8,3.8911386,5.0999999,1.000474,1,1,89.703522,25042,0,99167,0,22.9221541853057,0,970.8215425,64,112
"956",0.69999999,1.2,0.1,4.1955876,6.3000002,0.6786558,1,1,109.56771,33846.602,0,107500,0,NA,NA,NA,NA,NA
"962",0.2,0.2,4.0999999,3.8669086,6.3000002,-0.88583356,1,1,79.927811,29000,0,110000,0,NA,NA,NA,NA,NA
"966",0.45454547,0.54545456,3.2727273,3.8818905,5.5454545,0.54318714,1,1,73.249542,37785.699,0,101324.8,0,22.5131526868458,0,927.188613199992,62,117
"968",1,2,0,4.24686,7.5,-0.88583499,1,1,73.249542,27100,0,96500,0,22.5131526868456,0,927.188613200002,62,117
"969",1,3,0,4.1743875,8,-0.88582069,1,1,73.249542,32687.279,0,105725,0,22.5131526868456,0,927.1886132,62,117
"971",0.375,0.5,7,4.1368546,5.75,0.68609154,1,1,15.223358,26932,0,105000,0,NA,NA,NA,NA,NA
"975",1,5,0,4.4543471,7,-0.88582069,1,1,33.178406,30657.777,0,104815,0,24.9586945598822,0,1166.6763142,64,131
"977",0.2,0.2,2.9000001,3.6750822,5,1.3148614,1,1,33.178406,33540.688,0,129972.22,0,24.9586945598823,0,1166.6763142,64,131
"979",1,1,0,4.2766662,6,-0.88582069,1,1,33.178406,29239.111,0,143803.67,0,24.9586945598822,0,1166.6763142,64,131
"980",0.125,0.125,10.25,3.8290696,4.5,2.2580128,1,1,69.197388,27300,0,97000,0,24.203862479174,0,1009.4632437,63,128
"984",0.2857143,0.42857143,6.4285712,3.9617217,5.4285712,0.012408725,1,1,9.4219179,37495.602,0,93358.398,0,NA,NA,NA,NA,NA
"987",1,5,0,3.7727609,4,-0.88582069,1,1,9.4219179,37200,0,118000,0,NA,NA,NA,NA,NA
"991",0.5714286,0.85714287,0,3.9422152,5.1428571,-0.43671006,1,1,56.42886,41250,0,118750,0,22.8237388439292,0,704.691737018999,65,114
