case_id,clust_num,clust,district,reside,hhsize,hh_a10a,month,year,dist_road,dist_admarc,dist_agmrkt,popdensity,fsrad3_agpct,elevation,srtm_mwi_5_15,nutri_avail,nutri_retention,LAT_DD_MOD,LON_DD_MOD,RCSI,HDDS,FCS,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,cells_own,cell_cost,hh_age,hh_gender,LT_15,GT_64,floor_cement,floor_dirt_sand_dung,floor_tile,roof_natural,roof_iron,roof_other,region,cell_phone,panelweight,qx_type,TA,fnid,yearmo,flood_maxprecip,L12day1rain,L12maxdays,L12rain_cytot,ipczone_thinn,ipczone_lag_thinn,ipczone_price,ipczone_lag_price,ipc2,ipc_lag1,ipc_lag12,near_mkt,near_dist,mkt_thinness,Lmkt_thinn,price,lnprice_impu,Lprice,Llnprice_impu,case_id_num,percent_ag,asset_index2,logFCS,roof,nutri_reten1,nutri_reten2,nutri_reten3,nutri_reten4,nutri_reten5,nutri_avail1,nutri_avail2,nutri_avail3,nutri_avail4,nutri_avail5,nutri_reten_constrained,nutri_avail_constrained,ipczone,ipczone_floodmax,ipczone_floor,ipczone_roof,ipczone_cell,ipczone_hhsize,ipczone_hh_age,ipczone_hh_gender,ipczone_asset,ipczone_dist_road,ipczone_dist_admarc,ipczone_percent_ag,ipczone_nutri_reten_constrained,ipczone_nutri_avail_constrained,ipczone_elevation,ipczone_cells_own,TA_floodmax,TA_floor,TA_roof,TA_cell,TA_hhsize,TA_hh_age,TA_hh_gender,TA_asset,TA_dist_road,TA_dist_admarc,TA_percent_ag,TA_nutri_reten_constrained,TA_nutri_avail_constrained,TA_elevation,TA_cells_own,clust_floodmax,clust_floor,clust_roof,clust_cell,clust_hhsize,clust_hh_age,clust_hh_gender,clust_asset,clust_dist_road,clust_dist_admarc,clust_percent_ag,clust_nutri_reten_constrained,clust_nutri_avail_constrained,clust_elevation,clust_cells_own,TA_lag_price,TA_lag_thinn,TA_price,TA_thinn,clust_lag_price,clust_lag_thinn,clust_price,clust_thinn,ipczone_L12raincytot,ipczone_L12day1rain,ipczone_L12maxdays,clust_L12raincytot,clust_L12day1rain,clust_L12maxdays,TA_L12raincytot,TA_L12day1rain,TA_L12maxdays,clust_logFCS,clust_RCSI,clust_HDDS,clust1,clust2,clust3,clust4,clust5,clust6,clust7,clust8,clust9,clust10,clust11,clust12,clust13,clust14,clust15,clust16,clust17,clust18,clust19,clust20,clust21,clust22,clust23,clust24,clust25,clust26,clust27,clust28,clust29,clust30,clust31,clust32,clust33,clust34,clust35,clust36,clust37,clust38,clust39,clust40,clust41,clust42,clust43,clust44,clust45,clust46,clust47,clust48,clust49,clust50,clust51,clust52,clust53,clust54,clust55,clust56,clust57,clust58,clust59,clust60,clust61,clust62,clust63,clust64,clust65,clust66,clust67,clust68,clust69,clust70,clust71,clust72,clust73,clust74,clust75,clust76,clust77,clust78,clust79,clust80,clust81,clust82,clust83,clust84,clust85,clust86,clust87,clust88,clust89,clust90,clust91,clust92,clust93,clust94,clust95,clust96,clust97,clust98,clust99,clust100,clust101,clust102,clust103,clust104,clust105,clust106,clust107,clust108,clust109,clust110,clust111,clust112,clust113,clust114,clust115,clust116,clust117,clust118,clust119,clust120,clust121,clust122,clust123,clust124,clust125,clust126,clust127,clust128,clust129,clust130,clust131,clust132,clust133,clust134,clust135,clust136,clust137,clust138,clust139,clust140,clust141,clust142,clust143,clust144,clust145,clust146,clust147,clust148,clust149,clust150,clust151,clust152,clust153,clust154,clust155,clust156,clust157,clust158,clust159,clust160,clust161,clust162,clust163,clust164,clust165,clust166,clust167,clust168,clust169,clust170,clust171,clust172,clust173,clust174,clust175,clust176,clust177,clust178,clust179,clust180,clust181,clust182,clust183,clust184,clust185,clust186,clust187,clust188,clust189,clust190,clust191,clust192,clust193,clust194,clust195,clust196,clust197,clust198,clust199,clust200,clust201,clust202,clust203,clust204,month4,month5,month6,month7
1229-001,20607315,20607315,Lilongwe,rural,6,7,APRIL,2013,0,9,19,200-300,33,1250,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-13.7993,33.8589,2,6,26,0,0,0,0,0,0,0,,34,1,3,0,0,1,0,1,0,0,2,0,1998.0801,PANEL A,CHIMUTU,MW2012C3020403,201304,0,51,12,906.40332,.58889568,.46034396,4.5248299,4.7780924,1,1,1,KASUNGU,2.5754564,.25,1,130,4.8675346,108.42,4.6860127,1229-001,0,-.30081591,3.2580965,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020403,0,.75968993,.27906978,.453125,4.9612403,43.434109,1.1705426,-.076054104,3.2015505,7.8992248,.072868221,.18604651,.19379845,1104.9612,.7578125,0,.62790698,.55813956,.53488374,4.5813951,44.11628,1.1395348,-.13224471,.62790698,10.023255,.20465116,0,0,1162.7906,.76744187,0,.66666669,.37037036,.4074074,4.0740743,45.740742,1.1481482,-.30081621,1.037037,8.9629631,.074074075,.074074075,.11111111,1188.1482,.55555558,4.6764922,.7139535,4.7141595,.44916943,4.5698647,.80555558,4.654417,.24444444,906.40332,51,12,1148.1881,6,29,994.64917,22.372093,25.744186,3.6439795,2.8888888,4.9259257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1335-001,20615064,20615064,Lilongwe,rural,8,15,APRIL,2013,23,4,37,200-300,16,1160,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-13.8122,33.5005,14,4,28,0,0,0,1,0,0,0,,104,2,2,1,0,1,0,0,1,0,2,0,1468.7959,PANEL A,KABUDULA,MW2012C3020103,201304,0,32,30,859.29468,.72265863,.62937731,4.4592695,4.9808292,1,1,1,KASIYA,13.634441,1,.60000002,100,4.6051702,130,4.8675346,1335-001,0,-.30081642,3.3322046,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020103,0,.79562044,.29197079,.43065694,5.1240878,42.992592,1.1617647,-.24790676,12.051095,9.0364962,.033576641,.73722625,.86861312,1061.8978,.69343066,0,.91891891,.32432431,.2972973,5.6756759,43.777779,1.25,-.30081633,18,2.4054055,.027027028,0,0,1167.2972,.5945946,0,.95238096,.2857143,.23809524,5.7142859,47.42857,1.2380953,-.30081627,20.857143,4.1428571,.047619049,.095238097,.14285715,1158.0952,.33333334,4.6807809,.372973,4.4435668,.59845561,4.7918563,.65714288,4.5665889,.90476191,859.29468,32,30,1127.4247,38,21,1018.1354,45.702702,17.864864,3.4990628,8.2857141,4.0952382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1507-001,20807727,20807727,Dedza,rural,6,7,APRIL,2013,4,7,51,200-300,22,520,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.3556,34.5793,6,4,29,0,0,0,0,0,0,0,,32,1,5,0,0,1,0,1,0,0,2,0,886.85596,PANEL A,KACHINDAMOTO,MW2012C3020913,201304,0,53,30,978.68469,.69095749,.56504542,4.3794284,4.9907513,1,2,1,MWANSAMBO,22.99766,1,.60000002,102.45,4.629375,178.16,5.182682,1507-001,0,-.30081591,3.3672957,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020913,0,.74820143,.33812949,.42446044,5.1582732,43.333332,1.2826087,-.14437185,4.0215826,4.6474819,.041726619,.35971224,.35971224,807.9137,.71942449,0,.95999998,.039999999,.31999999,5.3600001,38.84,1.08,-.1558447,1.6799999,7.0799999,.024,0,0,538,.36000001,0,1,0,.31818181,5.4545455,37.590908,1.0909091,-.30081624,1.5454545,7.3636365,.027272729,0,0,525,.31818181,4.7450113,.7417143,4.5329528,.97000003,4.79842,.83636367,4.5410171,1,978.68469,53,30,890.99609,37,28,850.41058,46.32,20.68,3.4933577,7.0454545,4.590909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1496-001,20808421,20808421,Dedza,rural,5,8,APRIL,2013,7,4,59,100-200,35,1480,Mid-altitude Mountains,No or Slight Constraint,No or Slight Constraint,-14.3487,34.404,0,7,62,0,1,0,1,0,0,0,,75,1,1,2,1,0,0,0,1,0,2,0,568.64319,PANEL B,KAMENYA GWAZA,MW2012C3020803,201304,0,33,24,1014.7139,.19046125,.14984854,4.660953,4.7006345,1,1,1,BEMBEKE_TURNOFF,7.0981588,0,0,110,4.7004805,100,4.6051702,1496-001,0,-.30081713,4.1271343,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020803,0,.87671232,.26027396,.29452056,4.9041095,44.280823,1.2465754,-.27599216,12.260274,5.0136986,.017808219,.10958904,.12328767,1308.0137,.4041096,0,.9375,.1875,.1875,4.8125,42.25,1.125,-.30081636,7,3.5,0,0,0,1492.5,.1875,0,.95238096,.19047619,.2857143,4.3809524,39.904762,1.1428572,-.30081642,7.0952382,3.6666667,0,0,0,1485.238,.2857143,4.6945238,0,4.4218335,.21875,4.6959419,0,4.397191,.23809524,1014.7139,33,24,1173.3337,37,28,1069.1642,49.375,16.625,3.6403515,3.3809524,5.1904764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1627-003,20908088,20908088,Ntcheu,rural,4,8,APRIL,2013,1,1,26,100-200,43,620,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.6361,34.7323,0,6,30.5,0,1,0,1,0,0,1,1000,28,1,2,0,0,1,0,1,0,0,2,1,541.68079,PANEL A,GANYA,MW2012C3020913,201304,0,53,30,978.68469,.69095749,.56504542,4.3794284,4.9907513,1,2,1,MTAKATAKA,3.6274948,0,0,90.449997,4.504797,110,4.7004805,1627-003,0,-.30081713,3.4177268,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020913,0,.74820143,.33812949,.42446044,5.1582732,43.333332,1.2826087,-.14437185,4.0215826,4.6474819,.041726619,.35971224,.35971224,807.9137,.71942449,2.9738455,.79310346,.20689656,.34482759,5.5862069,44,1.2413793,-.30081624,2.0344827,2.6551723,.055172414,.034482758,.034482758,606.5517,.51724136,4.7911954,.5,.5,.66666669,5.4444447,44.333332,1.2222222,.10188302,.83333331,1.8333334,.055555556,.055555556,.055555556,608.88892,1.1111112,4.5622807,.034482758,4.549778,.19211823,4.6062865,.055555556,4.4815135,.083333336,978.68469,53,30,957.00024,58,27,896.2608,54.517242,22.137932,3.6665723,2.2222223,5.3888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1604-001,20909113,20909113,Ntcheu,rural,8,9,APRIL,2013,1,1,43,200-300,57,550,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.4136,34.6106,0,6,55,1,1,0,0,0,0,0,,34,1,6,0,1,0,0,0,1,0,2,0,380.11115,PANEL B,MASASA,MW2012C3020913,201304,0,53,30,978.68469,.69095749,.56504542,4.3794284,4.9907513,1,2,1,LIZULU,20.458294,.25,.2,100.03,4.6054702,116.415,4.7571616,1604-001,0,3.3234656,4.0073333,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020913,0,.74820143,.33812949,.42446044,5.1582732,43.333332,1.2826087,-.14437185,4.0215826,4.6474819,.041726619,.35971224,.35971224,807.9137,.71942449,0,.82352942,.35294119,.52941179,5.7058825,43.176472,1.2941177,.33876351,1.6470588,4.7058825,0,.17647059,.17647059,727.64703,.70588237,0,.76190478,.2857143,.42857143,5.6666665,43.450001,1.2,.044354238,3.1428571,2.1904762,.047619049,0,0,620.4762,.66666669,4.6927724,.2,4.6081672,.26890758,4.6979165,.2829932,4.6023188,.38027212,978.68469,53,30,845.22534,37,28,889.69775,43.529411,27.82353,3.84376,3.8571429,5.7142859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1723-001,21052427,21052427,Lilongwe City,urban,2,52,APRIL,2013,1,3,4,3000-5000,0,1070,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.0063,33.8022,2,7,72,0,1,1,0,0,0,1,1000,38,2,1,0,1,0,0,0,1,0,2,1,523.81213,PANEL A,TSABANGO,MW2012C3020703,201304,0,33,14,908.61011,.85206151,.75957519,4.4790835,4.8059378,1,1,1,LILONGWE,7.5011034,.25,.2,130,4.8675346,165,5.1059456,1723-001,0,-.30081084,4.2766662,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020703,0,.81521738,.27173913,.39130434,5.0326085,40.923912,1.1521739,-.26142192,18.923914,8.684783,.017391305,.84782606,.88043481,1087.5,.55434781,.56079459,.17142858,.9285714,.9285714,5.0999999,39.357143,1.1428572,.63114524,2.0714285,3.4571428,.017142858,0,0,1077.8572,2.3714285,0,.25,.89285713,.78571427,5.0714288,41.357143,1.25,.47581911,2.9642856,4.6428571,.021428572,.071428575,.071428575,1090,1.9642857,4.734179,.33000001,4.6728868,.3767347,4.9650264,.31071427,4.8253803,.38928571,908.61011,33,14,1142.171,37,26,934.65271,42.785713,18.728571,4.0433965,4.1428571,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1905-001,21087531,21087531,Lilongwe City,urban,8,87,APRIL,2013,5,5,7,>5000,0,1070,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.011,33.7281,16,7,50,0,0,1,1,0,0,1,5000,37,1,3,0,1,0,0,0,1,0,2,1,783.43469,PANEL A,CHINSAPO,MW2012C3020619,201304,0,33,13,906.65155,.25466055,.20372844,4.8675346,5.1038122,1,,1,CHIRADZULU,13.933031,1,.60000002,130,4.8675346,165,5.1059456,1905-001,0,-.30081066,3.9120231,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.25367647,.81985295,.84558821,5.0698528,40.683823,1.2095588,.61858171,2.9485295,5.4963236,.031617649,.0625,.0625,1060.5883,2.0992646,0,0,1,1,8,47,1,-.30081099,4,5,0,0,0,1080,1,0,.22222222,.8888889,.72222221,6.5555553,41.611111,1.2777778,.70593119,4.6666665,5.1666665,0,0,0,1127.2222,1.5,5.1059456,.60000002,4.8675346,1,5.0393615,.51111114,4.8436794,.83333331,906.65155,33,13,1138.8291,37,21,1138.8291,37,21,3.8813615,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1937-003,30101280,30101280,Mangochi,rural,5,1,APRIL,2013,7,10,9,100-200,16,490,Mid-altitude Plains,Water,Water,-14.4265,35.2576,0,7,68,0,1,0,0,0,0,0,,32,1,3,0,1,0,0,0,1,0,3,0,856.56659,PANEL A,MPONDA,MW2012C3020515,201304,180.11308,33,15,852.13373,.24365947,.14619568,4.5410976,4.7945671,1,1,1,MTAKATAKA,15.947396,0,0,91.004997,4.5109143,102.39,4.6287889,1937-003,0,-.3008166,4.2195077,1,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3020515,57.032619,.5,.75,.5,4,38,1,.60525578,4.25,7.5,0,.25,.25,807.5,1.25,3.7523558,.77083331,.25,.41666666,4.9166665,41.895832,1.2916666,-.30081609,8.354167,8.8125,.083333336,.041666668,.041666668,612.5,.45833334,8.1869583,.68181819,.31818181,.31818181,4.7727275,43.090908,1.2727273,-.30081618,5.5,9.909091,.18181819,.045454547,.045454547,510.45456,.36363637,4.5253778,.50416666,4.5353279,.47529763,4.575069,.036363635,4.4944153,.125,852.13373,33,15,846.05005,79,17,795.97583,51.958332,22.333334,3.7008128,1.1363636,5.181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2041-001,30105325,30105325,Mangochi,rural,4,5,APRIL,2013,15,19,19,200-300,45,820,High-altitude Plains,Moderate Constraint,Moderate Constraint,-14.4912,35.6063,0,5,29.5,0,0,0,1,0,0,1,700,39,2,2,0,0,1,0,1,0,0,3,1,1322.0199,PANEL A,BWANANYAMBI,MW2012C3030114,201304,0,53,23,1019.7313,.013502391,.30664203,4.4916468,4.7955561,1,2,1,NAMWERA,6.6684799,1,1,87.605003,4.4728379,124.51,4.8243861,2041-001,0,-.30081642,3.3843904,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3030114,0,.83333331,.2361111,.31944445,4.9583335,44.25,1.3611112,-.30081624,13.527778,15.138889,.077777781,.8888889,.90277779,914.58331,.40277779,0,.81818181,.27272728,.27272728,5.090909,43.272728,1.4242424,-.30081618,14.69697,16.575758,.030303031,.84848487,.90909094,791.2121,.27272728,0,.55000001,.5,.44999999,5.0500002,40.900002,1.4,-.11960144,16.1,15.3,0,.69999999,.80000001,782.5,.69999999,4.6173797,.969697,4.4829049,.98701298,4.772984,1,4.488626,.99000001,1019.7313,53,23,1107.6853,59,19,988.29358,54.636364,22.272728,3.7441485,4.1999998,4.8499999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2053-001,30108401,30108401,Mangochi,rural,4,8,APRIL,2013,41,14,69,50-100,8,480,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,-13.8451,35.1065,0,4,26.5,0,1,0,1,0,0,0,,61,1,2,0,0,1,0,1,0,0,3,0,799.53961,PANEL A,MAKANJIRA,MW2012C3030115,201304,0,32,18,862.97394,.16874571,.49106482,4.4738255,4.8198533,1,1,1,MONKEY BAY,44.21347,.25,.60000002,90.449997,4.504797,110,4.7004805,2053-001,0,-.30081713,3.2771447,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030115,0,.73913044,.30434781,.39130434,4.869565,42.057972,1.2898551,-.24828997,18.753624,9.637681,.057971016,.086956523,.31884059,572.31885,.44927537,0,.84210527,.15789473,.2631579,4.0526314,43.526318,1.1578947,-.30081615,41.473682,16.105263,0,0,.84210527,485.78946,.31578946,0,.80000001,.2,.30000001,4.3000002,42.799999,1.2,-.11960177,37.25,14.55,0,.050000001,.85000002,548,.44999999,4.6904483,.61353385,4.5090327,.28947368,4.6822624,.55250001,4.503181,.2775,862.97394,32,18,1090.1501,38,17,1095.4061,38.789474,16.789474,3.6215286,3.25,4.6500001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
