case_id,clust_num,clust,district,reside,hhsize,hh_a10a,month,year,dist_road,dist_admarc,dist_agmrkt,popdensity,fsrad3_agpct,elevation,srtm_mwi_5_15,nutri_avail,nutri_retention,LAT_DD_MOD,LON_DD_MOD,RCSI,HDDS,FCS,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,cells_own,cell_cost,hh_age,hh_gender,LT_15,GT_64,floor_cement,floor_dirt_sand_dung,floor_tile,roof_natural,roof_iron,roof_other,region,cell_phone,panelweight,qx_type,TA,fnid,yearmo,flood_maxprecip,L12day1rain,L12maxdays,L12rain_cytot,ipczone_thinn,ipczone_lag_thinn,ipczone_price,ipczone_lag_price,ipc2,ipc_lag1,ipc_lag12,near_mkt,near_dist,mkt_thinness,Lmkt_thinn,price,lnprice_impu,Lprice,Llnprice_impu,case_id_num,percent_ag,asset_index2,logFCS,roof,nutri_reten1,nutri_reten2,nutri_reten3,nutri_reten4,nutri_reten5,nutri_avail1,nutri_avail2,nutri_avail3,nutri_avail4,nutri_avail5,nutri_reten_constrained,nutri_avail_constrained,ipczone,ipczone_floodmax,ipczone_floor,ipczone_roof,ipczone_cell,ipczone_hhsize,ipczone_hh_age,ipczone_hh_gender,ipczone_asset,ipczone_dist_road,ipczone_dist_admarc,ipczone_percent_ag,ipczone_nutri_reten_constrained,ipczone_nutri_avail_constrained,ipczone_elevation,ipczone_cells_own,TA_floodmax,TA_floor,TA_roof,TA_cell,TA_hhsize,TA_hh_age,TA_hh_gender,TA_asset,TA_dist_road,TA_dist_admarc,TA_percent_ag,TA_nutri_reten_constrained,TA_nutri_avail_constrained,TA_elevation,TA_cells_own,clust_floodmax,clust_floor,clust_roof,clust_cell,clust_hhsize,clust_hh_age,clust_hh_gender,clust_asset,clust_dist_road,clust_dist_admarc,clust_percent_ag,clust_nutri_reten_constrained,clust_nutri_avail_constrained,clust_elevation,clust_cells_own,TA_lag_price,TA_lag_thinn,TA_price,TA_thinn,clust_lag_price,clust_lag_thinn,clust_price,clust_thinn,ipczone_L12raincytot,ipczone_L12day1rain,ipczone_L12maxdays,clust_L12raincytot,clust_L12day1rain,clust_L12maxdays,TA_L12raincytot,TA_L12day1rain,TA_L12maxdays,clust_logFCS,clust_RCSI,clust_HDDS,clust1,clust2,clust3,clust4,clust5,clust6,clust7,clust8,clust9,clust10,clust11,clust12,clust13,clust14,clust15,clust16,clust17,clust18,clust19,clust20,clust21,clust22,clust23,clust24,clust25,clust26,clust27,clust28,clust29,clust30,clust31,clust32,clust33,clust34,clust35,clust36,clust37,clust38,clust39,clust40,clust41,clust42,clust43,clust44,clust45,clust46,clust47,clust48,clust49,clust50,clust51,clust52,clust53,clust54,clust55,clust56,clust57,clust58,clust59,clust60,clust61,clust62,clust63,clust64,clust65,clust66,clust67,clust68,clust69,clust70,clust71,clust72,clust73,clust74,clust75,clust76,clust77,clust78,clust79,clust80,clust81,clust82,clust83,clust84,clust85,clust86,clust87,clust88,clust89,clust90,clust91,clust92,clust93,clust94,clust95,clust96,clust97,clust98,clust99,clust100,clust101,clust102,clust103,clust104,clust105,clust106,clust107,clust108,clust109,clust110,clust111,clust112,clust113,clust114,clust115,clust116,clust117,clust118,clust119,clust120,clust121,clust122,clust123,clust124,clust125,clust126,clust127,clust128,clust129,clust130,clust131,clust132,clust133,clust134,clust135,clust136,clust137,clust138,clust139,clust140,clust141,clust142,clust143,clust144,clust145,clust146,clust147,clust148,clust149,clust150,clust151,clust152,clust153,clust154,clust155,clust156,clust157,clust158,clust159,clust160,clust161,clust162,clust163,clust164,clust165,clust166,clust167,clust168,clust169,clust170,clust171,clust172,clust173,clust174,clust175,clust176,clust177,clust178,clust179,clust180,clust181,clust182,clust183,clust184,clust185,clust186,clust187,clust188,clust189,clust190,clust191,clust192,clust193,clust194,clust195,clust196,clust197,clust198,clust199,clust200,clust201,clust202,clust203,clust204,month4,month5,month6,month7
2924-002,31438690,31438690,Zomba City,urban,1,38,MAY,2013,2,2,4,1000-2000,28,860,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.4002,35.3405,0,7,40.5,0,0,0,0,0,0,1,500,44,2,0,0,1,0,0,0,1,0,3,1,98.471558,PANEL B,CHIKOWI/LIKANGALA WARD,MW2012C3030304,201305,0,32,13,990.50909,.30457059,.81324673,4.3228331,4.3107285,1,1,2,ZOMBA,11.770687,0,.75,79.449997,4.3751278,81.400002,4.3993754,2924-002,0,-.30081591,3.7013021,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030304,0,.55813956,.58139533,.61627907,4.7674417,40.790699,1.2325581,.24704166,9.4534883,4.9883723,.032558139,.034883723,.034883723,823.83722,1.2093023,0,0,1,1,1,44,2,-.30081591,2,2,0,0,0,860,1,0,.52631581,.7368421,.7368421,3.9473684,39.947369,1.3157895,-.11006342,4.4210525,2.3157895,0,0,0,864.21051,1.2105263,4.3993754,.75,4.3751278,0,4.4193377,.7631579,4.3977962,.052631579,990.50909,32,13,1117.0142,53,13,1117.0142,53,13,4.0041785,3,6.2631578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3069-001,31443108,31443108,Zomba City,urban,3,43,MAY,2013,2,1,3,2000-3000,20,900,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.3824,35.3423,16,7,95,0,1,1,0,0,0,2,5000,41,2,0,0,1,0,0,0,1,0,3,1,73.813599,PANEL A,LIKANGALA CENTRAL WARD,MW2012C3030314,201305,0,32,13,1028.1757,.16321883,.76283824,4.3165741,4.3333282,1,1,1,NTCHISI,6.4523516,1,.25,79.449997,4.3751278,81.400002,4.3993754,3069-001,.60000002,-.30081084,4.5538769,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030314,0,.49222797,.62694299,.66839379,4.300518,38.740932,1.2590674,.31888109,5.9119172,4.658031,.070466325,.025906736,.025906736,911.81348,1.3523316,0,.33333334,.83333331,.83333331,4.1111112,33.166668,1.2222222,.50458252,2.1111112,1.8333334,.1,0,0,889.44446,1.7777778,0,.31818181,.81818181,.86363637,4.181818,34.545456,1.3636364,.85236692,4.0454545,2.7727273,.081818186,.045454547,0,918.18182,1.8181819,4.3788004,.097222224,4.3976879,.16666667,4.4501667,.32305196,4.4529295,.874026,1028.1757,32,13,1190.0137,53,13,1147.9181,53,13,4.1439509,5.909091,6.2727275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3020-001,31443270,31443270,Zomba City,urban,5,43,MAY,2013,2,2,4,1000-2000,28,930,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.4042,35.3314,0,7,58,0,1,0,0,0,0,2,2000,27,1,3,0,0,1,0,1,0,0,3,1,89.648308,PANEL B,LIKANGALA CENTRAL WARD,MW2012C3030304,201305,0,32,13,990.50909,.30457059,.81324673,4.3228331,4.3107285,1,1,2,LIMBE,8.6830254,0,0,79.449997,4.3751278,81.400002,4.3993754,3020-001,0,-.3008166,4.0604429,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030304,0,.55813956,.58139533,.61627907,4.7674417,40.790699,1.2325581,.24704166,9.4534883,4.9883723,.032558139,.034883723,.034883723,823.83722,1.2093023,0,.33333334,.83333331,.83333331,4.1111112,33.166668,1.2222222,.50458252,2.1111112,1.8333334,.1,0,0,889.44446,1.7777778,0,.52631581,.68421054,.84210527,4.3157897,34.684212,1.1578947,.46219212,2.2631578,2.5789473,.094736844,0,0,896.3158,1.7368422,4.3788004,.097222224,4.3976879,.16666667,4.4164991,.052631579,4.3969364,.042105265,990.50909,32,13,1117.0142,53,13,1147.9181,53,13,4.1076107,1.5263158,6.6315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3114-001,31540419,31540419,Blantyre City,urban,6,40,MAY,2013,2,7,4,3000-5000,35,1000,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.7536,34.9929,0,6,54,0,1,0,1,0,0,0,,32,1,3,0,1,0,0,0,1,0,3,0,551.24274,PANEL B,CHILOMONI WARD,MW2012C3030519,201305,0,31,11,902.7489,.011771997,.015695997,4.4753222,4.5129304,1,1,1,LUNZU,7.1279712,0,0,110.745,4.7072301,129.39999,4.8629084,3114-001,0,-.30081713,3.9889841,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.24844721,.83850932,.78260869,4.6894412,41.111801,1.2298137,.46456236,3.8757763,4.9130435,.042236026,.055900622,.062111802,985.71429,1.583851,0,0,1,.83333331,5.0833335,50.333332,1.3333334,1.2093056,2.0833333,6.9166665,.083333336,0,0,997.5,1.8333334,0,.12,.92000002,.80000001,4.4000001,43.52,1.3200001,.71398532,2.2,5.7199998,0,.039999999,.039999999,967.59998,1.76,4.8237672,.083333336,4.6738019,.083333336,4.8182459,.22400001,4.7251601,.24228571,902.7489,31,11,807.45618,49,31,831.3988,49.333332,29.583334,4.0758004,3,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3175-001,31545384,31545384,Blantyre City,urban,4,45,MAY,2013,1,2,11,3000-5000,0,1160,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-15.8105,35.0913,0,7,69,0,1,1,0,0,0,2,2300,24,1,1,0,1,0,0,0,1,0,3,1,1010.9709,PANEL A,MZEDI WARD,MW2012C3030519,201305,0,31,11,902.7489,.011771997,.015695997,4.4753222,4.5129304,1,1,1,LIMBE,3.6350346,0,0,84.269997,4.4340258,89.525002,4.4945178,3175-001,0,-.30081084,4.2341065,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.24844721,.83850932,.78260869,4.6894412,41.111801,1.2298137,.46456236,3.8757763,4.9130435,.042236026,.055900622,.062111802,985.71429,1.583851,0,.14285715,1,1,3.7142856,36.285713,1.2857143,.21694133,1.8571428,2.7142856,.14285715,0,0,1222.8572,1.5714285,0,.34999999,.85000002,.80000001,3.95,36.599998,1.3,.061613865,5.4499998,3.9000001,.2,0,0,1063,1.2,4.4915447,0,4.4863706,.21632653,4.4938431,.30285716,4.5546608,.55142856,902.7489,31,11,859.367,49,30,859.367,49,30,3.9102142,3.4000001,5.8499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3210-003,31555614,31555614,Blantyre City,urban,4,55,MAY,2013,2,2,11,1000-2000,6,1150,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-15.8552,35.0737,14,6,68,0,0,0,0,0,0,0,,27,1,2,0,0,1,0,1,0,0,3,0,490.82779,PANEL B,CHIGUMULA WARD,MW2012C3030514,201305,0,53,31,823.06921,.080932215,.20403747,4.4601226,4.537961,1,1,1,LUCHENZA,7.4862256,0,.75,87.324997,4.4696369,90.449997,4.504797,3210-003,0,-.30081591,4.2195077,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030514,0,.47474748,.73737371,.67676765,4.4040403,41.666668,1.2727273,.39475474,3.5353534,5.151515,.07272727,.060606062,.070707068,925.55554,1.2929293,0,.27272728,.90909094,.72727275,4.909091,38.81818,1.1818181,.02866558,1.7272727,2.2727273,0,0,0,1123.6364,.90909094,0,.3125,.875,.75,4.9375,41.3125,1.125,-.074298054,2.0625,3.5,0,0,0,1069.375,1,4.5247908,.77272725,4.4987144,.090909094,4.5489745,.60000002,4.5297165,.15178572,823.06921,53,31,858.18347,50,30,874.646,51.545456,29.272728,4.0183487,4.125,6.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0094-001,10103414,10103414,Chitipa,rural,4,3,JUNE,2013,1,3,32,0-50,0,1550,Mid-altitude Mountains,Moderate Constraint,No or Slight Constraint,-9.9716,33.3739,0,6,63,0,0,0,0,0,0,1,1000,27,1,2,0,1,0,0,1,0,0,1,1,370.43179,PANEL B,MWENEWENYA,MW2012C3010102,201306,0,53,30,1249.4037,.2,.13112697,4.0551591,4.2723837,1,1,1,CHITIPA,31.740099,0,0,95.919998,4.5635147,99.059998,4.5957255,0094-001,0,-.30081591,4.1431346,0,1,0,0,0,0,0,1,0,0,0,0,1,MW2012C3010102,0,.79347825,.30434781,.36956522,5.9565215,45.195652,1.1521739,-.1432385,4.597826,7.369565,.069565222,.48913044,.6630435,1333.2609,.59782606,0,.70588237,.29411766,.47058824,6.4117646,46.529411,1.1764706,-.30081618,1,4.0588236,0,.05882353,1,1550,.64705884,0,.6875,.3125,.5,6.625,47.5625,1.1875,-.30081615,1.0625,3.4375,0,0,1,1551.25,.6875,4.5916953,.035294119,4.5629478,.025210084,4.5957255,0,4.5635147,0,1249.4037,53,30,1264.4755,32,26,1225.0941,33.235294,26.294117,3.8182402,3.3125,5.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0188-001,10203744,10203744,Karonga,rural,8,3,JUNE,2013,0,10,8,50-100,57,490,Mid-altitude Plains,Severe Constraint,Severe Constraint,-10.0405,33.9087,4,7,61.5,0,1,0,1,0,0,0,,44,1,5,0,0,1,0,1,0,0,1,0,332.84274,PANEL B,KYUNGU,MW2012C3010201,201306,0,31,26,1118.4229,.19879241,.022137487,4.4032564,4.3417668,1,1,1,KARONGA,14.542392,.2,0,92.040001,4.5222235,49.285,3.8976197,0188-001,0,-.30081713,4.1190372,0,0,0,1,0,0,0,0,1,0,0,1,1,MW2012C3010201,0,.60240966,.49397591,.50602412,5.0120482,42.674698,1.2048193,-.082485631,2,9.2409639,.036144577,.25301206,.26506025,665.90363,.73493975,0,.70588237,.37254903,.4509804,5.019608,48.35294,1.2745098,-.22975157,1.4901961,12.215686,.05882353,.41176471,.41176471,674.90198,.52941179,0,.68181819,.45454547,.54545456,5.409091,50.363636,1.2272727,-.13607597,.86363637,10.545455,0,.95454544,.95454544,542.27271,.68181819,4.1104965,.21666667,4.4617238,.18375351,3.8976197,0,4.5222235,.2,1118.4229,31,26,893.09875,32,30,1064.2969,32.372547,29.627451,3.9712291,2.8636363,6.0454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0224-010,10204322,10204322,Karonga,rural,2,4,JUNE,2013,0,3,7,100-200,37,490,Mid-altitude Plains,Moderate Constraint,Moderate Constraint,-10.457141,34.178137,0,7,63,0,1,0,1,0,0,1,3000,27,1,0,0,1,0,0,0,1,0,1,1,94.711372,PANEL B,WANSAMBO,MW2012C3010209,201306,0,32,30,1100.5929,.00091912335,.49770218,4.5217385,3.9003918,1,1,1,CHILUMBA,18.460146,0,.5,92.040001,4.5222235,49.285,3.8976197,0224-010,0,-.30081713,4.1431346,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010209,0,.51351351,.64864862,.64864862,5.4864864,43.513512,1.2972972,-.0069549857,3.5675676,6.7567568,.016216217,.54054052,.54054052,616.21619,1.054054,0,.5,.55555558,.72222221,5.8888888,44.166668,1.2222222,.10188209,4.1111112,5.6111112,0,.55555558,.55555558,551.66669,.8888889,0,.70588237,.41176471,.35294119,5.2941175,40.529411,1.1764706,-.30081609,7.7058825,7.352941,0,.17647059,.17647059,554.70587,.41176471,4.17067,.055555556,4.5577402,.21269841,4.4854822,.029411765,4.6075101,.40336135,1100.5929,32,30,910.64575,31,29,932.86755,31.222221,29.222221,3.7441885,2.5882354,5.2941175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0181-001,10204586,10204586,Karonga,rural,6,4,JUNE,2013,0,5,4,200-300,60,570,High-altitude Plains,Moderate Constraint,Moderate Constraint,-10.4163,34.2318,4,3,23,0,0,0,0,0,0,1,3000,47,2,1,0,0,1,0,1,0,0,1,1,265.80164,PANEL A,WANSAMBO,MW2012C3010209,201306,0,32,30,1100.5929,.00091912335,.49770218,4.5217385,3.9003918,1,1,1,NTCHEU,19.906851,0,0,92.040001,4.5222235,49.285,3.8976197,0181-001,0,-.30081591,3.1354942,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010209,0,.51351351,.64864862,.64864862,5.4864864,43.513512,1.2972972,-.0069549857,3.5675676,6.7567568,.016216217,.54054052,.54054052,616.21619,1.054054,0,.5,.55555558,.72222221,5.8888888,44.166668,1.2222222,.10188209,4.1111112,5.6111112,0,.55555558,.55555558,551.66669,.8888889,0,.36842105,.89473683,.78947371,5.3684211,43.105263,1.4736842,.27143979,.84210527,4.2105265,.031578947,.84210527,.84210527,665.78949,1.3157895,4.17067,.055555556,4.5577402,.21269841,3.9962413,.063157894,4.5365314,.09022557,1100.5929,32,30,907.39514,31,29,932.86755,31.222221,29.222221,3.9448898,.78947371,6.0526314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0246-001,10220103,10220103,Karonga,urban,5,20,JUNE,2013,1,4,3,50-100,60,480,Mid-altitude Plains,Water,Water,-9.9754,33.926,2,5,41,0,0,0,0,0,0,0,,30,1,3,0,0,1,0,0,1,0,1,0,749.34088,PANEL B,KARONGA TOWN,MW2012C3010201,201306,0,31,26,1118.4229,.19879241,.022137487,4.4032564,4.3417668,1,1,1,CHILUMBA,17.119404,0,.5,92.040001,4.5222235,49.285,3.8976197,0246-001,0,-.30081591,3.713572,1,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3010201,0,.60240966,.49397591,.50602412,5.0120482,42.674698,1.2048193,-.082485631,2,9.2409639,.036144577,.25301206,.26506025,665.90363,.73493975,0,.5,.75,.625,4.625,35.5625,1.1875,.15221982,.4375,2.4375,0,0,0,488.75,.9375,0,.59090906,.5,.54545456,5.4545455,40.772728,1.1818181,-.3008166,1.2272727,3.590909,.090909094,0,0,487.27274,.59090906,4.1020355,.515625,4.4366097,.0125,3.9757247,.54545456,4.5549827,.018181818,1118.4229,31,26,1006.8773,32,30,1077.3446,32,30,3.745857,3.1818182,5.681818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
