"","clust_L12raincytot","clust_L12day1rain","clust_L12maxdays","clust_floodmax","clust_cells_own","clust_price","clust_thinn","clust_roof","clust_hhsize","clust_hh_age","clust_hh_gender","clust_asset","clust_dist_road","clust_dist_admarc","clust_percent_ag","clust_nutri_reten_constrained","clust_elevation","clust_logFCS","clust_RCSI","clust_HDDS","ipc_lag1","ipc_lag12"
"280",813.09979,44,13,0,0.46666667,3.4493525,0.2,0.40000001,4.1999998,41.142857,1.1428572,-0.15249467,2.5728571,8.2078571,0.60000002,0,793.71429,4.0300303,0.46666667,5.9333334,2,1
"281",800.25183,43,14,0,0.25,3.4493525,0.2,0.25,3.6875,51.25,1.25,0.17286339,4.3468752,5.8356252,0.60000002,0,594.3125,3.7888672,1.375,5.1875,2,1
"282",856.20068,44,19,0,0.125,3.6631405,0.66250002,0.1875,5.3125,44.4375,1.0625,0.17286311,17.870001,17.721876,0.41250002,0.0625,601,3.7595384,9.6875,4.5625,NA,NA
"283",980.20386,44,14,0,1.75,3.6990774,0.60000002,0.875,3.8125,38,1.0625,0.67341155,0.17625,3.9668751,0.60000002,1,680.8125,4.2690978,1.1875,6.375,2,1
"284",970.29913,54,30,0,0.66666669,3.6988299,0.60000002,0.53333336,4.5999999,31.866667,1.3333334,-0.019014688,0.50066668,6.414,0.60000002,0,737.79999,3.8804801,2.4000001,5.7333331,1,1
"285",1226.6766,52,14,0,0.375,3.5530598,0.80000001,0.5,4.375,43.75,1.6875,0.29800057,3.576,28.99,0.48750001,0,620.40002,3.5273159,3.625,4,1,1
"286",899.97107,44,19,0,0.3125,3.4265401,0.60000002,0.375,4.3125,43.625,1.3125,0.29800114,10.757334,9.7060003,0,0,699.26666,3.6484458,1.4375,4.375,2,1
"287",788.86755,44,10,0,0.3125,3.303952,0,0.1875,5.375,49.25,1.375,0.17286283,29.476875,5.4281249,0.60000002,0,654.75,3.7694745,2.0625,4.6875,1,1
"288",902.08893,44,19,0,0,3.4265401,0.60000002,0.1875,3.375,45.4375,1.4375,0.047727048,28.24,6.1560001,0.41250002,0,705.33331,3.6295667,0.875,4.6875,1,1
"289",783.84808,54,22,0,0.0625,3.6755409,0.80000001,0.0625,4,47.375,1.1875,-0.57796144,23.807333,7.382,0.26250002,1,342.73334,3.3310273,12.8125,3.25,NA,NA
"290",577.22748,54,16,0,0.25,3.6667752,0.75,0.0625,3.6875,48.1875,1.1875,-0.20254789,3.3387501,3.73,0.60000002,0,117.875,3.5688164,11.375,4,3,2
"291",639.12402,64,28,0,0.3125,3.6163087,0.2,0.1875,4,43.125,1.25,-0.20254847,0.52375001,6.5162501,0.60000002,0,78.6875,3.7975435,7.1875,5.4375,3,2
"292",867.60602,61,19,0,0.1875,3.5173495,0.2,0.375,5.25,43.875,1.5625,-0.077410996,4.2693748,11.2375,0,0,625.4375,3.8456302,2.5625,5.9375,2,1
"293",839.10461,61,19,0,1.0625,3.5173495,0.2,0.75,4.4375,43.375,1.4375,0.29800004,1.153125,7.6581249,0.037500001,0,632.125,3.989639,2.4375,6,2,1
"294",1271.0862,61,13,0,0.125,NA,0.80000001,0.3125,5.3125,45.75,1.3125,0.42313749,30.749332,7.7880001,0.33750001,1,1437,3.7946489,4,4.8125,2,1
"295",1192.9686,43,19,0,1.375,3.4610884,0.82499999,0.5625,3.9375,35.8125,1.3125,-0.20254962,1.380625,0.674375,0,0,894,4.0490174,1.375,5.875,1,1
"296",936.67126,44,30,0,1.2,3.6314914,0.57333338,0.93333334,3.9333334,35.799999,1.0666667,0.24794433,0.38733333,1.8666667,0.040000003,0,1116.2,4.1691937,3.7333333,6,2,1
"297",945.0744,44,30,0,0.6875,3.6524749,0.60000002,0.8125,3.8125,41.3125,1.125,-0.32768708,1.4669231,2.3453846,0,0,1121.5385,3.9552462,2.5625,5.4375,2,1
"298",1241.2074,40,19,0,0.375,3.6111882,0.25,0.1875,6.125,44.75,1.1875,0.047726769,1.0975,3.3843751,0,0,1559.6875,3.7831943,4.625,5.1875,1,1
"299",942.82678,40,38,0,1.3125,3.6111882,0.25,0.9375,6.125,43.875,1.25,0.67341214,0.85500002,9.2268753,0.1125,1,1289.6875,3.9334564,2.5,5.75,1,1
"300",843.66858,42,38,0,0.625,3.7343307,0.25,0.3125,6.3125,43.3125,1.0625,0.42313835,0.97187501,3.9512501,0.60000002,0,488.3125,3.8880253,0.5625,5.25,1,1
"301",1293.0796,39,21,0,0.73333335,3.5748706,1,0.40000001,6,40.733334,1.2,-0.019014684,5.9171429,8.4142857,0,0,617.64288,4.1012278,0.86666667,5.4000001,1,1
"302",999.40576,39,17,0,0.6875,3.6778185,0.25,0.1875,4.75,39.375,1.25,-0.077410996,12.728125,20.432501,0.60000002,0,1166.75,4.0804572,1.5625,5.6875,1,1
"303",728.12659,23,17,0,0.625,3.6778185,0.25,0.125,6.6875,47,1,0.42313832,5.0212498,19.915001,0.45000002,1,1115.6875,3.9100244,3.5,4.8125,1,1
"304",1259.5209,38,23,0,0.8125,3.6133473,0.25,0.25,6.0625,42.75,1.375,-0.077410989,0.30000001,14.889375,0.6875,0,546.125,4.0426173,1.8125,4.875,1,1
"305",864.45648,39,20,0,1.5625,3.6778185,0.25,0.8125,4.625,37.625,1.1875,0.29800001,0.278,1.8773333,0.60000002,0,1074.4667,4.1560116,1.5625,6.1875,1,1
"306",1184.9427,39,23,0,0.3125,3.0798435,0.5,0.25,4.4375,53.875,1.1875,-0.45282283,1.4413333,5.3366666,0.60000002,1,1238.9333,3.7499366,5.3125,5.125,1,1
"307",976.93622,40,17,0,0.5625,4.1178985,0.75,0.3125,5.0625,44.625,1.3125,-0.45282343,3.6133335,6.3546667,0.60000002,1,1251,3.7136557,3.5625,4.375,1,1
"308",1010.7056,39,20,0,1.125,3.4644852,0.25,0.625,4.625,44.8125,1.1875,0.17286253,0.57875001,12.78875,0.33750001,1,1336.5625,3.8122923,2.1875,5.375,1,1
"309",1153.1678,38,20,0,3.375,3.4644852,0.25,1,5.5625,43.5625,1.1875,0.5482738,2.568125,20.18375,0.1125,1,1324.3125,4.2483554,0.3125,6.375,1,1
"310",987.9342,41,38,0,0.6875,2.8903718,1,0.4375,5.1875,45.5625,1.1875,0.29800057,2.7093334,3.0666666,0.52500004,1,1085.5333,3.9542117,2.3125,5.5,1,1
"311",1342.3053,38,21,0,1.4375,3.4515636,0.51249999,1,5,37.1875,1.0625,0.67341298,4.855,5.8585715,0,0.8125,487.64285,4.147902,0.75,6.125,1,1
"312",1478.9449,41,20,0,0.4375,3.4657359,0.5,0.0625,5.3125,38.6875,1.25,0.047725338,0.46375,9.6743746,0.60000002,0.0625,524.75,3.8776166,4.875,4.6875,1,1
"313",1157.353,42,20,0,0.3125,3.0745435,1,0.0625,4.5,46.9375,1.375,-0.32768625,0.45750001,15.6575,0.30000001,0,492.375,3.9626484,4.375,5,1,1
"314",1047.4957,42,20,0,0.0625,3.0745435,1,0,5.9375,44.6875,1.4375,-0.45282456,5.4133334,15.794666,0.60000002,1,526.79999,3.7284675,4.625,4.4375,1,1
"315",1494.8577,41,20,0,1.1875,3.4657359,0.5,0.6875,4.25,34.8125,1.375,0.42313576,0.136875,0.72874999,0.60000002,1,506.9375,4.1721888,0.1875,6,1,1
"316",1021.7869,40,38,0,0.25,3.2676661,0.5,0,5.375,40.4375,1.25,-0.077411562,3.0093334,4.152,0.60000002,1,1073.4,3.8313725,3.125,4.8125,1,1
"317",1083.26,40,37,0,0.3125,3.6375861,1,0.3125,4.8125,34.75,1.1875,0.047726192,5.9626665,5.9959998,0,1,1142,3.8320467,1.75,5.125,1,1
"318",995.23193,39,20,0,0.4375,3.6375861,0.25,0.1875,5.6875,37.6875,1.3125,0.047724485,11.694,2.3153334,0.375,1,1130.3334,3.811233,2.375,4.75,1,1
"319",1074.0739,43,20,4.8673124,0.625,3.2580965,1,0.0625,5.5625,42.5,1.375,-0.07741043,10.635,11.047501,0.037500001,0,482.875,3.8637075,5.4375,5,1,1
"320",974.93036,41,20,0,0.4375,3.2580965,1,0,4.9375,40.5,1.25,-0.70309722,4.6843748,4.6456251,0,0,507,3.8373795,3.5,4.9375,1,1
"321",1013.4856,41,20,0,0.4375,3.0745435,1,0.25,4.5625,44.375,1.1875,0.17286366,0.69999999,12.03375,0.5625,0,538.1875,3.7580433,2.625,5,1,1
"322",1256.0165,43,20,0,1.3333334,3.3068867,0.75,0.93333334,5.5333333,43.333332,1.0666667,0.64838612,0.44,3.3399999,0,1,1135.1428,4.0642056,1.9333333,5.7333331,1,1
"323",1001.3026,42,20,0,0.375,3.3495531,0.25,0,5.625,40.1875,1.125,-0.077410996,4.944375,16.011875,0,0,1201.1875,3.6028121,2.4375,4.4375,1,1
"324",1222.329,41,20,0,0.75,3.3068867,0.75,0.3125,6.0625,40.75,1.0625,-0.32768506,0.31125,4.625,0.22500001,0,1189.9375,3.8067875,3,5,1,1
"325",1041.6349,41,20,0,0.125,3.2580965,1,0,5.9375,48,1.375,-0.70309806,14.916875,1.864375,0.60000002,0,1429.4375,3.5111272,2.3125,4.125,1,1
"326",1204.0448,43,11,0,0.625,NA,0.5,0.4375,4.625,37.9375,1.3125,0.17286281,19.185625,9.2681246,0.375,1,1588.75,3.8925655,2.625,5.3125,1,1
"327",1107.038,31,19,0,1.25,3.3160026,0.25,0.5,4.6875,45.1875,1.375,0.42313749,0.31312501,3.28,0.60000002,1,1111.5,3.9389904,1.8125,6.375,1,1
"328",1029.6283,42,20,0,2.9375,3.4547381,0.5,1,5.75,40.4375,1.125,0.047726184,3.993125,7.5306249,0,0,1148.125,4.1558933,0.4375,6.125,1,1
"329",1043.3051,42,20,0,1.8666667,3.4547381,0.5,1,4.7333331,34.133335,1.1333333,0.24794404,0.75733334,2.0220001,0.24000001,0,1081.6666,3.984329,0.93333334,5.9333334,1,1
"330",1054.2594,41,20,0,1.625,3.4547381,0.5,1,4.9375,36.25,1.1875,0.1728625,3.2406249,5.694375,0,0,1090.3125,4.0250258,0.8125,5.9375,1,1
"331",1024.1097,42,20,0,1.7142857,3.423121,0.53571427,0.9285714,5.1428571,36.92857,1.0714285,0.047725551,1.2521429,8.4185715,0.042857144,0,1092.4286,3.9662912,1.2142857,5.4285712,1,1
"332",1104.1559,41,20,0,1,3.4547381,0.5,0.5,4.9375,34.5625,1.125,-0.20254874,2.4168749,4.2449999,0.037500001,0,1091.6875,3.8231146,1.75,5.125,1,1
"333",854.12006,31,19,0,0.1875,3.6529932,0.5,0.0625,5.125,51.5625,1.25,-0.45282286,13.643126,8.7875004,0,0,825,3.6695645,0.5,4.875,1,1
"334",845.38654,61,18,0,0.4375,3.5440099,0.32499999,0.0625,3.9375,46.25,1.1875,0.17286399,6.9324999,5.8406248,0.60000002,0,502.8125,3.6917555,1.3125,4.875,NA,NA
"335",778.00421,60,19,0,0.4375,3.5204608,0.25,0.5625,4.375,43.125,1.1875,-0.077411816,0.27562499,1.79375,0.5625,0,514,3.8708167,0.25,5.375,1,1
"336",953.57666,43,19,0,0.75,3.5166073,1,0.3125,3.75,36.75,1.3125,0.047726765,5.8699999,8.0012503,0.1875,0,786.625,3.7024362,2.75,4.9375,1,1
"337",837.13818,47,19,0,0.375,3.5085559,0.25,0.3125,4.8125,45.1875,1.25,0.29800141,19.62875,7.5343752,0.30000001,0,720.3125,3.6023521,3.4375,4.9375,1,1
"338",901.6662,10,13,0,0.1875,3.3004558,0.5,0.3125,4.125,46.1875,1.375,-0.077411853,5.6837502,10.196875,0.5625,0,985.75,3.804709,1.0625,5.5,1,1
"339",789.76471,53,13,0,0.875,3.4104874,0.25,0.25,5.125,50.4375,1.3125,0.17286338,3.2839999,5.132,0.52500004,0,526.46667,3.8281975,2.9375,5.1875,2,1
"340",804.76501,53,14,0,0.0625,3.4952948,1,0.125,5.25,42.625,1.1875,0.29799974,11.727333,3.904,0.33750001,0,643.93335,3.8093145,3.875,4.8125,2,1
"341",1185.0763,43,14,0,0.125,3.5610461,0.25,0.0625,4.5,43.3125,1.25,0.17286423,15.1675,13.26625,0.45000002,1,1058.75,3.753212,7.125,5.3125,2,1
"342",971.06549,44,23,0,0.25,3.5610461,0.25,0.4375,4.4375,45,1.4375,-0.20254847,1.71375,6.0687499,0.60000002,1,682.75,3.843673,9.25,5.25,2,1
"343",974.81989,53,24,0,0.1875,3.6643305,0.5,0.375,4.4375,52.6875,1.3125,0.29799971,12.0175,6.5437498,0.60000002,0,735.6875,3.860554,5.375,5.4375,1,1
"344",1057.6572,53,24,0,0.5,3.6643305,0.5,0.5,4.0625,44.6875,1.5,0.29799974,10.21,7.3756251,0.60000002,0,793.3125,3.868217,5.75,5.375,1,1
"345",930.22723,54,30,0,0.125,3.6643305,0.5,0.5625,4.6875,49,1.125,0.17286253,6.3080001,8.3713331,0.45000002,0,843.40002,3.7726619,6.6875,5.125,1,1
"346",1073.7739,44,30,0,0.1875,3.6643305,0.5,0.125,4.125,34.1875,1.5625,-0.57796001,4.2764287,15.919286,0.60000002,0,758.14288,3.6605942,3.625,4.875,2,1
"347",1255.9772,62,30,0,0.375,3.4952948,0.75,0.3125,3.625,44.0625,1.5625,0.17286281,28.125,1.590625,0.33750001,0,831.625,3.673929,0.5,4.9375,NA,NA
"348",679.03125,53,18,18.121658,0.125,3.4569473,0.5,0.125,5.4375,43.1875,1.125,-0.077409849,8.3643751,4.6381249,0.5625,0,145.8125,3.5850341,10.4375,3.875,3,2
"349",880.12897,54,14,0,0.375,3.4203463,0.25,0.25,4.625,42,1.1875,0.17286253,5.78125,6.3099999,0.52500004,0,310.375,3.7958715,7.5625,5.125,1,1
"350",709.67047,19,16,0,0,3.4569473,0.5,0.0625,4.625,46.125,1.25,-0.57796121,6.563333,4.4359999,0.60000002,0,134.93333,3.2555242,15.9375,3,3,2
"351",580.15479,54,28,0,0.6875,3.6099715,0.5,0.5,4.1875,43.125,1.125,0.047726523,0.215,0.88437498,0.60000002,0,55.3125,3.8594813,5.5625,5.3125,3,2
"352",796.05072,61,19,3.8058791,0.4375,3.5204608,0.25,0.375,3.6875,48.1875,1.25,0.29800001,1.478125,5.4650002,0.60000002,0,491.625,3.77719,1.5,5.375,2,2
"353",843.57098,60,19,0,0.3125,3.5389283,0.25,0.125,3.9375,49.5,1.1875,0.29800057,4.4899998,14.9025,0,0,601.5625,3.8027773,3.5625,5,2,1
"354",1135.274,44,14,0,0.25,3.5610461,0.25,0.0625,4.9375,35.375,1.1875,0.67341214,18.353125,7.0518751,0.30000001,1,756.875,3.7141001,9.4375,4.9375,2,1
"355",793.07892,52,13,0,0.25,3.4104874,0.25,0.25,4.0625,47.1875,1.1875,0.9236874,2.9357142,5.4857144,0.60000002,0,414,3.9084938,7.125,5.375,2,1
"356",792.56879,1,13,0,0.375,3.4104874,0.25,0.125,5.1875,42.125,1.3125,0.047725905,3.420625,10.95625,0.60000002,0,500.5,3.6861508,11.5,5,2,1
"357",1274.1069,43,19,0,1.125,3.5166073,1,0.875,4.5,46.0625,1.0625,0.29800057,1.644375,2.764375,0,0,996.1875,3.9208462,2.125,5.625,1,1
"358",1203.0004,43,19,0,0.8125,3.5166073,1,0.375,3.75,34.5625,1.1875,-0.32768679,1.759375,2.933125,0,0,1096.125,3.7976089,4.3125,5.375,1,1
"359",1170.6421,43,19,0,1.4,3.5166073,1,0.80000001,5.5333333,41.200001,1.0666667,0.24794678,0.34866667,3.9560001,0.60000002,0,856,3.8404703,0.33333334,5.7333331,1,1
"360",1192.9686,43,19,0,1.9375,3.5166073,1,0.9375,4.75,38.066666,1.2,0.42313629,1.021875,0.388125,0,0,899.625,4.2088032,0.4375,6.3125,1,1
"361",1203.0004,43,19,0,1.8666667,3.5166073,1,0.86666667,4.8666668,39,1.3333334,-0.15249413,0.426,2.48,0.080000006,0,914.46667,4.0823679,1.0666667,6,1,1
"362",947.81207,44,30,0,1.625,3.4952948,1,0.9375,4.4375,38.0625,1,0.79854852,0.22499999,3.096875,0,0,1202,4.142293,4.5,6,2,1
"363",926.17212,43,30,0,1.3125,3.4952948,1,1,4.9375,40.0625,1.1875,0.5482735,2.9333334,4.5541668,0,0,1120.4166,4.1577468,4.5625,6.1875,2,1
"364",919.16675,44,30,0,3.1875,3.4952948,1,0.9375,4.1875,41.4375,1.3125,0.67341095,1.5908333,5.4791665,0,0,1068.5834,4.3307033,1.3125,6.5,2,1
"365",1008.9869,39,37,0,0.25,3.643882,0,0.3125,4.875,50.5,1.25,-0.20254819,1.185625,5.9856248,0.45000002,1,1369.3125,3.6877089,1.5625,4.75,1,1
"366",1189.524,39,23,0,0.8125,3.2394624,0.2,0.375,5.75,42.25,1.25,0.047726195,4.7243748,5.2081251,0.5625,0.625,1214.625,3.9140489,0.5625,5.5625,1,1
"367",1147.1377,42,36,0,0.125,3.5865698,0,0.375,3.9375,42,1.3125,-0.32768622,5.2931252,2.6118751,0.60000002,0,501.6875,3.6944127,2.375,5.1875,1,1
"368",1293.5374,42,20,0,0,3.5865698,0,0.25,5.625,45,1.25,0.17286396,6.0149999,7.0837498,0.41250002,0,482.5625,3.8827252,3.625,4.9375,1,1
"369",1027.4921,40,20,0,0.3125,3.5865698,0,0.375,5.375,42.875,1.125,-0.077410705,1.071875,5.50875,0.60000002,0,491.1875,3.9190927,1.125,5.4375,1,1
"370",988.40662,38,23,0,0.4375,3.5076573,0,0.25,5.5,42.3125,1.25,-0.07741186,10.216875,8.8249998,0.60000002,0,575.9375,3.7661073,3.8125,4.875,1,1
"371",878.27179,38,23,0,0.3125,3.5076573,0,0.25,5,42.375,1.1875,0.2980006,5.8031249,6.2043753,0.60000002,0,548.625,3.9701531,0.75,5.8125,1,1
"372",1403.7738,43,20,0,0.5625,3.3241363,0.60000002,0.3125,3.9375,47.3125,1.0625,-0.077412419,15.32625,3.8768749,0.30000001,0,1255.8125,3.8786705,2.6875,5.4375,1,1
"373",1392.4869,73,23,0,0.8125,3.3241363,0.60000002,0.1875,5.3125,39.375,1.1875,-0.07741183,4.2635713,9.6171427,0.1875,0.9375,523.92859,4.1005697,1.1875,5.6875,1,1
"374",704.74457,39,17,0,0.75,3.6876287,0.40000001,0.5625,4.625,38.5,1.125,0.67341304,1.6833333,11.236,0.5625,0.8125,1083.8,4.0238433,3.5625,5.5,1,1
"375",973.39099,39,22,0,0.1875,3.6876287,1,0.1875,4.8125,36.375,1.125,0.17286338,4.3693752,4.8656249,0.60000002,0.3125,1218.375,3.872673,1.875,5.1875,1,1
"376",1020.1475,37,20,0,0.4375,3.5016458,0,0.25,4.5625,49.5625,1.125,0.17286257,16.088667,4.1160002,0.52500004,1,1286.3334,3.8078439,3.5,5.0625,1,1
"377",897.36041,61,25,0,0.5,3.6876287,1,0.25,3.8125,46.5,1.25,-0.077412695,12.980667,13.141334,0.33750001,1,1348.0667,3.781595,6.8125,4.875,1,1
"378",1140.1813,38,23,0,0.125,2.9957323,0.2,0.0625,4.0625,41.25,1.1875,-0.20254961,13.72,3.5539999,0.60000002,1,1110.9333,3.8148563,4.375,5,1,1
"379",1372.8899,38,23,0,0.25,3.2023399,0.80000001,0.1875,3.9375,43.25,1.125,-0.4528237,29.014666,6.5146666,0.075000003,0,1189.1333,3.7460408,6.625,4.6875,1,1
"380",1100.3163,38,20,0,1.25,3.5016458,0,0.75,4.0625,34.25,1.0625,0.5482735,0.86133331,18.273333,0.52500004,1,1263.4,4.1126695,1.5,6.125,1,1
"381",1102.2373,38,20,0,1.6875,3.5016458,0,0.75,4.3125,34.375,1.375,0.29799944,0.77333331,18.260666,0.60000002,1,1261.9333,3.985142,1.3125,5.875,1,1
"382",1153.1678,38,20,0,1.5625,3.5016458,0,0.625,4.5,33.4375,1.1875,0.17286369,0.83125001,18.775,0,1,1257.625,4.0655975,1.5625,6.0625,1,1
"383",1135.7545,38,20,0,1.5,3.5016458,0,0.625,4.1875,34.75,1.0625,0.67341131,1.348125,17.379375,0.60000002,1,1259.375,3.9764349,1.5625,5.8125,1,1
"384",1084.6144,38,23,0,0.375,2.9957323,0.2,0.125,5,44.875,1.125,-0.32768595,5.1599998,4.9743752,0.52500004,1,1145.125,3.6952732,5.5625,4.6875,1,1
"385",1272.3503,41,20,0,0.25,2.9311938,0.60000002,0.0625,5.5,40.9375,1.0625,-0.20254791,41.033123,30.641874,0.1125,1,1077.4375,3.9247665,2,5.0625,1,1
"386",1027.8339,42,20,0,0.4375,3.0204248,0,0.3125,4.3125,46.375,1.375,-0.077411279,3.05,16.714001,0.52500004,1,1133.8,3.8805988,2.1875,5,1,1
"387",1485.9998,41,20,0,0.625,3.3523571,0.60000002,0.1875,4.625,40.125,1.1875,0.047725625,0.28749999,4.776875,0.60000002,1,496.0625,3.9911399,3.5,5.625,1,1
"388",1157.353,42,20,0,0.125,3.0853443,1,0,4.3125,37.625,1.25,-0.077411279,0.84312499,11.34875,0.60000002,0.0625,501.3125,4.0761056,5.625,6.0625,1,1
"389",1088.1997,40,20,0,0.5,3.0853443,1,0.0625,4.5,45.25,1.0625,0.29800084,8.8599997,1.96875,0,0.4375,624.125,3.8943224,0.5,5.3125,1,1
"390",1062.8943,39,20,0,0.125,3.0853443,0.2,0.125,4.5,41.0625,1.25,-0.32768622,3.6681249,7.1306248,0.41250002,0.125,1409,3.7888808,5.125,5,1,1
"391",1067.007,39,37,0,2.0625,3.3087165,1,0.8125,4.6875,37.3125,1.125,0.54827464,0.72923076,1.7946154,0.15000001,1,1108,4.2113018,1.5625,6.5,1,1
"392",1112.3149,39,20,0,0.25,3.2132602,0,0.1875,4.1875,40.75,1.1875,-0.32768592,25.861334,6.5773335,0.075000003,0,1146.5333,3.4433472,5.625,3.8125,1,1
"393",906.26392,42,20,0,0.3125,3.1709454,0.40000001,0.1875,5.3125,44.25,1.1875,0.1728631,1.593125,9.7381248,0.52500004,0.125,541.1875,3.7651253,6.1875,4.875,1,1
"394",932.17902,42,20,0,0.25,3.1709454,0.40000001,0,4.625,48.375,1.375,-0.70309865,1.1393334,1.398,0.037500001,0,503.13333,3.8049319,4.8125,5.1875,1,1
"395",1162.5472,42,20,6.5621495,0.0625,3.1709454,0.40000001,0.25,4.4375,52.1875,1.3125,-0.32768622,9.8987503,7.7849998,0.60000002,0,479.8125,3.9562526,0.9375,5.25,1,1
"396",1194.3284,41,20,0,0.3125,3.2132602,1,0.0625,4.4375,42.9375,1.25,-0.32768533,23.223751,1.44875,0,1,1106.0625,3.6132338,3.125,4.0625,1,1
"397",1109.8236,41,20,0,0.1875,3.4672971,0.60000002,0.25,4.8125,38,1.125,-0.57795948,7.2550001,2.24875,0.15000001,0,1120.3125,3.752491,3.25,4.6875,1,1
"398",1290.3409,41,20,0,0.4375,3.3152764,0,0.3125,4.5625,48.9375,1.375,-0.32768509,4.5887499,4.3356252,0.60000002,1,1159.75,3.4877872,4.375,3.9375,1,1
"399",1291.8531,41,20,0,0.4375,3.2132602,1,0.3125,4.25,45.75,1.3125,-0.45282164,5.004375,7.0843749,0.5625,1,1075.0625,3.5930114,4.625,4.25,1,1
"400",1291.9841,41,20,0,0.375,3.2132602,1,0.25,4.6875,35.8125,1.1875,-0.45282286,12.13125,0.986875,0.33750001,1,1099.25,3.5868328,2.5625,4.1875,1,1
"401",1234.4401,41,20,0,0.125,2.9311938,0.60000002,0.1875,4.3125,39.8125,1.1875,-0.57795948,19.053125,9.8781252,0.52500004,1,1115.6875,3.6164744,2.375,4.1875,1,1
"402",1254.2869,38,20,0,0.9375,2.9311938,0.60000002,0.4375,5.5625,37.9375,1.125,-0.45282197,32.759377,16.52,0.22500001,1,1121.625,3.7377663,3.9375,4.875,1,1
"403",1053.1268,42,30,0,0.0625,3.3032169,0.2,0.0625,4.375,41.6875,1.1875,-0.57795978,22.344999,4.774375,0,0.5625,1218.0625,3.6098733,4.3125,4.25,1,1
"404",900.09833,31,18,0,0.125,2.9957323,0.2,0.5,5,43.5,1.375,-0.077411845,0.62187499,8.2281246,0.60000002,0,713.5,3.7716475,3.625,5.375,1,1
"405",929.92749,43,19,0,0.5,3.5812943,1,0.0625,4.0625,49.0625,1.375,-0.077411845,0.63999999,9.3718748,0,0.75,783.3125,3.822886,2.625,5.375,1,1
"406",1033.8049,42,20,0,1.9375,3.4473426,0.625,0.9375,4.0625,38.625,1.125,-0.077411599,3.213125,4.8187499,0,0,1102.625,3.9935279,2.5,5.6875,1,1
"407",1033.8049,42,20,0,2.5,3.4672971,0.60000002,1,4.875,38,1.4375,0.047724433,2.274375,3.885,0,0,1078.3125,4.2007227,0.1875,6.25,1,1
"408",1030.4048,42,20,0,1.0625,3.4672971,0.60000002,0.9375,4.8125,36.3125,1.0625,-0.32768649,1.124375,4.2062502,0,0,1104,3.8164256,5.4375,5.0625,1,1
"409",1079.9963,41,20,0,1.125,3.4672971,0.60000002,0.8125,5.125,39.125,1,0.42313722,3.8931251,4.1824999,0,0,1082.875,3.8440769,3.1875,5.5,1,1
"410",909.87598,31,19,0,0.25,3.5812943,0.40000001,0.125,4.5,42.1875,1.3125,0.17286338,14.596875,6.9818749,0,0,694.1875,3.6256349,5.875,5,1,1
"411",778.25433,43,19,0,0.25,NA,0.2,0.0625,4.125,36.0625,1.1875,-0.077410996,1.4314286,9.0728569,0.26250002,0,514.85712,3.7457993,1.3125,5.5,1,1
"412",1090.4053,58,19,0,0.06666667,3.4260526,0.60000002,0,4.0666666,43.733334,1.2666667,-0.55293429,26.498667,20.038,0.2,1,1049.5333,3.4465837,1.4,4.4000001,1,1
"413",857.94922,43,19,0,0.1875,3.328985,0.40000001,0.25,4.875,43,1.125,0.17286342,36.466431,0.83428574,0.60000002,0,641.78571,3.6691909,1.4375,4.8125,1,1
"414",935.3728,63,30,0,0.125,3.1463051,0.80000001,0.125,5.1875,41.8125,1.25,-0.32768449,44.273125,11.62375,0,1,662.5625,3.5126946,4.875,4.6875,1,1
"415",940.85773,44,29,0,0.25,3.328985,0.40000001,0.1875,4.3125,41,1.25,-0.32768592,40.557999,3.4560001,0.26250002,0,799.53333,3.7702773,2.125,5.3125,1,1
"416",893.74493,44,13,0,0.625,3.5064578,0.80000001,0.3125,4.5625,41,1.0625,0.42313692,2.141875,7.7668753,0,0,987.125,3.6848125,1.875,5.3125,1,1
"417",920.66174,43,12,0,0.60000002,3.5514834,0.2,0.06666667,4.4666667,37.666668,1.2,0.24794526,7.658,10.528,0.60000002,0,915.26666,3.8261054,2.3333333,5.4000001,1,1
"418",854.39301,44,14,0,0.5625,3.5064578,0.80000001,0.4375,3.75,43.25,1.375,-0.077411525,14.28,6.5743752,0.375,0,829.125,3.7608714,7.4375,5.6875,1,1
"419",834.43109,54,13,0,0.625,3.5025499,0.60000002,0.4375,4.6875,42.25,1.3125,0.42313811,12.205,7.3356252,0.1875,0,831.0625,3.7187185,2.0625,4.875,1,1
"420",769.4881,52,13,0,0.75,3.4062471,0.046875,0.5,3.625,36.9375,1.3125,0.047725622,1.0646666,2.1459999,0.60000002,0,516.33331,4.1003428,1.9375,6,2,1
"421",807.10889,53,14,0,0.1875,3.3636687,0.60000002,0.1875,4.1875,35.875,1.1875,-0.20255017,4.1881251,4.6856251,0.52500004,0,319.0625,3.7530079,6.5,5.3125,2,1
"422",884.39502,53,16,0,0.3125,3.6333668,0.40000001,0.1875,5.25,39.6875,1.25,0.047726203,17.023125,12.986875,0.52500004,0,571.8125,3.8612692,8.75,5,2,1
"423",1031.1229,44,14,0,0,3.5470278,0.2,0,4.75,38.0625,1.4375,-0.45282343,0.5053333,5.3713331,0.60000002,1,863.53333,3.7485855,9.1875,4.8125,2,1
"424",982.22217,44,14,0,0.0625,3.5470278,0.2,0.1875,4.5,37.1875,1.25,0.17286338,8.2823076,1.9707692,0.60000002,1,686.0769,3.8215001,8.125,5.125,2,1
