,0,pred,actual
165,1.503007386633514,1.4115649794319745,1.503007386633514
166,2.2518395554100685,1.8503647446198164,2.2518395554100685
167,0.6643306173771254,1.4821153696703135,0.6643306173771254
168,1.3665152391327045,1.2908495144597598,1.3665152391327045
169,2.230814157757968,1.5439248321474404,2.230814157757968
170,1.925715776938253,1.2410359428579598,1.925715776938253
171,1.636252139444185,1.5469031463687093,1.636252139444185
172,2.483090171331529,2.140404540348852,2.483090171331529
173,2.168587128595044,2.058338464569676,2.168587128595044
174,1.6837431080998357,1.9318173795333236,1.6837431080998357
175,0.8005852738194988,1.8623127210378556,0.8005852738194988
176,2.465484122543622,2.2488540078966883,2.465484122543622
177,0.6112242969938914,2.018197091786429,0.6112242969938914
178,2.2652174235321265,1.8570636451207254,2.2652174235321265
179,1.9484071536436216,2.07566266480636,1.9484071536436216
180,2.770818514843424,2.0019913405542575,2.770818514843424
181,1.886471056947618,1.8357160661105572,1.886471056947618
182,1.6060882400911012,1.6306001021161016,1.6060882400911012
183,2.42172182899584,2.168223660567954,2.42172182899584
184,0.36238644681532534,0.8848756024866378,0.36238644681532534
185,2.1186850156377663,1.218077787245111,2.1186850156377663
186,2.5014045566987786,1.7471531767359854,2.5014045566987786
187,2.5427832795457426,1.7612561240192033,2.5427832795457426
188,1.8572508467384057,2.06587858587518,1.8572508467384057
189,1.8184464592320668,1.8864388276394042,1.8184464592320668
190,2.072424754359711,2.066449728242315,2.072424754359711
191,2.1421118619127992,1.9405421979425816,2.1421118619127992
192,1.7147015620135104,1.7390645007585093,1.7147015620135104
193,2.6237129798042402,2.0704020680851576,2.6237129798042402
194,2.4293282043649875,1.9176501127087802,2.4293282043649875
195,1.8995621292161722,1.7413675269730338,1.8995621292161722
196,3.4838902911865945,1.8788083584721786,3.4838902911865945
197,2.3680911772811326,2.359645031636017,2.3680911772811326
198,1.3120331109455046,2.217451702410081,1.3120331109455046
199,2.542409228297482,1.497636988686211,2.542409228297482
200,1.7074114477472453,1.193767799819808,1.7074114477472453
201,1.5593496551825432,1.0828876663267217,1.5593496551825432
202,1.9378793058811326,1.5541482707549026,1.9378793058811326
203,0.0,0.8426020829915,0.0
