"","FNID","mkt","weights"
"189","MW2012C3010517","MZIMBA",0.336653684600848
"190","MW2012C3010517","MPAMBA",0.154573647103156
"191","MW2012C3010517","HEWE",0.242499279409828
"192","MW2012C3010517","RUMPHI",0.266273388886168
"193","MW2012C3020203","NTCHISI",0.699264931142758
"194","MW2012C3020203","MWANSAMBO",0.300735068857242
"195","MW2012C3020503","NKHOMA",0.548687715743447
"196","MW2012C3020503","SALIMA",0.451312284256553
"197","MW2012C3030306","ZOMBA",0.701078663907773
"198","MW2012C3030306","LIWONDE",0.298921336092227
"199","MW2012C3030514","CHIKWAWA",0.106716046605596
"200","MW2012C3030514","LIMBE",0.425143469313947
"201","MW2012C3030514","LUCHENZA",0.136420809378377
"202","MW2012C3030514","LUNZU",0.33171967470208
"203","MW2012C3030414","LIMBE",0.234770050107514
"204","MW2012C3030414","LUCHENZA",0.0753334405092753
"205","MW2012C3030414","CHIRADZULU",0.22873838476866
"206","MW2012C3030414","LUNZU",0.183180150402232
"207","MW2012C3030414","MAYAKA",0.0921632606540075
"208","MW2012C3030414","ZOMBA",0.185814713558312
"209","MW2012C3020603","NKHOMA",0.157341179059839
"210","MW2012C3020603","LILONGWE",0.207458577640324
"211","MW2012C3020603","BOWE",0.0428493785444411
"212","MW2012C3020603","KASIYA",0.153451480963343
"213","MW2012C3020603","DOWA",0.113177863126011
"214","MW2012C3020603","SALIMA",0.129417890890631
"215","MW2012C3020603","MPONELA",0.0969690023317316
"216","MW2012C3020603","SANTHE",0.0993346274436793
"217","MW2012C3030214","ZOMBA",0.429416302667492
"218","MW2012C3030214","LIWONDE",0.183091715011936
"219","MW2012C3030214","NTAJA",0.301721368181026
"220","MW2012C3030214","CHIMBIYA",0.0857706141395455
"221","MW2012C3030204","ZOMBA",0.429416302667492
"222","MW2012C3030204","LIWONDE",0.183091715011936
"223","MW2012C3030204","NTAJA",0.301721368181026
"224","MW2012C3030204","CHIMBIYA",0.0857706141395455
"225","MW2012C3030804","NGABU",0.132208200637334
"226","MW2012C3030804","LIMBE",0.241685532260532
"227","MW2012C3030804","BANGULA",0.089177879017604
"228","MW2012C3030804","CHIRADZULU",0.235476195732425
"229","MW2012C3030804","PHALOMBE",0.206574133179611
"230","MW2012C3030804","MAYAKA",0.0948780591724937
"231","MW2012C3010503","CHATOLOMA",0.425162319290057
"232","MW2012C3010503","DWANGWA",0.301643772918834
"233","MW2012C3010503","JENDA",0.273193907791109
"234","MW2012C3010509","DWANGWA",0.524745998811863
"235","MW2012C3010509","JENDA",0.475254001188137
"236","MW2012C3031105","NSANJE",0.195747122307486
"237","MW2012C3031105","NGABU",0.480286863486873
"238","MW2012C3031105","BANGULA",0.323966014205641
"239","MW2012C3010409","RUMPHI",0.623965484165316
"240","MW2012C3010409","CHILUMBA",0.376034515834684
"241","MW2012C3030714","LIMBE",0.506506532443649
"242","MW2012C3030714","CHIRADZULU",0.493493467556351
"243","MW2012C3030314","CHIRADZULU",0.390376631305088
"244","MW2012C3030314","MAYAKA",0.157290536350476
"245","MW2012C3030314","ZOMBA",0.317120897741655
"246","MW2012C3030314","LIWONDE",0.13521193460278
"247","MW2012C3030304","PHALOMBE",0.329387945901049
"248","MW2012C3030304","MAYAKA",0.151285587120113
"249","MW2012C3030304","ZOMBA",0.305014035275482
"250","MW2012C3030304","NTAJA",0.214312431703355
"251","MW2012C3010107","MISUKU",0.486595110580231
"252","MW2012C3010102","KARONGA",0.320238932240745
"253","MW2012C3010102","MISUKU",0.178513431840744
"254","MW2012C3010209","KARONGA",0.505796707169812
"255","MW2012C3010201","KARONGA",0.39455246759502
"256","MW2012C3010201","MISUKU",0.219938639374028
"257","MW2012C3010210","KARONGA",0.642080028694205
"258","MW2012C3010210","MISUKU",0.357919971305796
