"","FNID","mkt","weights"
"98","TZ2009L139","Bukoba",0.00111339841789176
"99","TZ2009L140","Morogoro",0.149929136630476
"100","TZ2009L140","Dodoma",0.0165905771608534
"101","TZ2009L140","Iringa",0.83348028620867
"102","TZ2009L141","Morogoro",0.932786473083869
"103","TZ2009L141","Dar Es Salaam",0.0672135269161308
"104","TZ2009L142","Morogoro",0.90552822427036
"105","TZ2009L142","Iringa",0.0944717757296398
"106","TZ2009L143","Iringa",0.82836054786884
"107","TZ2009L143","Songea",0.17163945213116
"108","TZ2009L144","Morogoro",0.993639373825525
"109","TZ2009L144","Iringa",0.00636062617447535
"110","TZ2009L145","Morogoro",1
"111","TZ2009L146","Morogoro",0.0228173588703877
"112","TZ2009L146","Tanga",1.93723322415093e-06
"113","TZ2009L146","Dar Es Salaam",0.977180703896388
"114","TZ2009L147","Morogoro",1
"115","TZ2009L148","Morogoro",1
"116","TZ2009L149","Lindi",1
"117","TZ2009L150","Dar Es Salaam",0.0101629255849068
"118","TZ2009L150","Lindi",0.918557149401554
"119","TZ2009L151","Dar Es Salaam",0.287038195883084
"120","TZ2009L151","Lindi",0.712961804116916
"121","TZ2009L152","Morogoro",0.0339344753797923
"122","TZ2009L152","Dar Es Salaam",0.143133800778164
"123","TZ2009L152","Songea",0.00428331616917605
"124","TZ2009L152","Lindi",0.818648407672867
"125","TZ2009L153","Lindi",0.933905068533862
"126","TZ2009L154","Morogoro",0.0601343465252078
"127","TZ2009L154","Dar Es Salaam",0.460197719990063
"128","TZ2009L154","Lindi",0.225085278302776
"129","TZ2009L155","Dodoma",0.562131165447093
"130","TZ2009L155","Babati",0.0885148215872042
"131","TZ2009L155","Singida",0.324899151358594
"132","TZ2009L155","Iringa",0.0244548616071087
"133","TZ2009L156","Dodoma",1
"134","TZ2009L157","Sumbawanga",1
"135","TZ2009L158","Sumbawanga",0.992085748110504
"136","TZ2009L158","Mbeya",0.00791425188949632
"137","TZ2009L159","Mbeya",1
"138","TZ2009L160","Mbeya",1
"139","TZ2009L161","Mbeya",1
"140","TZ2009L162","Mbeya",1
"141","TZ2009L163","Iringa",0.0325126472573321
"142","TZ2009L163","Mbeya",0.967487352742668
"143","TZ2009L164","Sumbawanga",0.335891198581769
"144","TZ2009L164","Mbeya",0.664108801418231
"145","TZ2009L165","Sumbawanga",0.0061098354496274
"146","TZ2009L165","Mbeya",0.993890164550373
"147","TZ2009L166","Sumbawanga",0.381932734787576
"148","TZ2009L166","Mbeya",0.618067265212424
"149","TZ2009L167","Songea",0.571067700440136
"150","TZ2009L167","Mbeya",0.428932299559864
"151","TZ2009L168","Songea",1
"152","TZ2009L169","Songea",1
"153","TZ2009L170","Songea",0.963473745439677
"154","TZ2009L170","Mbeya",0.0365262545603227
"155","TZ2009L171","Iringa",0.687906034155732
"156","TZ2009L171","Songea",0.188762341155391
"157","TZ2009L171","Mbeya",0.123331624688877
"158","TZ2009L172","Iringa",1
"159","TZ2009L173","Mbeya",1
"160","TZ2009L174","Iringa",0.402977140952661
"161","TZ2009L174","Mbeya",0.597022859047339
"162","TZ2009L175","Dodoma",0.000309997202045587
"163","TZ2009L175","Iringa",0.845122154443009
"164","TZ2009L175","Mbeya",0.154567848354945
"165","TZ2009L176","Songea",0.466772879549777
"166","TZ2009L176","Lindi",0.533227120450223
"167","TZ2009L177","Dodoma",0.00138623611145952
"168","TZ2009L177","Singida",0.00869928799168902
"169","TZ2009L177","Tabora",0.45839570182073
"170","TZ2009L177","Kigoma",0.0432054029200163
"171","TZ2009L177","Sumbawanga",0.425918580610919
"172","TZ2009L177","Mbeya",0.0623947905451864
"173","TZ2009L178","Kigoma",0.00260122706422061
"174","TZ2009L178","Sumbawanga",0.778940312761584
"175","TZ2009L178","Mbeya",0.218458460174196
"176","TZ2009L198","Babati",0.00554735984254136
"177","TZ2009L198","Moshi",0.0600653604536019
"178","TZ2009L198","Arusha",0.00491678228101464
"179","TZ2009L198","Musoma",0.148407506352155
"180","TZ2009L198","Mwanza",0.654825026664028
"181","TZ2009L198","Bukoba",0.0870989804431268
"182","TZ2009L198","Kigoma",0.0117058258988006
"183","TZ2009L198","Sumbawanga",0.0274331580647318
"184","TZ2009L199","Morogoro",0.0629089645283808
"185","TZ2009L199","Dodoma",0.00748235941769822
"186","TZ2009L199","Tanga",0.161861203804021
"187","TZ2009L199","Babati",0.0217695899356944
"188","TZ2009L199","Arusha",0.00609040117107051
"189","TZ2009L199","Dar Es Salaam",0.260450386795204
"190","TZ2009L199","Musoma",0.0249744004778679
"191","TZ2009L199","Singida",0.00826312909254719
"192","TZ2009L199","Shinyanga",0.00682427637122587
"193","TZ2009L199","Iringa",0.0369383432756629
"194","TZ2009L199","Tabora",0.0219844108669693
"195","TZ2009L199","Mwanza",0.00491582499516233
"196","TZ2009L199","Bukoba",0.0665400676676367
"197","TZ2009L199","Kigoma",0.20958657458132
"198","TZ2009L199","Songea",0.0502531660290163
"199","TZ2009L199","Lindi",0.00254332387349447
"200","TZ2009L199","Sumbawanga",0.0118977907563292
"201","TZ2009L199","Mbeya",0.0347157863606994
"202","TZ2009L150","Lindi",0.0356399625067694
"203","TZ2009L150","Mtwara",0.0356399625067694
"204","TZ2009L153","Lindi",0.0330474657330691
"205","TZ2009L153","Mtwara",0.0330474657330691
"206","TZ2009L154","Lindi",0.127291327590977
"207","TZ2009L154","Mtwara",0.127291327590977
