,OBJECTID,seqID,FNID,EFF_YEAR,COUNTRY,ADMIN0,ADMIN1,ADMIN2,ADMIN3,LZCODE,LZNAME,FNID_OLD,EFF_PERD,split_id,OBJECTID_1,Id,Input_FID,FID_,Name,Latitude,Longitude,Shape_Leng,Shape_Area,area,pop,pop.sum,weights
61,22,V164,MW2012C3010417,2012,MW,Malawi,Northern,Rumphi,NA,MW17,Western Rumphi & Mumba,10922517,3,31,70,0,21,21,RUMPHI,-11.016667,33.866667,203496.8286,2321378043,631311154.3,71815.72448,133274.2239,0.53885682
62,22,V29,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,70,0,21,21,RUMPHI,-11.016667,33.866667,203496.8286,2321378043,880930387.7,545.6902512,133274.2239,0.004094492
63,22,V114,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,NA,MW08,Mzimba Self Sufficient,10921708,3,19,70,0,21,21,RUMPHI,-11.016667,33.866667,203496.8286,2321378043,378193958,41540.30847,133274.2239,0.311690493
64,22,V219,MW2012C3010517,2012,MW,Malawi,Northern,Mzimba,NA,MW17,Western Rumphi & Mumba,10921717,3,44,70,0,21,21,RUMPHI,-11.016667,33.866667,203496.8286,2321378043,281200639.2,16443.97343,133274.2239,0.1233845
65,22,V272,MW2012C3010409,2012,MW,Malawi,Northern,Rumphi,NA,MW09,Nkhata Bay Cassava,10922509,3,57,70,0,21,21,RUMPHI,-11.016667,33.866667,203496.8286,2321378043,49514102.62,2928.527213,133274.2239,0.021973695
66,23,V68,MW2012C3020403,2012,MW,Malawi,Central,Dowa,NA,MW03,Kasungu Lilongwe Plain,10920703,3,10,50,0,22,22,SALIMA,-13.779553,34.458641,254660.6819,4057750462,3470273.199,359.0634444,250665.0795,0.001432443
67,23,V206,MW2012C3020513,2012,MW,Malawi,Central,Salima,NA,MW13,Rift Valley Escarpment,10922613,3,41,50,0,22,22,SALIMA,-13.779553,34.458641,254660.6819,4057750462,1081172376,199367.0108,250665.0795,0.795352154
68,23,V245,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,NA,MW03,Kasungu Lilongwe Plain,10921103,3,50,50,0,22,22,SALIMA,-13.779553,34.458641,254660.6819,4057750462,58144123.49,5338.490584,250665.0795,0.021297305
69,23,V201,MW2012C3020515,2012,MW,Malawi,Central,Salima,NA,MW15,Southern Lakeshore,10922615,3,40,50,0,22,22,SALIMA,-13.779553,34.458641,254660.6819,4057750462,548991398.1,NA,250665.0795,NA
70,23,V186,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,NA,MW15,Southern Lakeshore,10921315,3,37,50,0,22,22,SALIMA,-13.779553,34.458641,254660.6819,4057750462,121540252.8,NA,250665.0795,NA
71,23,V62,MW2012C3020803,2012,MW,Malawi,Central,Dedza,NA,MW03,Kasungu Lilongwe Plain,10920603,3,9,50,0,22,22,SALIMA,-13.779553,34.458641,254660.6819,4057750462,191396686.7,18716.47042,250665.0795,0.074667243
72,23,V222,MW2012C3020503,2012,MW,Malawi,Central,Salima,NA,MW03,Kasungu Lilongwe Plain,10922603,3,46,50,0,22,22,SALIMA,-13.779553,34.458641,254660.6819,4057750462,113487413.2,26884.04423,250665.0795,0.107250856
73,24,V92,MW2012C3020103,2012,MW,Malawi,Central,Kasungu,NA,MW03,Kasungu Lilongwe Plain,10920903,3,14,62,0,23,23,MADISI,-13.419069,33.603587,101748.7112,558800878.1,56191907.44,5843.01435,131350.5469,0.044484127
74,24,V72,MW2012C3020403,2012,MW,Malawi,Central,Dowa,NA,MW03,Kasungu Lilongwe Plain,10920703,3,10,62,0,23,23,MADISI,-13.419069,33.603587,101748.7112,558800878.1,468950871.7,125507.5325,131350.5469,0.955515873
75,25,V156,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,NA,MW03,Kasungu Lilongwe Plain,10922303,3,29,61,0,24,24,BOWE,-13.3,33.7,99978.80691,592092940.7,137499231.4,18383.7484,71138.7399,0.258421058
76,25,V91,MW2012C3020103,2012,MW,Malawi,Central,Kasungu,NA,MW03,Kasungu Lilongwe Plain,10920903,3,14,61,0,24,24,BOWE,-13.3,33.7,99978.80691,592092940.7,152349507.6,15993.07383,71138.7399,0.224815253
77,25,V71,MW2012C3020403,2012,MW,Malawi,Central,Dowa,NA,MW03,Kasungu Lilongwe Plain,10920703,3,10,61,0,24,24,BOWE,-13.3,33.7,99978.80691,592092940.7,267318358.3,36761.91767,71138.7399,0.516763689
78,26,V25,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,60,0,25,25,MALOMO,-13.158857,33.81461,116969.0434,788777461.5,174066762.6,11456.69419,96620.28233,0.118574423
79,26,V155,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,NA,MW03,Kasungu Lilongwe Plain,10922303,3,29,60,0,25,25,MALOMO,-13.158857,33.81461,116969.0434,788777461.5,352799338.6,50314.7243,96620.28233,0.520747022
80,26,V90,MW2012C3020103,2012,MW,Malawi,Central,Kasungu,NA,MW03,Kasungu Lilongwe Plain,10920903,3,14,60,0,25,25,MALOMO,-13.158857,33.81461,116969.0434,788777461.5,216250181.1,34848.86385,96620.28233,0.360678555
81,27,V271,MW2012C3010409,2012,MW,Malawi,Northern,Rumphi,NA,MW09,Nkhata Bay Cassava,10922509,3,57,69,0,26,26,THETE,-11.016667,34,239428.4649,2849189905,949779346.5,64758.39034,92467.21645,0.700338918
82,27,V28,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,69,0,26,26,THETE,-11.016667,34,239428.4649,2849189905,151199306.4,46.27306414,92467.21645,0.000500427
83,27,V128,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,NA,MW09,Nkhata Bay Cassava,10921909,3,22,69,0,26,26,THETE,-11.016667,34,239428.4649,2849189905,331904306.5,13231.64755,92467.21645,0.143095554
84,27,V113,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,NA,MW08,Mzimba Self Sufficient,10921708,3,19,69,0,26,26,THETE,-11.016667,34,239428.4649,2849189905,277507266.9,14430.9055,92467.21645,0.156065101
85,28,V241,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,NA,MW03,Kasungu Lilongwe Plain,10921103,3,50,41,0,27,27,NAMBUMA,-13.70352,33.59763,115780.0132,908871868.1,481215858.6,109091.4989,205892.7739,0.529846176
86,28,V65,MW2012C3020403,2012,MW,Malawi,Central,Dowa,NA,MW03,Kasungu Lilongwe Plain,10920703,3,10,41,0,27,27,NAMBUMA,-13.70352,33.59763,115780.0132,908871868.1,370856158.6,96801.27495,205892.7739,0.470153824
87,29,V1,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,1,0,28,28,MULOZA,-16.076728,35.731364,125859.3181,669834918,13852356.43,0.377985872,9112.619745,4.15E-05
88,29,V157,MW2012C3030904,2012,MW,Malawi,Southern,Phalombe,NA,MW04,Lake Chilwa - Phalombe Plain,10922404,3,30,1,0,28,28,MULOZA,-16.076728,35.731364,125859.3181,669834918,20685275.48,9112.241759,9112.619745,0.999958521
89,29,V101,MW2012C3030816,2012,MW,Malawi,Southern,Mulanje,NA,MW16,Thyolo Mulunje Tea Estates,10921516,3,17,1,0,28,28,MULOZA,-16.076728,35.731364,125859.3181,669834918,579884359.4,NA,9112.619745,NA
90,3,V41,MW2012C3031005,2012,MW,Malawi,Southern,Chikwawa,NA,MW05,Lower Shire,10920305,3,4,19,0,2,2,CHIKWAWA,-16.035,34.801,192745.5638,2084219403,904490948.7,146867.1253,206169.1726,0.712362199
91,3,V227,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,NA,MW14,Shire Highlands,10920214,3,48,19,0,2,2,CHIKWAWA,-16.035,34.801,192745.5638,2084219403,79554197.53,33887.29768,206169.1726,0.164366463
92,3,V33,MW2012C3030506,2012,MW,Malawi,Southern,Blantyre,NA,MW06,Middle Shire Valley,10920206,3,3,19,0,2,2,CHIKWAWA,-16.035,34.801,192745.5638,2084219403,13595203.04,817.263654,206169.1726,0.003964044
93,3,V168,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,NA,MW16,Thyolo Mulunje Tea Estates,10922716,3,32,19,0,2,2,CHIKWAWA,-16.035,34.801,192745.5638,2084219403,65876692.3,18644.75765,206169.1726,0.090434265
94,3,V12,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,19,0,2,2,CHIKWAWA,-16.035,34.801,192745.5638,2084219403,851042300.9,5952.72837,206169.1726,0.028873028
95,30,V132,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,NA,MW11,Northern Lakeshore,10922011,3,23,68,0,29,29,CHINTHECHE,-11.833333,34.166667,258528.4971,4365804237,14842426.84,4258.591377,108269.9953,0.039333071
96,30,V120,MW2012C3010311,2012,MW,Malawi,Northern,Nkhata Bay,NA,MW11,Northern Lakeshore,10921911,3,21,68,0,29,29,CHINTHECHE,-11.833333,34.166667,258528.4971,4365804237,475065221.9,78856.5532,108269.9953,0.728332471
97,30,V127,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,NA,MW09,Nkhata Bay Cassava,10921909,3,22,68,0,29,29,CHINTHECHE,-11.833333,34.166667,258528.4971,4365804237,1016447038,25154.85077,108269.9953,0.232334459
98,31,V10,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,354024391.5,NA,213888.8552,NA
99,31,V167,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,NA,MW16,Thyolo Mulunje Tea Estates,10922716,3,32,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,107167274.4,46720.6637,213888.8552,0.218434306
100,31,V40,MW2012C3031005,2012,MW,Malawi,Southern,Chikwawa,NA,MW05,Lower Shire,10920305,3,4,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,111980578.8,15311.21011,213888.8552,0.07158489
101,31,V140,MW2012C3031116,2012,MW,Malawi,Southern,Nsanje,NA,MW16,Thyolo Mulunje Tea Estates,10922116,3,26,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,18013138.66,1418.901776,213888.8552,0.006633828
102,31,V268,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,NA,MW05,Lower Shire,10922105,3,56,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,741702235.4,150438.0796,213888.8552,0.703346977
103,32,V138,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,NA,MW13,Rift Valley Escarpment,10922013,3,25,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,592159460.4,61647.19132,187569.9765,0.328662361
104,32,V152,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,NA,MW03,Kasungu Lilongwe Plain,10922303,3,29,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,365566389.9,33114.24847,187569.9765,0.176543438
105,32,V130,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,NA,MW11,Northern Lakeshore,10922011,3,23,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,235386379.8,36108.27755,187569.9765,0.192505636
106,32,V220,MW2012C3020203,2012,MW,Malawi,Central,Nkhotakota,NA,MW03,Kasungu Lilongwe Plain,10922003,3,45,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,72389951.29,13601.33917,187569.9765,0.072513413
107,32,V69,MW2012C3020403,2012,MW,Malawi,Central,Dowa,NA,MW03,Kasungu Lilongwe Plain,10920703,3,10,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,260092.1423,141.2411933,187569.9765,0.000753005
108,32,V207,MW2012C3020513,2012,MW,Malawi,Central,Salima,NA,MW13,Rift Valley Escarpment,10922613,3,41,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,168871424.9,27713.34054,187569.9765,0.147749342
109,32,V20,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,146600074.8,6656.517544,187569.9765,0.035488182
110,32,V202,MW2012C3020515,2012,MW,Malawi,Central,Salima,NA,MW15,Southern Lakeshore,10922615,3,40,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,65966434.72,8587.820758,187569.9765,0.045784624
111,33,V112,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,NA,MW08,Mzimba Self Sufficient,10921708,3,19,67,0,32,32,MPAMBA,-11.387156,34.164475,225507.1508,2408413369,19289537.41,711.1924307,32601.42352,0.021814766
