"y3_hhid","FCS","HDDS","rCSI","rural","FS_month","FS_year","clusterid","region2","region3","region4","region5","region6","region7","region8","region9","region10","region11","region12","region13","region14","region15","region16","region17","region18","region19","region20","region21","region51","region52","region53","region54","region55","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","slope","head_age","female_head","asset_index","Cellphone","num_cell","floor_dirt_sand_dung","roof_not_natural","roof_iron"
"2790-001",65.5,6,0,1,3,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9,70.4,39,0,0,0,0,2.426484,37,0,-0.471759940995738,1,2,1,0,0
"2791-001",30,3,5,1,3,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8,70.5,39,0,1,0,0,4.855826,67,0,-0.471759940995738,0,0,1,1,1
"2791-003",28,5,3,1,3,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.2,71.1,41,0,0,0,0,2.967931,24,0,-0.99011027338237,0,0,1,1,1
"2791-007",37,5,0,1,3,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,73.3,55,0,0,0,0,3.963972,29,0,-0.471759940995738,1,1,1,1,1
"2792-001",46,5,0,1,3,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.3,55,0,0,0,0,3.963972,54,0,-0.471759940995738,1,3,1,1,1
"2792-106",47.5,6,9,1,3,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.5,99.7,2,0,1,0,0,3.160097,46,0,-0.471759940995738,1,2,1,1,1
"2793-001",59,6,8,1,3,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,73.1,53,0,0,0,0,1.972478,63,0,0.903910775957016,1,3,0,1,1
"2793-002",69,6,11,1,6,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.9,99.2,0,0,1,0,0,2.443947,45,1,-0.471759940995738,0,0,1,1,1
"2793-003",48,6,12,1,3,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.3,53,0,0,0,0,3.963972,30,0,0.903910775957016,1,1,0,1,1
"2793-004",35,5,0,1,5,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45.3,55.3,45,0,0,0,0,2.531268,34,0,0.903910775957016,1,3,0,1,1
"2794-001",30,5,7,0,3,2013,17506011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.3,49,0,0,0,0,4.243695,74,0,-0.455868827063573,0,0,1,0,0
"2795-001",60,6,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.6,86.7,2,0,0,0,0,2.670989,86,0,-0.99011027338237,1,2,1,1,1
"2796-001",61,6,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.8,87.4,0,0,0,0,0,2.443947,74,0,-0.99011027338237,1,2,1,1,1
"2796-003",80,6,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.2,87.6,4,0,0,0,0,1.86772,36,0,-0.471759940995738,1,1,1,1,1
"2796-006",96,7,0,1,10,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7,79.8,2,0,1,0,0,2.478875,58,0,0.609391231195273,1,6,0,1,1
"2797-001",58,6,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47.5,102.4,0,0,0,0,0,1.169424,62,1,-0.99011027338237,1,3,1,1,1
"2797-002",59,6,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.3,101.6,0,0,0,0,0,1.518553,29,0,-0.99011027338237,1,3,1,1,1
"2797-017",82,6,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49.1,98.5,0,0,0,0,0,1.448725,80,0,-0.99011027338237,1,1,1,1,1
"2798-001",75.5,6,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.7,85.8,2,0,0,0,0,3.125156,72,0,-0.471759940995738,1,3,1,1,1
"2799-001",42,3,10,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.6,86.2,0,0,0,0,0,1.483639,47,1,-0.455868827063573,1,1,1,0,0
"2800-001",42,5,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.2,83.6,26,0,0,0,0,1.309072,50,0,-0.471759940995738,1,1,1,1,1
"2800-005",24,4,16,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.2,83.6,26,0,0,0,0,1.309072,27,0,-0.974219159450205,1,1,1,0,0
"2801-001",52.5,3,0,1,6,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,112.1,49,0,1,0,0,2.129624,39,0,-0.974219159450205,0,0,1,0,0
"2802-001",78,6,7,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.1,99.8,0,0,0,0,0,2.531268,62,0,-0.471759940995738,0,0,1,0,0
"2802-002",41,5,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68.2,128.6,0,0,0,0,0,3.876571,59,1,-0.974219159450205,1,1,1,0,0
"2803-001",22,5,41,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.2,86.2,0,0,0,0,0,1.675673,93,0,0.903910775957016,1,2,1,0,0
"2804-001",105,7,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.6,86.2,2,0,0,0,0,1.832801,54,1,-0.455868827063573,1,2,1,1,1
"2805-001",29,4,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.4,86.1,10,0,0,0,0,1.832801,40,0,-0.455868827063573,1,1,1,1,1
"2806-001",43,5,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.6,86.1,14,0,0,0,0,1.832801,60,1,-0.974219159450205,0,0,0,1,1
"2806-002",49,6,0,1,8,2013,17604003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.5,86.1,2,0,0,0,0,1.832801,39,0,-0.455868827063573,1,1,0,1,1
"2807-001",41,6,14,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.8,93.9,8,0,1,0,0,2.007398,38,0,-0.99011027338237,0,0,1,1,1
"2808-001",27.5,5,7,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,93.7,4,0,1,0,0,2.007398,61,0,-0.471759940995738,1,3,0,1,1
"2808-004",71,6,0,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.9,93.8,4,0,1,0,0,2.007398,21,1,-0.455868827063573,1,1,0,1,1
"2809-001",26.5,4,15,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.9,93.9,4,0,1,0,0,2.007398,44,0,-0.471759940995738,1,1,1,1,1
"2810-001",34,5,6,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.2,96.1,0,0,1,0,0,2.601127,23,0,-0.974219159450205,0,0,1,1,1
"2811-001",44,6,7,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.2,94,4,0,1,0,0,2.007398,65,0,0.903910775957016,1,7,0,1,1
"2811-008",49,6,6,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,116,55,0,1,0,0,1.553468,45,0,0.903910775957016,1,2,0,1,1
"2812-001",73,7,0,1,5,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.9,60.6,39,0,1,0,0,1.18688,63,0,0.609391231195273,1,5,1,1,1
"2813-001",60,7,2,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.8,93.8,8,0,1,0,0,2.007398,28,0,-0.471759940995738,1,3,0,1,1
"2814-001",63.5,5,4,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.5,93.8,8,0,1,0,0,2.024858,73,1,-0.471759940995738,1,1,1,1,1
"2814-009",40,3,0,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.5,93.9,2,0,1,0,0,2.024858,44,0,-0.974219159450205,1,1,1,0,0
"2815-001",52,5,30,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.4,94.6,4,0,1,0,0,1.955018,48,0,-0.471759940995738,1,1,1,1,1
"2816-001",60,6,14,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.9,94.3,6,0,1,0,0,2.094702,42,0,-0.99011027338237,1,1,1,1,1
"2817-001",19,3,0,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.4,94.7,0,0,1,0,0,1.728048,32,0,-0.974219159450205,1,1,1,1,1
"2818-001",52.5,4,0,1,2,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.2,95.6,2,0,1,0,0,1.570925,62,1,-0.974219159450205,1,1,1,1,1
"2819-001",60.5,5,0,1,5,2013,17615002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,120.5,2,0,1,0,0,3.859092,38,0,-0.974219159450205,1,1,1,0,0
"2820-001",34,4,0,0,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8,2.8,24,0,1,0,0,1.518553,50,0,2.68911704477623,1,2,0,1,1
"2821-001",32,5,0,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,12,2,0,1,0,0,1.797883,58,0,-0.99011027338237,1,2,1,1,1
"2821-003",33.5,5,7,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.2,7,0,0,1,0,0,1.675673,23,0,-0.471759940995738,1,1,1,0,0
"2822-001",57,6,0,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.6,3.6,18,0,1,0,0,1.745507,52,0,-0.471759940995738,1,4,0,1,1
"2822-004",85,7,0,0,10,2013,17712001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,0,0,0,4.313636,18,0,-0.455868827063573,1,1,0,1,1
"2823-001",71,6,7,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.1,4.3,4,0,1,0,0,1.728048,47,0,-0.471759940995738,1,2,0,1,1
"2824-001",90,7,0,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.8,4,12,0,1,0,0,1.728048,54,0,-0.471759940995738,1,4,1,1,1
"2825-001",23,4,0,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.4,3.7,16,0,1,0,0,1.728048,43,0,-0.471759940995738,1,2,0,1,1
"2826-001",38,5,0,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3,3.9,16,0,1,0,0,2.094702,42,0,-0.99011027338237,1,2,1,0,0
"2827-001",52,6,7,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.8,7.8,0,0,1,0,0,1.466182,78,0,-0.471759940995738,0,0,1,1,1
"2827-002",55,6,0,0,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,2.1,0,0,1,0,0,1.989938,29,0,-0.471759940995738,1,1,1,0,0
"2828-001",38,5,0,0,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9,2.8,22,0,1,0,0,1.745507,30,0,-0.471759940995738,1,1,1,1,1
"2829-001",58.5,6,2,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.4,3.7,16,0,1,0,0,1.728048,55,1,-0.471759940995738,1,2,1,1,1
"2830-001",38,5,0,0,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.6,11.7,22,0,1,0,0,2.81072,42,0,-0.471759940995738,1,2,0,1,1
"2831-001",31.5,4,25,0,10,2012,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.2,7.2,20,0,0,0,0,13.805,26,0,-0.455868827063573,1,2,1,1,1
"2832-001",96,7,0,1,7,2013,17712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.7,3.9,8,0,1,0,0,1.728048,43,0,-0.471759940995738,1,1,1,1,1
"2833-001",19,3,2,0,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.2,11.7,35,0,1,0,0,7.203176,66,1,-0.974219159450205,0,0,1,0,0
"2833-102",7.5,2,0,1,5,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5,25.9,0,0,0,0,0,2.688454,45,1,-0.974219159450205,0,0,1,0,0
"2834-001",42.5,5,0,1,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.7,11.4,26,0,1,0,0,2.81072,47,1,-0.974219159450205,1,1,1,0,0
"2834-002",46,6,0,0,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1,1.6,0,0,1,0,0,1.501096,36,1,-0.455868827063573,1,1,0,1,1
"2835-001",59.5,5,13,1,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.9,12,41,0,1,0,0,2.583662,53,0,-0.471759940995738,1,2,1,1,1
"2836-001",41.5,6,0,1,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.2,11.3,39,0,1,0,0,3.509552,61,0,-0.471759940995738,1,1,1,0,0
"2837-001",42.5,6,38,1,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.4,11.5,43,0,1,0,0,3.509552,42,1,-0.99011027338237,0,0,1,0,0
"2837-004",25.5,3,0,0,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.5,11.7,22,0,1,0,0,7.203176,35,0,-0.99011027338237,0,0,1,1,1
"2838-001",22,3,30,1,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.7,11.6,41,0,1,0,0,3.509552,29,0,-0.471759940995738,0,0,1,0,0
"2839-001",23,4,17,1,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.7,11.6,41,0,1,0,0,3.509552,45,0,-0.471759940995738,1,1,1,0,0
"2839-003",29,3,0,1,5,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.1,47.1,0,0,1,0,0,1.082146,60,1,-0.974219159450205,1,1,1,0,0
"2840-001",47.5,5,0,1,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.3,12.4,47,0,1,0,0,2.583662,60,0,-0.99011027338237,1,1,1,0,0
"2840-004",43,5,14,1,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,10.7,22,0,1,0,0,2.950462,31,0,-0.974219159450205,1,1,1,1,1
"2841-001",21,2,0,1,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.2,11.3,39,0,1,0,0,3.509552,67,0,-0.974219159450205,0,0,1,0,0
"2842-001",48.5,6,0,1,5,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7,71.6,49,0,0,0,0,1.326528,44,1,-0.99011027338237,1,1,1,1,1
"2842-002",53,5,0,1,5,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.1,52,20,0,1,0,0,1.413811,26,0,0.919801889889181,1,5,0,1,1
"2843-001",59,6,0,0,2,2013,17713001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.2,11.7,37,0,1,0,0,7.203176,45,0,2.68911704477623,1,4,0,1,1
"2844-001",44,6,0,1,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,2.496339,43,1,-0.974219159450205,0,0,0,1,1
"2845-001",56,6,0,0,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,42.9,0,0,0,0,0,2.496339,29,0,0.903910775957016,1,1,0,1,1
"2846-001",43,6,8,0,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,43.4,0,0,0,0,0,2.251855,67,1,-0.455868827063573,1,1,0,1,1
"2846-002",56,6,0,0,9,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,2.4,47,0,0,0,0,6.975143,57,0,1.42772859419916,1,4,0,1,1
"2846-004",39,5,7,0,9,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,50.9,49,0,1,0,0,1.378898,28,0,-0.974219159450205,1,1,1,1,1
"2846-008",107,7,0,0,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,43.3,0,0,0,0,0,2.251855,38,0,2.70500815870839,1,3,0,1,1
"2846-009",36,5,3,0,8,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,1.2,2,0,1,0,0,1.797883,25,0,-0.455868827063573,1,3,1,1,1
"2846-010",44,6,3,0,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.2,0,0,0,0,0,2.251855,27,0,0.919801889889181,1,3,0,1,1
"2846-012",59,6,0,0,9,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.1,99.4,0,0,0,0,0,2.391557,22,1,0.401451557502549,1,2,0,1,1
"2847-001",100,7,0,0,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,19.4,2,0,0,0,0,2.478875,28,0,5.12284702628992,1,1,0,1,1
"2848-001",55.5,6,0,0,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.2,0,0,0,0,0,2.251855,37,1,-0.974219159450205,1,2,0,1,1
"2848-105",44,6,11,0,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,43.3,0,0,0,0,0,2.251855,21,1,-0.974219159450205,0,0,0,1,1
"2849-001",38.5,7,0,1,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,42.9,0,0,0,0,0,2.496339,52,0,0.609391231195273,1,2,0,1,1
"2850-001",72,7,0,1,6,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.8,15.5,41,0,0,0,0,2.636057,33,0,2.70500815870839,1,3,0,1,1
"2850-004",60.5,6,0,1,9,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67.4,26.2,41,0,0,0,0,9.065518,41,0,0.919801889889181,1,4,0,1,1
"2851-001",94,7,0,0,6,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3,8.6,6,0,1,0,0,1.623299,27,1,2.70500815870839,1,1,0,1,1
"2852-001",88,7,0,1,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4,14.7,0,0,0,0,0,3.002868,63,0,2.68911704477623,1,2,0,1,0
"2852-003",67,7,0,1,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.8,0,0,0,0,0,2.234393,30,1,-0.974219159450205,1,2,1,1,1
"2853-001",61,6,0,1,7,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,2.9,71,1,0,1,0,4.575953,69,0,0.903910775957016,1,4,0,1,1
"2855-001",84,7,0,0,5,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,43.7,0,0,0,0,0,2.251855,39,0,-0.471759940995738,1,1,0,1,1
"2855-002",24.5,3,8,1,8,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.3,13.4,8,0,1,0,0,0.8726868,82,0,-0.99011027338237,1,1,1,1,1
"2856-001",25.5,4,21,1,9,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,43,0,0,0,0,0,2.391557,23,1,-0.974219159450205,0,0,1,0,0
"2856-002",65.5,6,0,1,8,2013,17808305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.7,43.9,0,0,1,0,0,2.077241,49,0,-0.99011027338237,0,0,1,0,0
"2857-001",60,5,2,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.4,56.4,0,0,0,0,0,1.693131,62,1,-0.455868827063573,1,1,1,0,0
"2858-001",82,6,6,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.1,56.6,0,0,0,0,0,1.693131,44,1,0.903910775957016,1,3,1,1,1
"2859-001",42,5,7,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.2,56.6,0,0,0,0,0,1.693131,66,1,-0.99011027338237,1,1,1,0,0
"2860-001",20,3,0,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,57.8,0,0,0,0,0,0.9425057,64,0,-0.99011027338237,1,1,1,0,0
"2860-003",25,4,21,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.4,48.6,0,0,0,0,0,1.221791,70,0,-0.455868827063573,0,0,1,0,0
"2861-001",73,5,0,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.9,59.1,0,0,0,0,0,1.204335,62,0,0.903910775957016,1,3,1,0,0
"2862-001",58.5,6,0,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.1,57.2,0,0,0,0,0,0.9425057,84,1,-0.974219159450205,0,0,1,0,0
"2863-001",45,4,21,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.2,58.6,0,0,0,0,0,1.169424,63,0,-0.455868827063573,1,1,1,0,0
"2864-001",14,1,0,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.5,59.8,0,0,0,0,0,1.361441,49,0,-0.455868827063573,1,1,1,0,0
"2864-003",52.5,4,0,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.8,62.2,0,0,0,0,0,1.413811,69,1,-0.99011027338237,1,1,1,0,0
"2865-001",77,5,7,1,2,2013,17810002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.5,62.6,0,0,0,0,0,1.169424,45,0,0.609391231195273,1,3,1,0,0
"2866-001",63,6,15,1,5,2013,17817001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.7,38.3,8,0,1,0,0,4.558463,32,0,0.609391231195273,1,2,1,1,1
"2867-001",69.5,7,0,1,5,2013,17817001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.8,38.5,8,0,0,0,0,6.396608,61,1,-0.471759940995738,1,1,1,0,0
