"y2_hhid","FCS","HDDS","rCSI","lat_modified","lon_modified","dist_road","dist_admarc","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","head_educated","floor_dirt_sand_dung","cell_phone","number_celphones","roof_not_natural","roof_iron","asset_index"
"1808-006",43.5,6,0,-13.989617,33.80448,3,5,5,0,0,0,0,0,26,1,1,0,1,3,1,1,1.16848606588948
"1808-007",72,8,0,-13.071663,33.439737,1,1,3,18,1,0,0,0,27,0,1,0,1,2,1,1,-0.0541713049401865
"1808-008",41,7,0,-15.764418,35.060038,3,4,9,26,0,0,0,0,43,0,1,1,1,3,1,1,6.00917235416453
"1809-001",71,8,0,-13.9491,33.8099,4,7,7,0,0,0,0,0,80,0,0,0,1,3,1,1,1.16848606588948
"1809-003",28,5,18,-13.9491,33.8099,4,7,7,0,0,0,0,0,47,1,0,1,1,1,1,1,-0.345495163361213
"1809-005",27.5,5,26,-13.9491,33.8099,4,7,7,0,0,0,0,0,35,0,1,0,1,2,1,1,-0.64619069204367
"1809-008",73.5,7,8,-13.9491,33.8099,4,7,7,0,0,0,0,0,36,0,1,0,1,2,1,1,-0.937514550464697
"1810-001",100,8,0,-13.9711,33.7574,0,3,3,0,0,0,0,0,65,1,1,0,1,6,1,1,5.41715296706105
"1811-001",51,6,0,-13.9491,33.8099,5,7,7,0,0,0,0,0,33,0,1,1,0,0,1,1,-0.0541713049401865
"1811-002",37,6,34,-13.9491,33.8099,4,8,8,0,0,0,0,0,30,1,0,1,0,0,0,0,-0.937514550464697
"1812-001",103,8,0,-13.9711,33.7574,0,3,3,0,0,0,0,0,67,1,1,0,1,4,1,1,6.00917235416453
"1813-001",53,7,0,-13.9491,33.8099,5,7,7,0,0,0,0,0,28,0,1,1,0,0,0,0,-0.937514550464697
"1813-002",21,2,11,-13.969285,33.272495,3,7,57,45,0,1,0,0,34,0,0,1,0,0,0,0,-0.937514550464697
"1814-001",43,6,13,-13.8939,33.7871,1,8,8,4,0,0,0,0,35,0,0,0,0,0,1,1,-0.0541713049401865
"1815-001",33,6,6,-13.9491,33.8099,4,7,7,0,0,0,0,0,32,0,1,0,1,1,1,1,2.69712403906362
"1816-002",71.5,7,17,-16.952974,35.203069,0,4,4,58,0,0,0,0,32,1,0,0,1,1,0,0,-0.937514550464697
"1818-001",67,7,0,-13.8939,33.7871,1,9,9,6,0,0,0,0,57,0,1,0,1,1,1,1,-0.0541713049401865
"1818-003",47,7,0,-13.989542,33.811908,3,4,4,0,0,0,0,0,67,0,1,0,1,2,1,1,-0.345495163361213
"1819-001",57,7,0,-13.9491,33.8099,4,7,7,0,0,0,0,0,45,0,0,0,1,2,1,1,-0.0541713049401865
"1820-001",76,8,0,-13.8939,33.7871,1,9,9,2,0,0,0,0,29,0,1,0,0,0,0,0,-0.345495163361213
"1821-001",73,8,0,-13.9491,33.8099,4,7,7,0,0,0,0,0,45,0,0,0,1,2,1,1,1.45980992431051
"1822-001",54,7,6,-13.8939,33.7871,1,9,10,16,0,0,0,0,53,0,0,1,1,1,1,1,1.16848606588948
"1823-001",47.5,8,6,-13.9491,33.8099,3,5,5,0,0,0,0,0,27,0,0,0,1,2,1,1,1.45980992431051
"1824-001",-Inf,6,0,-13.8939,33.7871,1,9,9,2,0,0,0,0,38,0,0,0,1,2,1,1,-0.345495163361213
"1825-001",55,7,16,-13.9323,33.7589,2,6,6,0,0,0,0,0,32,0,1,0,1,1,1,1,1.16848606588948
"1825-005",31.5,5,7,-13.891307,33.80975,1,10,10,0,0,0,0,0,23,1,0,1,0,0,0,0,-0.937514550464697
"1826-001",77,8,0,-13.8939,33.7871,2,7,7,0,0,0,0,0,40,0,1,0,1,2,1,1,3.88851499388692
"1827-001",39.5,5,8,-14.275518,34.660126,5,16,38,4,0,0,0,0,61,0,0,1,0,0,0,0,-0.937514550464697
"1827-003",48,7,0,-13.9323,33.7589,2,5,6,0,0,0,0,0,24,0,0,1,1,1,0,0,-0.0541713049401865
"1827-005",33,6,5,-13.9323,33.7589,2,5,6,0,0,0,0,0,32,0,1,1,1,1,1,1,-0.0541713049401865
"1828-001",41,7,4,-13.8939,33.7871,1,9,9,2,0,0,0,0,33,0,1,0,1,1,1,1,-0.345495163361213
"1829-001",64.5,7,0,-13.9323,33.7589,2,6,6,0,0,0,0,0,36,0,1,0,1,2,1,1,0.576466678786
"1830-001",71,8,0,-13.8939,33.7871,1,8,9,8,0,0,0,0,41,0,0,0,1,1,1,1,1.45980992431051
"1831-001",44,6,4,-13.9323,33.7589,2,6,6,0,0,0,0,0,48,0,0,0,1,1,1,1,-0.937514550464697
"1832-002",51,7,20,-15.14459,35.31829,1,6,17,12,0,0,0,0,27,1,0,1,1,1,0,0,0.576466678786
"1832-005",69.5,6,0,-15.175159,35.324885,1,6,17,16,0,0,0,0,24,1,0,1,0,0,0,0,-0.0541713049401865
"1833-001",34.5,6,10,-14.304161,33.975872,18,11,40,35,0,0,0,0,49,0,0,1,0,0,0,0,-0.937514550464697
"1833-003",69.5,7,0,-14.008848,33.733552,5,5,6,0,0,0,0,0,24,0,1,0,0,0,1,1,-0.937514550464697
"1834-001",63,8,0,-13.8939,33.7871,1,9,9,6,0,0,0,0,40,0,0,0,1,2,1,1,-0.345495163361213
"1835-001",82,8,5,-13.9323,33.7589,2,6,6,0,0,0,0,0,43,0,0,0,1,1,1,1,1.45980992431051
"1836-001",72,7,0,-14.951613,34.901564,3,10,5,14,0,0,0,0,38,0,0,1,1,2,1,1,2.54105482789078
"1837-001",57.5,7,5,-13.9323,33.7589,2,6,7,0,0,0,0,0,33,0,1,0,1,1,1,1,-0.64619069204367
"1837-005",39.5,5,0,-13.9323,33.7589,1,2,3,0,0,0,0,0,18,0,1,0,1,1,1,1,-0.937514550464697
"1838-001",47,5,6,-13.8939,33.7871,1,9,9,8,0,0,0,0,32,1,1,0,1,1,1,1,-0.937514550464697
"1840-001",90,8,0,-13.8939,33.7871,1,9,9,2,0,0,0,0,63,0,1,0,1,2,1,1,1.45980992431051
"1841-001",61.5,8,0,-13.9323,33.7589,0,3,3,0,0,0,0,0,34,0,1,0,1,4,1,1,2.69712403906362
"1841-004",65,7,0,-13.9323,33.7589,5,5,9,0,0,0,0,0,30,1,1,0,1,4,1,1,3.58046728458813
"1842-001",41,6,0,-13.953,33.7174,2,5,6,8,0,0,0,0,31,0,0,1,0,0,0,0,-0.937514550464697
"1843-001",58,8,0,-13.9323,33.7589,2,6,6,0,0,0,0,0,44,0,1,0,1,2,1,1,1.45980992431051
"1844-001",39,4,10,-13.953,33.7174,2,4,6,10,0,0,0,0,44,0,0,1,0,0,0,0,-0.937514550464697
"1845-001",34.5,6,0,-13.9323,33.7589,2,6,6,0,0,0,0,0,37,0,1,1,1,1,0,0,-0.64619069204367
"1847-001",55,6,0,-13.9323,33.7589,2,6,6,0,0,0,0,0,59,0,0,1,1,2,0,0,-0.937514550464697
"1848-001",48.5,5,0,-13.953,33.7174,3,4,6,10,0,0,0,0,29,0,0,1,1,1,0,0,-0.937514550464697
"1849-001",37,6,0,-13.9323,33.7589,2,6,7,0,0,0,0,0,41,0,0,1,1,2,1,1,-0.937514550464697
"1850-001",58,7,0,-13.953,33.7174,2,4,6,10,0,0,0,0,35,0,1,1,1,1,0,0,-0.937514550464697
"1851-001",38,7,10,-13.9323,33.7589,2,6,6,0,0,0,0,0,38,0,0,1,1,1,1,1,1.45980992431051
"1853-001",49,6,13,-13.9323,33.7589,2,6,7,0,0,0,0,0,62,0,0,1,1,1,0,0,-0.0541713049401865
"1853-003",54,7,0,-13.9323,33.7589,2,7,8,0,0,0,0,0,27,0,1,0,1,1,1,1,1.16848606588948
"1853-004",47,7,9,-13.9323,33.7589,2,5,6,0,0,0,0,0,26,0,1,0,0,0,1,1,-0.345495163361213
"1854-001",32,6,6,-13.953,33.7174,2,4,6,10,0,0,0,0,31,0,1,1,0,0,1,1,-0.0541713049401865
"1855-001",44.5,7,0,-13.9323,33.7589,3,5,5,2,0,0,0,0,31,0,1,0,1,1,1,1,-0.937514550464697
"1855-003",34,6,0,-10.850998,34.000372,7,23,68,60,0,0,0,0,51,1,0,1,0,0,0,0,-0.937514550464697
"1856-001",55,6,0,-13.953,33.7174,2,5,6,8,0,0,0,0,31,0,1,1,1,2,0,0,-0.345495163361213
"1857-001",54.5,7,0,-13.9554,33.7286,2,4,6,16,0,0,0,0,29,0,1,1,1,2,0,0,1.45980992431051
"1858-001",72,7,0,-13.953,33.7174,2,4,6,10,0,0,0,0,41,0,0,0,1,1,1,1,-0.0541713049401865
"1859-001",39,5,0,-13.9554,33.7286,2,5,6,14,0,0,0,0,65,0,0,1,0,0,1,1,-0.64619069204367
"1859-003",44,7,0,-13.9554,33.7286,2,5,6,14,0,0,0,0,39,0,1,1,1,1,1,1,-0.0541713049401865
"1859-005",43,5,0,-13.9554,33.7286,2,5,6,14,0,0,0,0,38,0,0,1,0,0,0,0,-0.937514550464697
"1859-006",91,8,0,-13.9554,33.7286,2,4,6,14,0,0,0,0,22,0,1,0,1,1,1,1,-0.0541713049401865
"1859-007",48,7,0,-13.9554,33.7286,2,5,6,14,0,0,0,0,41,0,0,0,1,1,1,1,1.45980992431051
"1860-001",29.5,6,22,-13.953,33.7174,2,4,6,10,0,0,0,0,36,1,0,1,0,0,1,1,-0.937514550464697
"1861-001",34,4,2,-13.9554,33.7286,1,5,6,20,0,0,0,0,36,1,0,1,1,1,0,0,-0.937514550464697
"1862-001",59.5,8,0,-13.953,33.7174,2,4,6,10,0,0,0,0,30,0,1,1,1,2,0,0,2.54105482789078
"1863-001",90,8,0,-13.9554,33.7286,1,5,6,16,0,0,0,0,33,0,0,1,1,2,0,0,-0.937514550464697
"1864-001",70,7,3,-13.953,33.7174,3,4,6,6,0,0,0,0,30,0,0,1,1,1,1,1,-0.937514550464697
"1865-001",91,7,0,-13.9554,33.7286,1,5,6,20,0,0,0,0,68,0,1,1,0,0,1,1,-0.0541713049401865
"1866-001",37,5,12,-13.953,33.7174,2,4,6,10,0,0,0,0,73,0,0,1,0,0,1,1,-0.937514550464697
"1867-001",36.5,5,48,-13.9554,33.7286,1,5,6,14,0,0,0,0,33,1,0,0,0,0,1,1,-0.64619069204367
"1868-001",53,7,0,-13.953,33.7174,2,4,6,10,0,0,0,0,40,0,0,0,1,3,1,1,-0.0541713049401865
"1869-001",35.5,6,34,-13.9554,33.7286,1,5,7,37,0,0,0,0,33,0,0,1,0,0,0,0,-0.64619069204367
"1870-001",89,8,0,-13.953,33.7174,3,4,6,6,0,0,0,0,31,0,1,0,1,2,1,1,1.45980992431051
"1870-002",50.5,7,8,-13.953,33.7174,2,5,6,10,0,0,0,0,25,1,0,1,0,0,0,0,-0.345495163361213
"1871-001",56.5,8,5,-13.9554,33.7286,1,5,6,20,0,0,0,0,30,1,0,1,0,0,0,0,-0.937514550464697
"1872-001",30,5,17,-13.953,33.7174,2,5,6,8,0,0,0,0,64,1,0,1,0,0,1,1,-0.937514550464697
"1872-003",42.5,6,6,-13.953,33.7174,2,5,6,2,0,0,0,0,30,0,0,1,1,1,0,0,-0.0541713049401865
"1872-004",42,7,7,-13.953,33.7174,2,5,6,2,0,0,0,0,24,0,1,1,0,0,0,0,-0.937514550464697
"1873-001",54,6,0,-13.9554,33.7286,3,4,6,10,0,0,0,0,41,0,1,1,1,2,1,1,-0.0541713049401865
"1874-002",92,8,0,-14.0548,33.7077,6,6,9,6,0,0,0,0,31,1,1,1,1,1,0,0,-0.345495163361213
"1876-001",48,6,0,-14.0548,33.7077,8,5,10,16,0,0,0,0,61,0,0,1,0,0,1,1,-0.64619069204367
"1876-003",41.5,6,17,-14.0548,33.7077,8,5,10,16,0,0,0,0,18,0,0,1,1,1,0,0,-0.345495163361213
"1877-001",74,7,0,-13.9554,33.7286,2,4,6,14,0,0,0,0,37,0,0,0,1,1,1,1,3.58046728458813
"1877-003",39,8,2,-13.375928,33.498083,3,7,40,8,0,1,0,0,48,0,0,1,0,0,0,0,-0.0541713049401865
"1879-001",40.5,6,0,-13.9554,33.7286,2,5,6,14,0,0,0,0,44,0,0,1,1,1,1,1,-0.0541713049401865
"1880-001",66,8,0,-14.0548,33.7077,6,6,9,2,0,0,0,0,31,0,0,0,1,1,1,1,-0.345495163361213
"1881-001",57.5,7,0,-13.9554,33.7286,1,5,6,10,0,0,0,0,33,0,0,1,0,0,0,0,-0.937514550464697
"1882-001",33,6,6,-14.0548,33.7077,8,5,10,22,0,0,0,0,27,0,1,1,0,0,1,1,-0.0541713049401865
"1883-001",62.5,7,10,-13.9554,33.7286,2,4,6,14,0,0,0,0,36,0,0,1,0,0,0,0,-0.937514550464697
"1884-001",53,7,0,-14.0548,33.7077,7,5,10,4,0,0,0,0,26,0,0,1,1,2,1,1,-0.345495163361213
"1885-001",81.5,8,0,-13.9554,33.7286,2,5,6,8,0,0,0,0,28,0,0,1,1,1,0,0,-0.937514550464697
"1885-002",62,7,0,-13.9554,33.7286,1,5,6,20,0,0,0,0,21,1,0,1,0,0,0,0,-0.345495163361213
"1886-001",36,5,0,-14.0548,33.7077,7,5,10,8,0,0,0,0,52,1,0,1,0,0,0,0,-0.937514550464697
"1887-001",48,6,9,-13.9554,33.7286,2,4,7,18,0,0,0,0,61,1,0,1,1,1,1,1,-0.937514550464697
"1887-002",40,6,0,-13.649464,33.796596,3,5,37,20,0,0,0,0,47,0,1,1,0,0,0,0,-0.345495163361213
"1888-001",42,7,7,-14.0548,33.7077,6,6,9,2,0,0,0,0,38,0,1,0,1,2,1,1,-0.345495163361213
"1889-001",67,7,0,-14.011,33.7281,5,5,7,2,0,0,0,0,54,0,0,0,1,2,1,1,1.7751621969164
"1890-001",76,8,0,-14.0548,33.7077,6,6,9,2,0,0,0,0,69,0,1,0,1,6,1,1,6.30049621258556
"1892-001",46,7,4,-14.0548,33.7077,6,6,9,2,0,0,0,0,38,0,0,1,1,1,0,0,-0.0541713049401865
"1893-001",33,7,0,-14.011,33.7281,5,6,7,0,0,0,0,0,26,0,1,0,1,2,1,1,2.98844789748464
"1894-003",43.5,6,5,-14.0548,33.7077,7,5,10,4,0,0,0,0,65,1,0,1,0,0,1,1,-0.937514550464697
"1896-001",48,7,3,-14.0548,33.7077,6,6,9,2,0,0,0,0,37,0,1,1,1,2,1,1,-0.345495163361213
"1897-001",48,8,0,-14.011,33.7281,5,5,7,0,0,0,0,0,34,1,0,0,0,0,1,1,-0.937514550464697
"1898-001",39.5,4,11,-14.0548,33.7077,8,5,11,12,0,0,0,0,81,0,0,0,1,1,1,1,-0.345495163361213
"1898-004",51,7,0,-14.0548,33.7077,8,5,10,22,0,0,0,0,21,1,0,1,0,0,0,0,-0.345495163361213
"1898-005",58,7,0,-14.0548,33.7077,8,3,12,20,0,0,0,0,35,0,1,1,0,0,0,0,-0.64619069204367
"1901-001",45,6,14,-14.011,33.7281,5,5,7,2,0,0,0,0,71,1,0,0,0,0,1,1,-0.345495163361213
"1902-001",62,7,0,-14.0548,33.7077,6,6,9,2,0,0,0,0,36,0,0,0,1,2,1,1,0.867790537207027
"1903-001",90,8,0,-14.011,33.7281,5,5,7,2,0,0,0,0,59,0,1,0,1,6,1,1,3.2891434261671
"1903-004",60,7,0,-15.764043,35.233509,9,5,23,39,0,0,0,0,25,1,1,0,1,2,1,1,-0.937514550464697
"1904-002",52.5,7,0,-14.5244,35.0888,14,7,25,6,0,0,0,0,25,1,0,0,1,1,1,1,1.16848606588948
"1905-001",50,8,0,-14.011,33.7281,5,5,7,0,0,0,0,0,37,0,0,0,1,1,1,1,0.867790537207027
"1906-002",54,5,2,-14.5244,35.0888,14,7,25,4,0,0,0,0,38,1,0,1,1,1,0,0,-0.64619069204367
"1907-002",69,8,0,-14.011,33.7281,4,5,6,0,0,0,0,0,28,1,0,0,1,1,1,1,-0.937514550464697
"1908-001",40,4,0,-14.5244,35.0888,14,10,23,6,0,0,0,0,63,1,0,1,0,0,0,0,-0.937514550464697
"1909-001",54,8,16,-14.011,33.7281,5,5,7,0,0,0,0,0,62,0,1,1,1,3,1,1,3.58046728458813
"1909-003",45,8,14,-14.011,33.7281,5,5,7,0,0,0,0,0,30,0,1,0,0,0,1,1,-0.937514550464697
"1909-005",50,7,0,-14.443436,34.448337,1,8,12,33,0,0,0,0,36,0,1,1,1,1,1,1,-0.937514550464697
"1909-006",39,7,0,-14.011,33.7281,5,5,7,2,0,0,0,0,30,0,1,0,1,2,1,1,0.576466678786
"1910-001",47.5,6,16,-14.5244,35.0888,14,10,23,6,0,0,0,0,68,1,0,1,1,1,0,0,-0.937514550464697
"1912-003",61,7,18,-14.477343,35.13481,7,12,13,2,0,0,0,0,50,0,0,1,0,0,0,0,-0.937514550464697
"1913-001",41,6,0,-14.011,33.7281,5,6,7,0,0,0,0,0,53,0,0,0,1,2,1,1,3.58046728458813
"1914-002",34.5,7,28,-14.5244,35.0888,14,10,23,4,0,0,0,0,79,1,0,1,0,0,0,0,-0.0541713049401865
"1914-003",68,7,0,-14.450797,35.1933,8,9,11,59,0,0,0,0,34,0,1,1,0,0,0,0,-0.937514550464697
"1915-001",41,6,0,-14.011,33.7281,3,5,6,10,0,0,0,0,57,0,0,0,1,1,1,1,1.45980992431051
"1915-004",48,7,0,-13.871935,33.760293,4,8,12,8,0,0,0,0,32,0,1,0,1,2,1,1,1.16848606588948
"1915-010",41,6,6,-14.353358,34.449107,5,1,10,39,0,0,0,0,37,1,0,1,0,0,0,0,-0.345495163361213
"1916-001",51.5,6,0,-14.5244,35.0888,14,10,23,6,0,0,0,0,28,0,0,1,1,1,0,0,-0.0541713049401865
"1917-001",37.5,6,16,-14.011,33.7281,3,4,8,35,0,0,0,0,37,0,0,1,0,0,0,0,-0.64619069204367
"1918-002",27,4,0,-14.5244,35.0888,13,10,23,6,0,0,0,0,26,1,0,1,1,1,1,1,-0.937514550464697
"1918-003",45.5,6,0,-14.316858,35.141797,1,9,22,11,0,1,0,0,41,1,0,1,1,1,0,0,-0.937514550464697
"1918-004",54,7,0,-14.5244,35.0888,16,11,25,33,0,0,0,0,20,1,1,1,1,1,1,1,-0.937514550464697
"1919-001",42,6,2,-14.011,33.7281,5,5,7,0,0,0,0,0,41,0,0,0,1,2,1,1,-0.345495163361213
"1920-001",55,7,0,-14.5244,35.0888,14,7,25,4,0,0,0,0,40,0,0,1,0,0,0,0,-0.64619069204367
"1921-001",34,6,0,-14.4265,35.2576,7,10,9,16,0,0,0,0,45,0,0,1,1,1,0,0,-0.64619069204367
"1922-001",70,6,0,-14.5244,35.0888,14,7,25,4,0,0,0,0,30,0,0,1,1,1,0,0,-0.64619069204367
"1923-001",61.5,6,0,-14.4265,35.2576,6,9,8,12,0,0,0,0,53,0,0,1,0,0,0,0,-0.937514550464697
"1923-002",29.5,5,0,-14.4265,35.2576,7,10,9,14,0,0,0,0,30,1,0,1,0,0,0,0,-0.937514550464697
"1924-001",61,4,0,-14.5244,35.0888,14,10,23,4,0,0,0,0,75,0,1,1,0,0,0,0,-0.937514550464697
"1924-002",59,5,0,-14.311784,35.121766,0,6,25,10,0,1,0,0,28,0,0,1,0,0,0,0,-0.64619069204367
"1925-001",48,8,0,-14.4265,35.2576,3,7,6,10,0,0,0,0,25,0,0,1,0,0,0,0,-0.937514550464697
"1926-001",39,5,0,-14.5244,35.0888,14,10,23,6,0,0,0,0,46,0,0,1,1,1,0,0,-0.0541713049401865
"1927-001",37,6,0,-14.4265,35.2576,7,10,9,22,0,0,0,0,55,1,0,0,0,0,1,1,-0.937514550464697
"1928-001",48.5,6,0,-14.5244,35.0888,14,10,23,8,0,0,0,0,40,0,0,1,0,0,0,0,-0.64619069204367
"1929-001",31.5,5,0,-14.4265,35.2576,7,10,8,12,0,0,0,0,51,0,0,1,0,0,0,0,-0.0541713049401865
"1930-001",50,7,0,-14.5244,35.0888,14,10,23,6,0,0,0,0,30,0,0,1,0,0,0,0,-0.937514550464697
"1931-001",35.5,6,14,-14.4265,35.2576,8,12,10,18,0,0,0,0,48,0,0,1,1,1,0,0,-0.937514550464697
"1932-001",68.5,7,0,-14.5244,35.0888,14,10,23,6,0,0,0,0,78,0,0,0,0,0,0,0,-0.0541713049401865
"1933-001",37,5,0,-14.4265,35.2576,5,9,8,22,0,0,0,0,81,1,0,0,0,0,1,1,-0.64619069204367
"1933-004",58.5,8,0,-14.369445,35.420028,0,11,21,26,0,1,0,0,25,0,0,0,1,1,1,1,-0.345495163361213
"1934-001",62,5,0,-14.5244,35.0888,14,7,25,2,0,0,0,0,71,0,0,1,0,0,0,0,-0.937514550464697
"1935-001",58.5,6,0,-14.4265,35.2576,7,10,9,14,0,0,0,0,61,0,0,0,0,0,1,1,-0.937514550464697
"1937-001",45.5,7,0,-14.4265,35.2576,8,12,11,24,0,0,0,0,70,0,0,0,0,0,1,1,-0.937514550464697
"1937-003",68,8,0,-14.4265,35.2576,7,10,9,16,0,0,0,0,32,0,0,0,0,0,1,1,-0.345495163361213
"1937-007",32.5,5,0,-14.4265,35.2576,6,10,9,0,0,0,0,0,25,0,0,1,1,2,0,0,-0.937514550464697
"1938-001",60,6,7,-14.720445,35.057471,13,3,33,0,0,0,0,0,27,0,0,1,0,0,0,0,-0.937514550464697
"1938-002",66.5,7,0,-14.7688,35.0315,15,7,27,6,0,0,0,0,28,0,0,1,0,0,0,0,-0.937514550464697
"1939-002",34,7,3,-14.406339,35.337866,3,9,7,55,0,0,0,0,24,1,0,1,0,0,0,0,-0.937514550464697
"1940-001",80,7,0,-13.957437,33.751258,3,5,5,2,0,0,0,0,28,0,0,0,1,2,1,1,1.45980992431051
"1941-001",38,5,0,-14.4265,35.2576,7,10,9,14,0,0,0,0,21,0,0,1,0,0,0,0,-0.345495163361213
"1942-001",52.5,7,0,-14.7688,35.0315,14,7,27,2,0,0,0,0,39,0,0,1,1,1,0,0,-0.64619069204367
"1943-001",30,6,3,-14.4265,35.2576,4,7,7,26,0,0,0,0,28,0,0,1,0,0,0,0,-0.937514550464697
"1944-001",48,7,0,-14.7688,35.0315,13,8,26,12,0,0,0,0,30,0,0,1,1,1,0,0,-0.64619069204367
"1944-002",32,6,7,-14.7688,35.0315,14,7,27,0,0,0,0,0,24,1,0,1,0,0,0,0,-0.0541713049401865
"1945-001",38,6,0,-14.4265,35.2576,6,9,8,14,0,0,0,0,27,0,0,1,0,0,0,0,-0.937514550464697
"1946-001",70,4,7,-14.7688,35.0315,16,7,27,6,0,0,0,0,64,1,0,1,0,0,0,0,-0.64619069204367
"1947-001",29,5,0,-14.4265,35.2576,4,8,7,24,0,0,0,0,21,0,1,1,0,0,0,0,-0.64619069204367
"1948-001",48,7,0,-14.7688,35.0315,15,7,27,10,0,0,0,0,68,1,0,1,0,0,0,0,-0.937514550464697
"1949-001",60.5,6,0,-14.074646,34.488563,0,15,36,47,0,0,0,0,78,0,0,1,1,1,0,0,-0.937514550464697
"1949-002",32,6,0,-14.4265,35.2576,4,8,7,26,0,0,0,0,73,1,0,1,0,0,0,0,-0.937514550464697
"1950-001",27,3,25,-14.7688,35.0315,16,7,28,6,0,0,0,0,61,1,0,1,0,0,0,0,-0.937514550464697
"1951-001",35,6,0,-14.4265,35.2576,8,12,10,28,0,0,0,0,40,0,0,0,1,1,1,1,-0.0541713049401865
"1951-002",40,6,0,-14.4265,35.2576,7,10,9,16,0,0,0,0,35,1,0,1,1,1,0,0,-0.937514550464697
"1952-001",64,7,0,-14.7688,35.0315,14,8,26,20,0,0,0,0,81,0,0,0,0,0,1,1,-0.345495163361213
"1953-001",69,6,0,-14.63,35.1033,12,3,31,35,0,0,0,0,75,0,0,1,0,0,0,0,-0.937514550464697
"1953-002",36.5,3,0,-14.63,35.1033,11,4,29,0,0,0,0,0,38,0,0,1,0,0,0,0,-0.937514550464697
"1954-001",46,4,0,-14.7688,35.0315,14,7,27,0,0,0,0,0,55,0,0,1,0,0,0,0,-0.64619069204367
"1954-003",43,4,10,-14.7688,35.0315,16,6,31,0,0,0,0,0,23,0,0,1,0,0,0,0,-0.937514550464697
"1954-004",31,5,0,-14.7688,35.0315,14,7,27,0,0,0,0,0,18,0,0,1,0,0,0,0,-0.937514550464697
"1955-001",43,6,0,-14.63,35.1033,10,1,31,2,0,0,0,0,27,0,0,1,1,1,0,0,-0.0541713049401865
"1956-001",57,8,0,-13.917987,33.730771,5,3,8,8,0,0,0,0,28,0,1,0,1,1,1,1,-0.64619069204367
"1957-002",38,4,0,-14.63,35.1033,11,3,30,2,0,0,0,0,30,1,0,1,1,1,0,0,-0.937514550464697
"1958-002",49.5,6,4,-14.7688,35.0315,13,7,27,4,0,0,0,0,31,1,0,1,0,0,0,0,-0.937514550464697
"1959-001",36,6,0,-14.63,35.1033,11,4,29,6,0,0,0,0,28,0,0,1,0,0,0,0,-0.937514550464697
"1959-002",46,6,0,-14.63,35.1033,11,4,28,12,0,0,0,0,24,0,0,1,1,2,0,0,-0.0541713049401865
"1960-001",48.5,7,0,-14.865,35.195392,0,19,24,14,0,0,0,0,36,0,1,1,1,1,0,0,-0.64619069204367
"1960-002",35,6,18,-14.7688,35.0315,17,7,29,0,0,0,0,0,31,1,0,1,0,0,0,0,-0.937514550464697
"1961-001",30.5,7,13,-14.63,35.1033,11,4,28,8,0,0,0,0,26,0,0,1,1,1,0,0,-0.937514550464697
"1962-001",44,6,0,-14.7688,35.0315,16,8,27,12,0,0,0,0,43,0,1,1,0,0,0,0,-0.64619069204367
"1963-001",54.5,7,0,-14.63,35.1033,11,4,28,12,0,0,0,0,32,0,0,1,0,0,0,0,-0.64619069204367
"1964-001",67.5,5,0,-14.7688,35.0315,14,7,27,10,0,0,0,0,55,0,0,1,0,0,0,0,-0.64619069204367
"1965-001",64,8,0,-14.63,35.1033,13,2,28,2,0,0,0,0,32,0,0,1,1,1,1,1,-0.0541713049401865
"1965-003",49,6,0,-14.63,35.1033,11,4,29,6,0,0,0,0,35,0,0,1,0,0,0,0,-0.937514550464697
"1966-002",46,4,0,-14.7688,35.0315,14,7,27,0,0,0,0,0,44,1,0,1,1,1,1,1,-0.0541713049401865
"1967-001",52.5,7,0,-14.63,35.1033,11,4,29,0,0,0,0,0,45,0,0,1,0,0,0,0,-0.0541713049401865
"1968-001",41,7,28,-14.3252,35.4255,1,12,21,24,0,1,0,0,31,0,0,1,1,1,0,0,-0.64619069204367
"1968-005",42,7,0,-14.3252,35.4255,2,10,23,24,0,1,0,0,87,0,0,1,0,0,1,1,-0.0541713049401865
"1969-001",37.5,8,0,-14.63,35.1033,11,5,29,10,0,0,0,0,41,0,0,1,0,0,0,0,-0.937514550464697
"1970-001",45.5,6,0,-14.3252,35.4255,2,10,23,22,0,1,0,0,34,1,0,1,0,0,0,0,-0.0541713049401865
"1971-001",52.5,7,0,-14.63,35.1033,11,4,28,12,0,0,0,0,92,1,0,1,0,0,0,0,-0.937514550464697
"1972-001",37,7,21,-14.3252,35.4255,4,10,25,0,0,1,0,0,28,1,0,1,0,0,0,0,-0.937514550464697
"1973-001",74,7,0,-14.63,35.1033,11,4,28,12,0,0,0,0,43,0,1,1,1,1,1,1,-0.0541713049401865
"1974-001",56,6,0,-14.3252,35.4255,2,10,23,24,0,1,0,0,55,0,NA,0,0,0,1,1,-0.64619069204367
"1975-001",54,6,0,-14.63,35.1033,11,5,28,10,0,0,0,0,29,0,0,1,0,0,0,0,-0.345495163361213
"1976-001",54.5,7,0,-14.427132,35.181283,5,8,9,57,0,0,0,0,33,0,0,1,0,0,0,0,-0.64619069204367
"1976-002",34,5,8,-14.3252,35.4255,2,10,22,31,0,1,0,0,28,1,0,1,0,0,0,0,-0.937514550464697
