"FS_year","FCS","HDDS","rCSI","rural","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","FS_month","head_age","female_head","floor_dirt_sand_dung","roof_not_natural","roof_iron","asset_index","clust_maize_mktthin","lhz_maize_mktthin","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","floodmax","lhz_floodmax","Cellphone","num_cell"
2010,47.53125,5.8125,0.125,1,5.80312499403953,42.1425001621246,51.5,0,0,0,0,10,42.375,0.1875,0.75,0.25,0.25,-0.145858895791391,0.25,0.5,887.186463100223,36,107,36,213,22.8285064553991,1060.57633269147,87,895.286796250579,0,0.3125,0.3125
2011,48.6875,5.375,1.9375,1,0.122000000905246,31.4786667823791,0,1,0,0,0,3,32.9375,0.0625,0.75,0.75,0.0625,-0.515368360337455,0,0.5,1131.15354565505,51,108,53,213,23.0797249556707,1336.50308682838,69,1154.25634801563,0,0.375,0.375
2011,59.28125,5.8125,0.875,1,0.622666665352881,7.09599986672401,8.93333333730698,0.4375,0.5625,0,0,1,42.75,0.1875,0.4375,0.6875,0.6875,0.0877496308559334,0.75,1,981.691135714197,3,92,51,213,21.6960308128679,966.341788198109,64,985.22444465212,0,0.75,1.125
2010,47.46875,5.4375,2.625,1,15.3262499570846,29.4981248378754,25.125,0,0,0,0,10,47.3125,0.0625,0.8125,0.3125,0.3125,-0.462265757021701,0.25,1,1412.75085818288,41,120,41,213,23.8929558015205,1428.51517327593,55,1382.44796494451,0,0.5,0.5625
2010,50.875,5.5625,2.5625,1,12.2606249451637,23.2368749380112,21.625,0.1875,0.8125,0,0,5,37.125,0.1875,0.3125,0.8125,0.8125,-0.305599761560281,0.44,0.84,1241.51523624557,41,99,41,213,23.8929558015205,1428.51517327593,55,1190.41498079444,0,0.4375,0.5
2010,50.875,5.5625,2.5625,1,12.2606249451637,23.2368749380112,21.625,0.1875,0.8125,0,0,5,37.125,0.1875,0.3125,0.8125,0.8125,-0.305599761560281,0.44,0.84,1241.51523624557,41,99,41,213,25.3793965585915,1419.65105459591,81,1190.41498079444,0,0.4375,0.5
2010,50.875,5.5625,2.5625,1,12.2606249451637,23.2368749380112,21.625,0.1875,0.8125,0,0,5,37.125,0.1875,0.3125,0.8125,0.8125,-0.305599761560281,0.44,0.84,1241.51523624557,41,99,41,213,24.3243606853933,952.221746857102,114,1190.41498079444,0,0.4375,0.5
2013,42.3529411764706,5.35294117647059,1.94117647058824,1,10.8823529411765,27.5294117647059,20.3529411764706,0.117647058823529,0.705882352941177,0,0,6.17647058823529,42.5294117647059,0.176470588235294,0.470588235294118,0.588235294117647,0.588235294117647,-0.50358436439764,0.0739594894561598,0.511542730299667,1206.35277858641,30,114,30,213,22.0334201902291,1348.71847687449,78,1244.10690236286,0,0.705882352941177,1.11764705882353
2013,42.3529411764706,5.35294117647059,1.94117647058824,1,10.8823529411765,27.5294117647059,20.3529411764706,0.117647058823529,0.705882352941177,0,0,6.17647058823529,42.5294117647059,0.176470588235294,0.470588235294118,0.588235294117647,0.588235294117647,-0.50358436439764,0.0739594894561598,0.511542730299667,1206.35277858641,30,114,30,213,22.9621278144944,1278.85445471108,91,1244.10690236286,0,0.705882352941177,1.11764705882353
2013,42.3529411764706,5.35294117647059,1.94117647058824,1,10.8823529411765,27.5294117647059,20.3529411764706,0.117647058823529,0.705882352941177,0,0,6.17647058823529,42.5294117647059,0.176470588235294,0.470588235294118,0.588235294117647,0.588235294117647,-0.50358436439764,0.0739594894561598,0.511542730299667,1206.35277858641,30,114,65,213,23.7691924619003,949.473690606452,108,1244.10690236286,0,0.705882352941177,1.11764705882353
2010,57.84375,5.5625,0.5,1,14.40266674757,24.3213334083557,41.8666665554047,1,0,0,0,11,35.0625,0.1875,0.8125,0.3125,0.3125,0.173516510271438,0,0.5,1257.96362810829,41,99,41,213,23.8929558015205,1428.51517327593,55,1209.94056159518,0,0.625,0.6875
2010,57.46875,5.9375,2.0625,1,1.90928568691015,51.7857141494751,28,0,1,0,0,6,46.875,0.125,0.75,0.375,0.375,-0.278927294395823,0.375,0.5,1472.93938730906,41,111,41,213,25.3793965585915,1419.65105459591,81,1429.84101886047,0,0.625,0.8125
