"ea_id","FS_year","floor_cement","floor_dirt_sand_dung","roof_iron","roof_natural","roof_other","Radio","Television","Bicycle","Motorcycle","Car","cellphone","number_celphones","dist_road","dist_popcenter","dist_market","dist_admctr","ag_percent","slope","elevation","hh_a02","FS_month","HDDS","FCS","Month","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","yearmon","asset_index","rural","date","clust_bean_price","clust_maize_price","clust_cassava_price","clust_bean_mktthin","clust_maize_mktthin","clust_cassava_mktthin","lhz_bean_price","lhz_maize_price","lhz_cassava_price","lhz_bean_mktthin","lhz_maize_mktthin","lhz_cassava_mktthin","cropyear","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","floodmax","lhz_floodmax"
"21030006",2011,1,0,1,0,0,1,1,0,0,0,1,2,0.6415,4.7611,4.7611,4.7611,4,5.380798,1209,NA,12,1,0,NA,0,0,1,Dec 2011,3.46850235361017,0,2011-12-01,1417,800,1283,0.5,0.5,0.5,1446.85919703711,788.867036248819,1310.72665263021,0.571618182246135,0.564769300128581,0.564769300128581,NA,1827.79349302127,3,63,3,488,23.3268723924227,1835.8995846089,90,0,0
"21030006",2012,0,1,0.444444444444444,0.555555555555556,0,0.666666666666667,0,0.777777777777778,0,0,0.555555555555556,1,11.5869888888889,17.9313555555556,41.9740222222222,16.6469888888889,45.7777777777778,2.969892,1060,NA,8.22222222222222,4.44444444444444,45.3333333333333,NA,0,0.888888888888889,0,Aug 2012,-0.81657067376897,0,2012-08-07,1771.16666666667,773.166666666667,1126.88888888889,0.5,0.5,0.5,1672.06117195662,737.748692488248,1092.40345854799,0.540507471382419,0.540507471382419,0.540507471382419,NA,2115.6145130332,5,55,13,489,23.4393367694066,1982.26399719655,83,0,0
"21030007",2012,0.3,0.7,0.8,0.2,0,0.2,0.1,0.6,0.1,0,0.3,0.4,4.26341,13.71369,46.56345,13.71369,36,2.8057569,1108.3,NA,4.6,3.2,36.45,NA,0,0.3,0.7,Apr 2012,0.053477985897761,0,2012-04-19,1451.8,930,1238,1,1,1,1526.4283939338,912.1018009266,1235.43748251152,0.576583278457628,0.576583278457628,0.576583278457628,NA,2602.85036492265,16,94,17,489,24.9131655974465,2047.59578793573,84,0,0
"21030009",2011,0,1,1,0,0,0.5,0,0.75,0,0,0.25,0.25,4.956975,13.22015,13.22015,17.502525,35,2.767092,1123.5,NA,11,4.75,48,NA,0,0,1,Nov 2011,-0.341617687374332,0,2011-11-01,1292,747,1200,1,1,1,1324.13002697097,750.843776232723,1176.05031731919,0.788291639228814,0.788291639228814,0.788291639228814,NA,1633.25791624854,19,76,13,488,23.837208173498,1516.54001231697,186,0,0
"21030009",2012,0.5,0.5,1,0,0,0.5,0.25,0.25,0.25,0,0.5,1,3.8521,30.0425,10.14885,13.57765,26.75,3.1033685,1185.25,NA,5.5,4,28.75,NA,0,0,0.75,May 2012,1.25059729443499,0,2012-05-16,1906.25,1087.75,1197,1,1,1,1922.68460735402,1090.28787789725,1208.70380583682,0.788291639228814,0.788291639228814,0.788291639228814,NA,1771.72694974702,15,79,17,489,23.9266028885261,1681.29229508157,182.5,0,0
"2110003",2010,1,0,0,1,0,0.6,0.4,0.8,0,0,0.8,1.4,0.614,2.856,2.856,2.856,56.6,2.755052,1113.4,NA,3.4,4.4,35.4,NA,0,0,0.8,Mar 2010,1.15410552961775,0,2010-03-14,NA,NA,1275,1,1,0,NA,NA,1168.73545715953,1,1,0,NA,310.398073554735,3,19,16,123,25.2396280495057,397.04629025128,15,0,0
"2110003",2011,0.666666666666667,0.333333333333333,1,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0.833333333333333,1.83333333333333,4.36695,12.15615,12.15615,5.9767,48.3333333333333,2.71666666666667,1108.83333333333,NA,5.33333333333333,5.33333333333333,40.0833333333333,NA,0,0,0.666666666666667,May 2011,1.82530714131662,0,2011-05-12,1683.33333333333,816.666666666667,839.666666666667,0.5,0.5,0,1672.48756972057,840.934751517113,885.697901337247,0.510914297007048,0.507489855948271,0.00748985594827127,NA,1298.15108778209,5,103,3.5,488,23.502435532434,1792.09775433095,62.5,0,0
"2110004",2009,0,1,0,1,0,1,0,0.6,0,0,0.4,0.4,2.66,34.454,34.454,34.454,35.8,1.6582244,1059,NA,12,6.2,67.6,NA,0,0,1,Dec 2009,-1.37305201131687,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.59135769859,5,31,13,123,25.7123997648614,496.886504361991,21,0,0
"2110004",2010,0,1,0,1,0,1,0,1,0,0,0.8,1.4,2.27,34.382,34.382,34.382,36,1.6896432,1053,NA,6,4.6,44,NA,0,0,1,Jun 2010,-1.10473734079552,0,2010-06-01,NA,NA,1000,1,1,0,NA,NA,931.009144540859,1,1,0,NA,390.746596907079,3,22,16,123,26.5115838771913,487.623678124379,31,0,0
"2110004",2011,0,1,0,1,0,0.7,0,1,0,0,0.8,1.4,2.49564,34.43163,34.43163,34.43163,36,1.675,1056.4,NA,4,5.2,54.75,NA,0,0,1,Apr 2011,-1.24254691733534,0,2011-04-01,1500,1333,812.5,0.5,0.5,0,1150.59880579756,1162.58373455074,903.36165084602,0.5,0.5,0,NA,1550.39939256057,3,107,3,488,24.6978296439926,1958.77267874299,86,0,0
"2110006",2009,0.75,0.25,0,1,0,0.75,0,0.75,0,0,0.5,0.5,0.3825,24.035,24.035,24.035,34.25,1.97687275,1126.25,NA,10,5.5,46.625,NA,0,0,1,Oct 2009,0.0939218451270613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.049682286216,5,34,13,123,25.7123997648614,496.886504361991,21,0,0
"2110006",2010,0.5,0.5,0.5,0.5,0,0.666666666666667,0,0.333333333333333,0,0,0.333333333333333,0.5,2.83373333333333,24.8910333333333,24.8910333333333,24.8910333333333,40.6666666666667,2.36437733333333,1101.5,NA,8.66666666666667,5.16666666666667,44.9166666666667,NA,0,0,1,Aug 2010,0.119947150557045,0,2010-08-21,NA,NA,802.777777777778,1,1,0,NA,NA,876.379697411138,1,1,0,NA,423.363663032444,3,26,16,123,26.5115838771913,487.623678124379,31,0,0
"2110006",2011,0.25,0.75,0.5,0.5,0,0.25,0,1,0,0,0.5,0.5,2.7859,20.63405,20.63405,20.63405,41.75,2.335,1087,NA,5,5.25,52.75,NA,0,0,1,May 2011,-0.464769193651551,0,2011-05-01,2021.52766666667,958.333333333333,1029.16666666667,0,0.333333333333333,0,1931.97319336078,954.927918247081,1020.16604004237,0,0.576583278457628,0,NA,1651.09432281914,3,107,3,488,24.6978296439926,1958.77267874299,86,0,0
"2110007",2010,0.1,0.8,0,1,0,0.6,0,0.9,0,0,0.3,0.4,1.524,6.348,6.348,6.348,35,2.3182234,1102.9,NA,4,5.3,58.2,NA,0,0,0.3,Apr 2010,-1.32078147552413,0,2010-04-01,NA,NA,1362.5,1,1,0,NA,NA,1001.54299908334,1,1,0,NA,478.498828591105,3,25,16,123,26.5115838771913,487.623678124379,31,0,0
"2110007",2011,0.230769230769231,0.769230769230769,0.230769230769231,0.769230769230769,0,0.769230769230769,0.153846153846154,0.923076923076923,0,0,0.538461538461538,0.692307692307692,1.57474615384615,6.86320769230769,6.86320769230769,6.86320769230769,34.8461538461538,2.31846153846154,1096.23076923077,NA,5.76923076923077,5.46153846153846,45.2307692307692,NA,0,0,0.461538461538462,May 2011,-0.443270898352056,0,2011-05-25,1818.75,1006.25,851.230769230769,0.384615384615385,0.384615384615385,0,1842.15820119785,893.974055145964,828.757190191587,0.428967944496741,0.428967944496741,0.044352559881356,NA,1859.80161942916,3,101,3,488,24.6978296439926,1958.77267874299,86,0,0
"2110009",2009,0.4,0.6,0,1,0,0.6,0,1,0,0,0.6,0.8,0.466,7.026,7.026,7.026,35,1.8747248,1089,NA,11,6,48.1,NA,0,0,1,Nov 2009,-0.61484832847008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.754022528516,4,21,13,123,25.7123997648614,496.886504361991,21,0,0
"2110009",2010,0.375,0.625,0.25,0.75,0,0.375,0,0.875,0,0,0.375,1.5,0.6892125,7.537725,7.537725,7.537725,35,2.211135125,1083.5,NA,8.5,5.25,52.125,NA,0,0,1,Aug 2010,-0.579200302082816,0,2010-08-16,NA,NA,850,1,1,0.5,NA,NA,793.328940158563,1,1,0.288291639228814,NA,551.478003906971,3,11,16,123,26.5115838771913,487.623678124379,31,0,0
"2110009",2011,0.142857142857143,0.714285714285714,0.285714285714286,0.714285714285714,0,0.714285714285714,0,0.857142857142857,0,0,0.714285714285714,1.14285714285714,0.938457142857143,8.4074,8.4074,8.4074,34.2857142857143,2.16,1078.42857142857,NA,6.14285714285714,5.85714285714286,46.4285714285714,NA,0,0,1,Jun 2011,-0.471143959644406,0,2011-06-05,1828.57142857143,1014.28571428571,1000,0.857142857142857,0.857142857142857,0.857142857142857,1920.8962715175,997.882668236544,980.679637527944,0.494214238677967,0.494214238677967,0.494214238677967,NA,2034.96604330124,3,61,3,488,24.6978296439926,1958.77267874299,86,0,0
"21110003",2012,0.454545454545455,0.454545454545455,0.818181818181818,0.181818181818182,0,0.909090909090909,0.181818181818182,0.818181818181818,0,0,0.727272727272727,1.36363636363636,11.7223545454545,27.4263363636364,28.4735727272727,11.6779181818182,35.3636363636364,3.05558145454545,1106.27272727273,NA,6.72727272727273,5.09090909090909,46.2272727272727,NA,0,0.0909090909090909,0.545454545454545,Jun 2012,1.12130914096869,0,2012-06-23,1561.51515151515,662.121212121212,1090.18181818182,0.333333333333333,0.333333333333333,0.333333333333333,1598.23960826051,671.956325299933,1119.93566914911,0.207174138049085,0.207174138049085,0.207174138049085,NA,1829.24041760732,17,53,13.3333333333333,489,24.0118064564071,2001.00933714723,68,0,0
"21130004",2012,0,1,0,1,0,0.727272727272727,0,1,0,0,0.636363636363636,0.727272727272727,2.89747272727273,35.0392272727273,35.0392272727273,35.0392272727273,35.7272727272727,1.69155072727273,1057.09090909091,NA,5.27272727272727,4.45454545454545,48.1818181818182,NA,0,0,1,May 2012,-1.33984713563014,0,2012-05-10,1459.09090909091,734.090909090909,1124.54545454545,0,0,0,1518.58432211022,731.67174922416,1160.92245106027,0.576583278457628,0.576583278457628,0.576583278457628,NA,1951.26887296701,18,53,17,489,24.9131655974465,2047.59578793573,84,0,0
"21130006",2011,0.333333333333333,0.666666666666667,0.5,0.5,0,0.833333333333333,0,0.833333333333333,0,0,0.833333333333333,1.16666666666667,2.45072,26.97678,26.97678,26.97678,36.4,2.531311,1099.8,NA,12,6.33333333333333,63.3333333333333,NA,0,0,0.833333333333333,Dec 2011,0.195288956823943,0,2011-12-01,1478,738.666666666667,1222,0.333333333333333,0.333333333333333,0.333333333333333,1432.63987105113,736.350984408016,1267.36012894887,0.576583278457628,0.576583278457628,0.576583278457628,NA,1873.86589720577,4,75,3,488,24.6978296439926,1958.77267874299,86,0,0
"21130006",2012,0,1,0.75,0.25,0,0.5,0,1,0,0,0.25,0.25,4.547775,17.506,17.506,17.506,41.75,2.12526625,1079,NA,7,4,43,NA,0,0,0.75,Jul 2012,-0.682177085136191,0,2012-07-01,1597.33333333333,1073.33333333333,1250.33333333333,0.333333333333333,0.333333333333333,0.333333333333333,1547.34183986716,1104.66315212685,1224.86082848817,0.576583278457628,0.576583278457628,0.576583278457628,NA,2044.40160122087,17,77,17,489,24.9131655974465,2047.59578793573,84,0,0
"21130007",2012,0.214285714285714,0.785714285714286,0.214285714285714,0.785714285714286,0,0.714285714285714,0.0714285714285714,0.857142857142857,0.0714285714285714,0,0.642857142857143,1.21428571428571,1.61877142857143,6.80275714285714,6.80275714285714,6.80275714285714,34.8571428571429,2.31921928571429,1096.92857142857,NA,6.85714285714286,5.42857142857143,53.6785714285714,NA,0,0,0.428571428571429,Jun 2012,-0.498389371862638,0,2012-06-27,1435.71428571429,553.571428571429,978.214285714286,0,0,0,1518.08091927265,566.609292276564,1047.27554000553,0.576583278457628,0.576583278457628,0.576583278457628,NA,2053.22631031459,17,98,17,489,24.9131655974465,2047.59578793573,84,0,0
"21130009",2012,0.272727272727273,0.727272727272727,0.363636363636364,0.636363636363636,0,0.636363636363636,0,1,0,0,0.727272727272727,1.63636363636364,0.7939,8.05487272727273,8.05487272727273,8.05487272727273,34.5454545454545,2.129646,1081.27272727273,NA,4.81818181818182,5.27272727272727,51.9090909090909,NA,0,0,1,Apr 2012,-0.274553027391585,0,2012-04-26,1421.36363636364,722.727272727273,1251.36363636364,1,1,1,1486.41215722511,724.160848944606,1244.82294487205,0.576583278457628,0.576583278457628,0.576583278457628,NA,1817.873660088,18,92,17,489,24.9131655974465,2047.59578793573,84,0,0
"2120003",2009,0.2,0.8,0,1,0,0.8,0,0.4,0,0,0.4,0.8,0.88,1.438,31.69,1.438,30,2.7408538,1174.4,NA,11,4.8,43.6,NA,0,0,1,Nov 2009,-1.06091284411773,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.642837423979,5,22,4,123,23.5007118039015,449.890911946173,11,0,0
"2120003",2010,0.25,0.75,0.5,0.5,0,1,0,0.25,0,0,0.75,1,0.819125,1.369125,31.848125,1.369125,29.5,2.75,1175.25,NA,12,4.5,38.875,NA,0,0,1,Dec 2010,0.0478380614607958,0,2010-12-01,NA,NA,400,1,1,0,NA,NA,1001.56601018777,1,1,0.214879216470717,NA,433.244425856701,3,11,3,123,24.6040531313516,418.717351084538,6,0,0
"2120003",2011,0,1,0,1,0,0,0,1,0,0,0,0,1.2253,5.7115,29.4565,5.7115,35,3.21,1163,NA,6,3,21.5,NA,0,0,1,Jun 2011,-2.10104125272052,0,2011-06-01,2250,850,900,0,0,0,1958.89547457061,1190.48402021597,972.669458609264,0.065485782042291,0.0449391356896276,0.0449391356896276,NA,1826.17441640173,3,70,3,488,22.9908989077709,1732.87144601946,26,0,0
"2120006",2010,0,1,0,1,0,0.625,0,0.625,0,0,0.5,0.5,7.45625,15.0225,17.145,13.34375,33.25,1.8633919875,1103.5,NA,4.25,4.5,43.625,NA,0,0,1,Apr 2010,-1.26553751879165,0,2010-04-09,NA,NA,953.125,1,1,0,NA,NA,892.025268812364,1,1,0,NA,393.837657975157,12,15,16,123,26.5115838771913,487.623678124379,31,0,0
"2120008",2009,0.2,0.8,0,1,0,0.2,0.2,0.2,0,0,0.2,0.2,5.012,14.576,28.792,14.576,35,2.555728,1140,NA,12,4.2,33.9,NA,0,1,0,Dec 2009,-1.25927073391432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.770646605351,6,26,6,123,24.8888818756352,581.410033878062,29,0,0
"2120008",2010,0.25,0.75,0,1,0,0.5,0,0.5,0.25,0,0.75,0.75,5.155,14.7275,28.7125,14.7275,35,2.6404335,1139,NA,6,5,45.5,NA,0,1,0,Jun 2010,-0.712748842639708,0,2010-06-01,NA,NA,650,1,1,0,NA,NA,671.797705331035,1,1,0,NA,426.041158755455,3,15,12,123,25.7950040987837,591.606730818003,37,0,0
"2120008",2011,0.333333333333333,0.666666666666667,0.888888888888889,0.111111111111111,0,0.222222222222222,0,0.444444444444444,0.111111111111111,0,0.444444444444444,0.444444444444444,5.33811111111111,14.9412888888889,28.5910555555556,14.9412888888889,35,2.53555555555556,1138.55555555556,NA,4.33333333333333,4.44444444444444,35.2777777777778,NA,0,0.888888888888889,0.111111111111111,Apr 2011,0.250032009406297,0,2011-04-11,1775,1150,755.555555555556,0.444444444444444,0.444444444444444,0,1714.27782086354,1146.88604209557,770.779349755009,0.444444444444444,0.444444444444444,0,NA,1820.60217000333,3,91,3,488,24.3898777612572,2182.10703108992,113,0,0
"2120009",2009,0.2,0.8,0,1,0,0.6,0,0.8,0,0,0.4,0.4,0.39,8.132,25.192,8.132,35.4,17.9848264,1283.4,NA,9,4.8,44.3,NA,0,0,1,Sep 2009,-1.15294055301906,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.899666633802,5,18,6,123,24.4131467824383,548.886457402291,28,0,0
"2120009",2010,0,1,0.375,0.714285714285714,0,0.375,0,0.625,0,0,0.75,0.875,0.4120375,8.3932,24.8877375,8.3932,35.75,13.39211875,1264.875,NA,7.375,5.125,36.4375,NA,0,0,1,Jul 2010,-0.914560194660214,0,2010-07-12,NA,NA,665.10415625,1,1,0,NA,NA,649.210525435065,1,1,0,NA,434.783755296324,3,13,7.5,123,25.3160874033362,537.9646395996,29.5,0,0
"2120009",2011,0.333333333333333,0.666666666666667,0.5,0.333333333333333,0.166666666666667,0.666666666666667,0,0.666666666666667,0,0,0.833333333333333,0.833333333333333,4.24868,9.58412,27.22624,9.58412,39.2,11.952,1230.4,NA,3.5,5.16666666666667,38.25,NA,0,0,0.833333333333333,Mar 2011,0.294738541759947,0,2011-03-17,1950,675,877.777775,0.583333333333333,0.166666666666667,0,1894.83472515656,669.306531242049,812.62050934344,0.319733005967141,0.166666666666667,0,NA,1840.68583578744,3,67,3,488,23.8749978779444,1993.82143329287,105,0,0
"2120011",2010,0.222222222222222,0.666666666666667,0,1,0,0.333333333333333,0.222222222222222,0.555555555555556,0.111111111111111,0,0.444444444444444,0.888888888888889,11.4222222222222,17.3344444444444,26.94,17.3344444444444,35,4.35645622222222,1144,NA,3.66666666666667,4.88888888888889,48.3333333333333,NA,0,1,0,Mar 2010,-0.786467127746397,0,2010-03-22,NA,NA,825.694444444444,1,1,0,NA,NA,954.232794979939,1,1,0,NA,460.022210677062,3,18,7.5,123,25.1995286150676,505.162040951271,21.5,0,0
"2120011",2011,0.181818181818182,0.727272727272727,0.818181818181818,0.181818181818182,0,0.545454545454545,0.0909090909090909,0.454545454545455,0.0909090909090909,0,0.454545454545455,0.818181818181818,10.2526454545455,15.8721636363636,24.6673454545455,15.8721636363636,34.6363636363636,4.31727272727273,1143.09090909091,NA,5.36363636363636,4.72727272727273,36.7272727272727,NA,0,1,0,May 2011,0.179029204102694,0,2011-05-13,1680,881.25,728.863636363636,0.454545454545455,0.454545454545455,0,1769.93250559466,924.98653080207,812.671864143032,0.460352951824135,0.459419013353559,0.00487355880810455,NA,1810.67529620544,3,89,3,488,23.690388334514,1957.48923855469,69.5,0,0
"2120013",2009,0.4,0.6,0,1,0,0.4,0,0.2,0,0,0.4,0.6,4.536,10.146,25.216,10.146,38.4,3.1216988,1129.8,NA,10,3.4,35.1,NA,0,0.8,0.2,Oct 2009,-0.840646727945142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.865179918059,5,19,6,123,24.8888818756352,581.410033878062,29,0,0
"2120013",2010,0.375,0.625,0.5,0.5,0,0.5,0,0.5,0.25,0,0.5,0.875,4.4955,10.100625,25.2193375,10.100625,38,3.030547,1130.875,NA,8.375,4.125,34.0625,NA,0,0.75,0.25,Aug 2010,0.0528426060981509,0,2010-08-12,NA,NA,606.25,1,1,0,NA,NA,630.772418497415,1,1,0,NA,413.79261893779,3,14,12,123,25.7950040987837,591.606730818003,37,0,0
"2120013",2011,0,1,0.5,0.5,0,0.5,0,0.5,0,0,0,0,4.63175,9.73245,25.61125,9.73245,36.5,3.075,1137.5,NA,5,5,38.75,NA,0,1,0,May 2011,-1.19023982963042,0,2011-05-01,2431.25,975,987.5,0,0,0,2391.93628145653,973.443021047783,988.278489476108,0,0.0622791580886726,0,NA,1801.39954301521,3,75,3,488,24.3898777612572,2182.10703108992,113,0,0
"21210003",2012,0.25,0.75,0.5,0.5,0,0.75,0,0.5,0,0,1,2,1.435625,2.568325,31.39095,2.568325,34.25,3.03784275,1168.75,NA,3.5,4.25,31.5,NA,0,0.25,0.75,Mar 2012,0.100693416753451,0,2012-03-17,1800.5,710,1250,0,0,0,1744.16767287103,774.269185581584,1242.19072739753,0.0449391356896276,0.0449391356896276,0.0449391356896276,NA,1890.5181435835,18,91,5,489,23.030044224901,1967.4150633193,22,0,0
"21230006",2012,0.25,0.75,0.875,0.125,0,0.875,0,0.375,0.125,0,0.75,0.875,7.7200625,15.7551375,16.4564375,13.9997375,34.25,2.055437,1105.75,NA,6.25,5,40.3125,NA,0,0,1,Jun 2012,0.57612210777745,0,2012-06-08,1533.125,731,903.25,1,1,1,1607.90615939946,732.207339970535,979.608093238528,0.576583278457628,0.576583278457628,0.576583278457628,NA,2061.86189620362,21,98,17,489,24.9131655974465,2047.59578793573,84,0,0
"21230008",2012,0.444444444444444,0.555555555555556,0.888888888888889,0.111111111111111,0,0.222222222222222,0,0.111111111111111,0.111111111111111,0,0.444444444444444,0.555555555555556,5.33811111111111,14.9412888888889,28.5910555555556,14.9412888888889,35,2.53516388888889,1138.55555555556,NA,5.88888888888889,4.33333333333333,49.4444444444444,NA,0,0.888888888888889,0.111111111111111,May 2012,0.474569162795443,0,2012-05-29,1815.11111111111,616.111111111111,1311.11111111111,0,0,0,1792.02630317957,612.339762093519,1291.81149201007,0.0622791580886726,0.0622791580886726,0.0622791580886726,NA,2058.161994393,21,110,5,489,24.8550326232286,2304.13692128253,99,0,0
"21230009",2011,0.2,0.8,0.4,0.6,0,0.8,0,0.4,0,0,0.8,0.8,0.35526,8.21912,25.10838,8.21912,35.4,15.7961504,1277.4,NA,11,4.2,33.4,NA,0,0,1,Nov 2011,-0.247703137177404,0,2011-11-01,1646,731.5,768.5,0,0,0,1600.63168834702,770.922895363155,923.032578376975,0.0311395790443363,0.0311395790443363,0.0311395790443363,NA,1886.41729697573,17,88,3,488,23.8749978779444,1993.82143329287,105,0,0
"21230009",2012,0.333333333333333,0.666666666666667,0.5,0.333333333333333,0.166666666666667,0.666666666666667,0,0.666666666666667,0,0,0.833333333333333,1,3.55526666666667,9.31411666666667,26.8147166666667,9.31411666666667,37.8333333333333,10.5555483333333,1222.5,NA,6.5,4.33333333333333,30.0833333333333,NA,0,0,1,Jun 2012,0.294738541759948,0,2012-06-16,2221.66666666667,1006.16666666667,869.833333333333,0,0,0,2205.45270059076,1041.66396891518,1149.52734930022,0.0311395790443363,0.0311395790443363,0.0311395790443363,NA,2052.85360366579,21,95,5,489,24.1498040218132,2187.69021274967,86.5,0,0
"21230011",2012,0.416666666666667,0.583333333333333,0.833333333333333,0.166666666666667,0,0.5,0.166666666666667,0.333333333333333,0.0833333333333333,0,0.75,1.08333333333333,9.19596,14.306,22.10561,14.306,33.1,4.6032652,1147.6,NA,7.16666666666667,4.33333333333333,38.2916666666667,NA,0,0.833333333333333,0,Jul 2012,0.834907388089991,0,2012-07-06,1916.75,755.458333333333,1307.375,0,0,0,1885.55238074784,755.531800928769,1309.11010699642,0.0536091468891501,0.0536091468891501,0.0536091468891501,NA,2114.4890754491,7,66,5,489,23.9425384240648,2135.77599230092,60.5,0,0
"21230013",2011,0.4,0.6,0.8,0.2,0,0.4,0,0.2,0.2,0,0.4,0.4,4.53374,10.1501,25.21278,10.1501,38.4,3.1216988,1130.2,NA,12,4.2,42.7,NA,0,0.8,0.2,Dec 2011,0.368928315397542,0,2011-12-01,1700,750,1000,0,0,0,1679.26104035647,748.941254312493,1020.73895964353,0.0622791580886726,0.0622791580886726,0.0622791580886726,NA,1588.86479754876,4,93,3,488,24.3898777612572,2182.10703108992,113,0,0
"21230013",2012,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0,0.666666666666667,0,0,0.333333333333333,1,4.63175,9.73245,25.61125,9.73245,36.5,3.0727505,1137.5,NA,7.33333333333333,5.33333333333333,50.3333333333333,NA,0,0.666666666666667,0,Jul 2012,0.68340583446173,0,2012-07-11,1794.66666666667,860,1383.33333333333,0,0,0,1773.72010982951,871.314047052776,1371.41725441904,0.0622791580886726,0.0622791580886726,0.0622791580886726,NA,1903.85418990254,17,94,5,489,24.8550326232286,2304.13692128253,99,0,0
"2140002",2010,0.111111111111111,0.888888888888889,0,1,0,0.888888888888889,0,0.444444444444444,0,0,0.777777777777778,1.22222222222222,3.17777777777778,16.5266666666667,16.5266666666667,23.6166666666667,45.6666666666667,2.71562388888889,1154.55555555556,NA,4.66666666666667,5.33333333333333,51.5,NA,0,0,0,Apr 2010,-0.946069812957141,0,2010-04-22,NA,NA,865.555555555556,1,1,0,NA,NA,864.616916050324,1,1,0,NA,447.734991210113,3,16,15,123,26.0528393629121,482.608266342805,28,0,0
"2140002",2011,0.0909090909090909,0.909090909090909,0.727272727272727,0.272727272727273,0,0.818181818181818,0,0.545454545454545,0.0909090909090909,0,0.727272727272727,1.27272727272727,2.94276363636364,14.6671909090909,14.6671909090909,21.0408818181818,46.0909090909091,3.02,1142.36363636364,NA,6.81818181818182,5.45454545454545,50.6363636363636,NA,0,0,0.363636363636364,Jun 2011,-0.00826302216152846,0,2011-06-26,1850,1000,803.636363636364,0.363636363636364,0.363636363636364,0,1848.4239262039,998.108711444685,804.186556670637,0.363636363636364,0.363636363636364,0,NA,1793.62860086805,3,109,5,488,24.473701981508,1887.20527250635,92,0,0
"2140003",2009,0,1,0,1,0,1,0,1,0,0,0.25,0.25,7.65,26.3425,30.1525,10.105,53.75,4.436043,1206.75,NA,11,6,57.875,NA,0,0,1,Nov 2009,-1.47388266734019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.668649743828,5,30,14,123,24.7057659862487,489.719979662247,26,0,0
"2140003",2010,0,1,0.6,0.4,0,1,0,0.8,0,0,0.4,0.4,7.5851,26.28716,30.10352,10.14694,54,4.433711,1209,NA,10.6,5.6,51.3,NA,0,0,1,Oct 2010,-0.556018772437954,0,2010-10-19,NA,NA,465,1,1,0,NA,NA,465,1,1,0,NA,414.446976800925,3,16,3,123,25.7388416445353,477.878601052121,42,0,0
"2140003",2011,0,1,1,0,0,0,0,1,0,0,1,1,7.2896,26.0578,29.826,10.3014,55,4.42,1216,NA,6,6,52,NA,0,0,1,Jun 2011,-0.0680169853697076,0,2011-06-01,2250,850,900,0,0,0,2250,850,900,0,0,0,NA,1790.75489113563,3,109,3,488,24.1390526349428,1837.29028249714,136,0,0
"21430002",2012,0.25,0.75,0.75,0.1875,0.0625,0.75,0,0.3125,0.125,0,0.75,0.8125,3.53251333333333,14.9207866666667,15.1193533333333,18.8972733333333,43.9333333333333,3.65813073333333,1139.73333333333,NA,8.625,5.5,42.78125,NA,0,0,0.5625,Aug 2012,0.414474005387593,0,2012-08-20,1918.65625,808.6875,1322.59375,0,0,0,1901.407936246,809.136107953028,1331.64868607779,0.0224695678448138,0.0224695678448138,0.0224695678448138,NA,2001.01075347702,17,71,5,489,23.9020570205033,2023.20377125468,51,0,0
"21430003",2012,0,1,1,0,0,0.75,0,0.75,0,0,0.75,0.75,7.629,26.36125,30.09055,10.063225,54.75,4.436043,1208.75,NA,3.5,4.5,41.75,NA,0,0,1,Mar 2012,0.108810286904015,0,2012-03-17,1800.5,710,1250,0,0,0,1800.5,710,1250,0,0,0,NA,2036.80291024099,16,102,5,489,24.496353302314,1989.10285120783,120,0,0
"2150001",2010,0.25,0.75,0,1,0,0.625,0.125,0.25,0.25,0,0.625,0.75,0.17375,19.935,19.935,1.815,30.5,1.67349125,1112.375,NA,4.25,5,45.5,NA,0,0,0,Apr 2010,-0.606991565610333,0,2010-04-09,NA,NA,953.125,1,1,0,NA,NA,1168.61040727531,1,1,0,NA,429.065751727287,3,16,29,123,22.4625774848752,477.614082973026,10,0,0
