"","date","year","month","day","MISUKU","NTHALIRE","CHITIPA","KARONGA","CHILUMBA","RUMPHI","HEWE","MZUZU","MZIMBA","EMBANGWENI","JENDA","MPAMBA","NKHATABAY","CHINTHECHE","DWANGWA","NKHOTAKOTA","MWANSAMBO","SALIMA","DOWA","NTCHISI","MALOMO","MPONELA","MADISI","BOWE","SANTHE","KASUNGU","CHAMAMA","NKHAMENYA","CHATOLOMA","MKANDA","MCHINJI","NSUNDWE","NAMBUMA","KASIYA","LILONGWE","MITUNDU","NANJIRI","NKHOMA","THETE","MTAKATAKA","CHIMBIYA","BEMBEKE TURN OFF","LIZULU","SHARPEVALEY","TSANGANO TURN OFF","NTCHEU","NTONDA","BALAKA","NTAJA","NAMWERA","MONKEY BAY","MANGOCHI","LIWONDE","JALI","MAYAKA","ZOMBA","THONDWE","CHIRADZULU","LUNZU","LIMBE","BVUMBWE","MWANZA","NENO","LUCHENZA","MIGOWI","PHALOMBE","MULOZA","CHIKWAWA","NGABU","NCHALO","BANGULA","NSANJE","CHILINGA"
"19","2008-05-06","2008","05","06","100","123.1","90.59","181.81",NA,"154.02",NA,"117.5","240",NA,NA,NA,"165.5","137.5","275","264.5","150","200","120",NA,"130.44","140","90","92.5","90","158.12",NA,NA,"138.4","200","120","180","150",NA,NA,"80","199","122","120","130.5","130","120","150","156.32","120","160",NA,"140.11","240",NA,"140.63",NA,"150","131.6",NA,"130","145","166.67","140","135.11","150","142","140","155",NA,"186.47","146.67","207.69","120","253.75","214.29","190",NA
"20","2008-05-13","2008","05","13","100",NA,"90.59","166.75",NA,"164.02","97.01","134.22","240",NA,NA,NA,"165.5","137.5","275","280","150",NA,"120","140","135.24","140",NA,"100","98.14","158.12",NA,NA,"135.6",NA,"150","180","160",NA,"190","78","199",NA,NA,"130.5","130",NA,NA,"156.32",NA,NA,NA,"110.66",NA,"157.14","140.16","220.5","150","140.16",NA,"130","150","133","140","135.11",NA,"142","141.19","170",NA,NA,"143.33","207.72","150","253.75","242.86","197.78",NA
"21","2008-05-20","2008","05","20","100",NA,"90.59","166.66",NA,"152.16","100.87","114.5","240",NA,NA,NA,"170","136.75","275","233.75",NA,"200","120","130","139.18","140",NA,"105",NA,"155.3",NA,"235.86",NA,"200","140","180",NA,NA,"200","78.44","220","125","130",NA,"130","130","121","161.46","155","160",NA,"13.47","242","157.14","146.81","220.5","150","140.16",NA,"130",NA,"166.67","150","122.32",NA,"140","142.54","160",NA,"176.62","150","207.59","150","253.75","214.29","197.78",NA
"22","2008-05-25","2008","05","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2008-06-03","2008","06","03","100",NA,NA,"166.75",NA,"152.22",NA,NA,"240",NA,NA,NA,"183.33","136.75",NA,"200",NA,"200",NA,"150","140.36","140",NA,NA,"98.42","157.18",NA,"252.52",NA,NA,"130",NA,NA,NA,"200","105",NA,NA,"135","161.43","130","150","136","112.96",NA,"160",NA,NA,NA,"157.14","147.61","189.58","152","150.89",NA,"140","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155","253.75",NA,NA,NA
"24","2008-06-10","2008","06","10",NA,NA,"89.41",NA,NA,NA,NA,"120","241.05",NA,NA,"169.18",NA,"136.8",NA,"275","241.86",NA,"180","120","154.3","140","90","150",NA,"156.28",NA,NA,NA,NA,"135","180","150",NA,NA,NA,"220","145.5","140",NA,"140","150","165",NA,NA,"160",NA,"268.34","247","157.14",NA,"200.85",NA,"186.22",NA,"130","160","130","150",NA,"150","140","143.17","170",NA,NA,NA,"242.31","150","253.75","214.29","220",NA
"25","2008-06-17","2008","06","17","107.14",NA,"120","170.75",NA,"192.96",NA,"102.13","240.6",NA,NA,"169.18","183.93","137.2",NA,NA,"122",NA,"180","120","144.28",NA,"95","155","100",NA,NA,NA,NA,NA,NA,"200","150",NA,NA,NA,"228","150",NA,NA,"140","150",NA,NA,NA,"170","95","13.47",NA,"157.14","150.01","200",NA,NA,NA,"130",NA,"180","150",NA,"150","214.11","140.96",NA,NA,"189.74","160","242.36","160","210","214.29","238.9",NA
"26","2008-06-24","2008","06","24",NA,NA,"120","189.56",NA,"192.96","124.39",NA,"243.15",NA,NA,"169.18","183.93","136.95","230",NA,"241.86",NA,"180","150","139.4","150",NA,NA,"100","158.55",NA,NA,NA,NA,NA,NA,"150","200","190","110","120","150","140","189.67","140",NA,NA,NA,NA,"200","95",NA,NA,"157.14","186.04","240","250","156.22",NA,"130","170","180",NA,"167.14","150","214.11","142.66",NA,NA,"187.26",NA,"223.08",NA,"263.75","214.29","193.33",NA
"27","2008-07-01","2008","07","01","113.09","117.65","120","233.33",NA,"192.96",NA,"120","240.6",NA,"120","169.18","183.93","135.98","230","270","261.87","200","200","150","130.25","160","95","160","100","156.27",NA,NA,NA,"200","130","200","150","160","180","105","225","150","150","189.67","150",NA,NA,NA,"165","200","95","268.34","249","133.33",NA,"240","247","186.22",NA,"135","170","200","160","167.14","150","214.11","142.66","163.33",NA,"189.74","163.33","222.8",NA,"253.75","214.29","193.33",NA
"28","2008-07-08","2008","07","08","118.05","117.65","122.35","205",NA,"192.96","125.77","120.16","243.3",NA,"120","171.69","179.44",NA,"230","270","240",NA,"200","170","133.1","160","90","165","100","156.27",NA,NA,NA,"195.5",NA,"200","145",NA,"200",NA,"225","150","150","192.5","140",NA,"178.2",NA,"165","200","95",NA,NA,"133.33",NA,"240","247","194.66",NA,"135","180","111.11","160","167.14","150",NA,NA,"163.33",NA,"190.47","166.67","222.8","165","253.75","214.29","240",NA
"29","2008-07-15","2008","07","15","118.05","117.65","122.35","220","200","192.96","125.77","102","243.35",NA,"140","173.81","210","137.3","230","308.75",NA,NA,"200","170","128.78","160","95","155","100","160",NA,NA,NA,"195.5","138.45","200","140","160","200","155","230","150","150","192.5","140","150","178.2","153.97","155.56","200","95","268.34","250","175","199.6","240","247","190",NA,"130","180","200","170","178.87","150","214.11",NA,"163.33",NA,"196.39","170","220.59","165","253.75","214.29","240",NA
"30","2008-07-22","2008","07","22",NA,"117.65","114.9",NA,NA,"192.96","130.25","89.5","243.36",NA,NA,"184.17","225.18","137.98","300","315","257.5",NA,"200","180","132.4","160",NA,"170","100","163.26",NA,"250.4",NA,NA,"138.8","200","145",NA,"200","154","230","150","150","222.35","140","150","190",NA,"160","200",NA,"263.91","250","175","210.3","240","247","195",NA,"150",NA,"200","170","180","150","214.11","160.28","163.33",NA,"197.34","176.67",NA,"170","253.75","200","220",NA
"31","2008-07-29","2008","07","29","125",NA,"114.9","215.87","200","192.96","126.33","92.18","155",NA,"140","184.17","212.36","137.45","300","320",NA,NA,"220","170","135.24","170",NA,"175","100","164.25",NA,NA,NA,NA,NA,"200","145",NA,"200","164.29","240","170","150","222.35","140",NA,"220","176.5","162.05","240","95","263.91",NA,NA,"201.36","214.67","247","200",NA,"150","180","200","170","188.27","150","214.11","160.28","163.33",NA,"196.85","187.78","219.26","180",NA,"192.86","200",NA
"32","2008-08-05","2008","08","05","125",NA,"122.35","200","200","200.37","126.33","123.15","244.25",NA,"140","206.74","190.18","137.8","300","278.46","257.5",NA,"200","180","133.82","170","130","190","100","165.28",NA,NA,NA,"191.2","140.15","200","150",NA,"200","165","240","200","140","195","150","150","230","232.05","185.55","240","95","263.91","250",NA,"204.16","241.67","295","215.44",NA,"180","180","200","188.73","188.79","150","214.11","152.16","177.5",NA,NA,"190","219.26","190","217.25","192.36","200",NA
"33","2008-08-12","2008","08","12","138.57","144.12","122.33","233.33",NA,"200.79",NA,"114",NA,NA,NA,NA,"184.17","138.6","300","278","275","220","200","180","130.24","170",NA,NA,"100","166.49",NA,NA,NA,NA,"145.15","200","175","200","200","160.33","240","210",NA,"205","150",NA,NA,NA,"186.75","240","95","268","250",NA,"187.41","240","295","215.44",NA,"150",NA,"150","188.73",NA,"150","214.11",NA,"177.5",NA,"199.54","186.67",NA,"175.44",NA,NA,"200",NA
"34","2008-08-19","2008","08","19","142.86","137.45","122.35","215.87","250",NA,NA,NA,NA,NA,NA,"193.38","218.75",NA,"300","317.65","275","250","200","170",NA,"170",NA,"185","100","166.49",NA,"362.83",NA,NA,"147.18","245","180",NA,"200",NA,"235","211",NA,"205","150","170","180",NA,"192.3","240","100","268","254",NA,"203.16","144.58",NA,"220.44",NA,"180","180","213.33","188.73",NA,"150","214.11","161.76","177.5",NA,NA,"180","219.26","153.85","210","193.03","200",NA
"35","2008-08-26","2008","08","26","142.86","141.65","124.71","110",NA,"200.37","127.17",NA,NA,NA,NA,NA,"210.43","139.05","300",NA,NA,NA,"200",NA,NA,NA,NA,"185","100",NA,NA,"362.83",NA,NA,"147.33",NA,NA,"210","200","178","225.7","210.1","150",NA,"150",NA,NA,"220",NA,"240","100","268","254","230","222.18","244.58","294.65","215.14",NA,"150","180","213.33","188.73",NA,"150",NA,"160.57","177.5",NA,NA,NA,"219.26",NA,"210","200","200",NA
"36","2008-09-02","2008","09","02","144.96","137.45",NA,"211.11","200","200.37",NA,"115.18","244.25",NA,NA,"199.79","216.67","138.15","300","317.65","275","250",NA,NA,"139.25","180",NA,"195","100","162.4",NA,NA,NA,NA,"146.9","245","200",NA,"190","180","237","211.1","150","205","150","170","220","174.22","185.02","240","92.5","268","255","192.3","224.26","244.58",NA,"220.89",NA,"150",NA,"213.33","188.73","213.33","150","204.88",NA,NA,NA,"197.53","190","219.26","162.97","210","200","200",NA
"37","2008-09-09","2008","09","09","140.83","134.12","124.71",NA,"250","200.37","126.78",NA,"244.3",NA,NA,"199.7","215.67","140.1","300","293.33","280","250","200","200","142.7","180",NA,"180","100","167.34",NA,NA,NA,NA,"144.86","245",NA,"210","200","170","230","190","160","205","130",NA,"185.9","202.05","186.75","240","110","258",NA,"192.03","225.3","247.5","294.65",NA,NA,"170","180","213.33",NA,"113.33","150","206","160.55",NA,NA,"279","190","219.45","176.8",NA,"192.86",NA,NA
"38","2008-09-16","2008","09","16","140.83",NA,"128.04","218.05","250","200.37","132.2","113.3","244.27",NA,NA,NA,NA,"140.75","300","293.33","280","250","200","200","150.12","190",NA,"185","120","168.22",NA,"408",NA,"220","144","245","200","200","200",NA,"230","175.55","180",NA,"150","170","186.75",NA,"168.8","240","110","265.01",NA,NA,"227.61","249.3","290.6","220.34",NA,NA,NA,"213.33","188.73","213.33","200","206","160.53",NA,NA,NA,"190","218.71","182.14","210","192.86","200",NA
"39","2008-09-23","2008","09","23","140.83","128.04","128.04","207.56","200","200.37","132.77","115","244.3",NA,NA,NA,NA,"141.2","300","293.33",NA,"250",NA,"200","143.85","190",NA,"190","100","172.34",NA,NA,NA,"220.3","145.19","245","110","200",NA,NA,"230","180.5","180",NA,NA,"170","240","205",NA,"200",NA,"265.01",NA,"192.03","231.82","249.5","290","220.8",NA,"170",NA,"213.33","197.7","213.33","200","206",NA,"185",NA,NA,"193.33","216.94","200.79","210","192.86","140.83",NA
"40","2008-09-30","2008","09","30","140.83","134.12","128.63","181.81","250","200.37","134.31","118.18","244.32",NA,NA,NA,NA,"142.8","300","293.3","295.5","250","200","200","145.2","190","120","180","100",NA,NA,"350.36",NA,"223.5","145.19",NA,"210",NA,"196.67","150","230","180.5","180","210","150",NA,"168.8","156.17","170","200","125","265.01",NA,"190","225.4","250","297.14","225",NA,NA,"180","213.33","197.7","217.78","200","206","180.36","190",NA,"204.38",NA,"215.88","213.41",NA,"185.72","160",NA
"41","2008-10-07","2008","10","07","140.83","134.12","128.63","222.22","250","198.52","134.31","134.15","244.34",NA,NA,NA,"194.35","142.15","300","317.65","200","250","200",NA,"144.86","200","170","190","100","172.34",NA,"342.85",NA,"223","145.8","245","210",NA,"180","155","230","195.5","180","210",NA,"170","188.6","183.16","168.8","200",NA,"265.03",NA,"200",NA,NA,"297.14","220.26",NA,NA,NA,"220","197.7","217.78",NA,NA,"180.34","202.5",NA,"199.72","173.33",NA,"214.29",NA,"185.72",NA,NA
"42","2008-10-14","2008","10","14","146.25","134.12","128.63","218.27","250","198.52","134.31","122.23","244.36",NA,NA,NA,"196.34","145.08","300","318","200",NA,"200","200","115.85","200","180","100","100","178.45",NA,"365.51",NA,"225","147","245","215",NA,"182.5","160","210",NA,"190","210","150.14","170","200.4","194.12","171.42","240","130","259.2",NA,"190","230.5",NA,"308.57","220.26",NA,"230","180","333.33","197.7","211.56",NA,"251.69","180.33","202.5",NA,"202.02","186.67","214.86","196.39","210",NA,"160",NA
"43","2008-10-21","2008","10","21",NA,"140.79","136.08",NA,"250","200.99","131.62","122.48","244.35","120",NA,NA,"214.13","144.95","300","318.65","200","150",NA,"200","156.3","200","200","190","80.2","182.13",NA,"385.13","123.46","225","146.8","250","210","200","196.43","140","230","194.6","200","210","150.24","170",NA,"237.95","171.42","240","140","259.2",NA,"195.12","227.84",NA,"308.57",NA,NA,"200.33","180","333.33","197.7",NA,NA,"251.59","180.31","215.23",NA,NA,"186.12","213.07","180.41","210","192.86","200",NA
"44","2008-10-28","2008","10","28","146.25","140.79","136.08",NA,NA,"200.99","136.84",NA,NA,"126",NA,NA,"160",NA,"300","321","249.02","250","200","200","198.92","200",NA,"195","80.2",NA,NA,"380.95",NA,"226.3","146.99","245","220",NA,NA,"142.44","230","198.8","200",NA,"150.12",NA,"188.82","212.05","171.42","200","136.25","180.7",NA,NA,"230.19",NA,"297.14",NA,NA,"200.2",NA,"333.33","197.7",NA,NA,NA,NA,"225.76",NA,"199.43",NA,NA,"164.96","210","192.86","200",NA
"45","2008-11-04","2008","11","04","151.67","140.79","136.08","200",NA,"200.99","143.22","107.66","244.37","290",NA,NA,"174.46","145.35","300","318","264.71",NA,"200","200","182.77","200","200","190","90.44","185.42",NA,"391.89",NA,"225","147.25","245","220","190.44","196.43","148.5","230","198.5","200","210","150.24","170","190.2",NA,"171.25","200","137","180.7",NA,"195.12","230.12",NA,"295.8","230.11",NA,"200.15","200","333.33","197.7","220","220","251.59",NA,"225.76",NA,NA,NA,"214.86","165","210","192.86","200",NA
"46","2008-11-11","2008","11","11","158.33",NA,"136.08","195","250","200.99","143.56","137.5",NA,"250",NA,NA,"189.12","145.48","300","300","282.35",NA,"200",NA,"200",NA,"200",NA,"100",NA,NA,"358.1","121.52",NA,"149.05",NA,"220",NA,NA,NA,NA,"200","200","210",NA,NA,"190.87","204.7","168.79","225",NA,"184.23",NA,NA,"230.3",NA,"296","230.33",NA,"200.01",NA,NA,"197.7","220","220","295.45","200.86","225.76",NA,"219.86",NA,NA,"168.37","210","200","200",NA
"47","2008-11-18","2008","11","18","168.5","134.12","189.8",NA,NA,"211.98","143.66","117.1","244.4",NA,NA,"147.04","150.38","146.05","300","270.59","282.35",NA,"200",NA,"200","200",NA,"195",NA,"192.16",NA,"389.5","120.99","226.08","150.12",NA,NA,NA,"196.43","150","230","220.8","200","210","150.78","170","214.56","182.05","172.96","225",NA,"184.23",NA,NA,"233.84",NA,"298","230.33",NA,"200.39",NA,"350","197.7","227.17","220","295.45",NA,"186.67",NA,"221.45","181.4","264.95","156.25",NA,"200","200",NA
"48","2008-11-25","2008","11","25","158.5",NA,"189.8",NA,NA,"211.98",NA,"108.22","244.42",NA,NA,NA,NA,"146.25","300","285.71","288.23","250","210.7","220","206.3",NA,NA,"190","100",NA,NA,"401.36",NA,NA,"152.84","250","230",NA,"196.43","154.22","237.2","220.11","190",NA,"160.38","170","214.06",NA,"164.32","225","137",NA,NA,NA,NA,"256.25","297","233.84","122.5",NA,NA,"350","197.2","227.11","220","251.59","203.13","200",NA,"124.78","183.22","254","161.11","280","200","200",NA
"49","2008-12-02","2008","12","02","160.42","141.79","189.9",NA,"275.02","211.98","143.56","112.16","248","200",NA,"148.28","175.4","146.3","300","300","286.27","250","200","220","205.6","200",NA,"195","100.22","205.05",NA,NA,NA,"225.55",NA,"250","230",NA,"217.23","132","231.2","221.21","190","215.73","160.24","175",NA,"210","202.09","225","150","84.25",NA,"250",NA,"253.33","302.34","130","122.5","200","220","350","197.7","230.26","220","251.69","203.13","203.33",NA,"225.49","186.7",NA,NA,"280","207.15","200",NA
"50","2008-12-09","2008","12","09","160.42","197.65","189.8",NA,"280.05","211.98","146.56","133.16","281.33",NA,NA,"148.28",NA,"146.2","300","292.86","266.67","250","204.5","216.67","209.4","200","200","185","105.22","208.04",NA,NA,"117.17",NA,NA,"250","235",NA,"200","135","235","220","200","215.73","160.32","175","218.62","257.14","198.45","225","150","85.11",NA,"250",NA,"256.25","302.5","240.32",NA,"200.05","220","350","197.7",NA,"220","251.69","204.26","203.33",NA,"127.77","179.4",NA,"164.18",NA,"192.86","200",NA
"51","2008-12-16","2008","12","16","160.05","197.67","189.8","246.15",NA,"211.88","140.89",NA,NA,NA,NA,"148.28","175.2","146.05","300","342.47","266.67","250","205.85","220","214.72","200",NA,NA,"108.32","211.04",NA,NA,NA,NA,"166.18",NA,"230",NA,NA,"140.25","235","215.85","200","248.09","160.32",NA,"220.12",NA,NA,NA,NA,NA,"280.36",NA,"248.27","260","302.74",NA,NA,NA,NA,"350","179.63","232.4","220","251.69",NA,NA,NA,NA,NA,NA,NA,NA,"214.29","200",NA
"52","2008-12-23","2008","12","23",NA,NA,"189.8","222.22",NA,"211.98","143",NA,NA,NA,NA,NA,"198.48","146.32","300","342.47",NA,"250",NA,"230",NA,"200",NA,"200",NA,NA,NA,"351.35",NA,NA,"185.15","250",NA,NA,NA,NA,NA,"240","200",NA,NA,NA,NA,NA,"204.87",NA,NA,"85.11",NA,NA,"251.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204.28","216.57",NA,NA,NA,NA,"175.61",NA,"192.86",NA,NA
