fid,field_1,ea_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,LZNUM,LZCODE,LZNAMEEN,LZNAMEFR,LZNAMESP,LZNAMEPT,CLASS
1324,1981,NA,0.85999298,30.694593,UG2011L135,2011,UG,35,UG35,Midwest Central and Lake Victoria Crescent Robusta Coffee Banana Maize and Cattle Zone,,,,PS03
1325,195,20130009,0.10399945,33.783092,UG2011L136,2011,UG,36,UG36,Kalangala Fishing Oil Palm Cassava Zone,,,,FS01
1326,886,2010009,0.10399945,33.783092,UG2011L136,2011,UG,36,UG36,Kalangala Fishing Oil Palm Cassava Zone,,,,FS01
1327,1523,2010009,0.103999,33.783092,UG2011L136,2011,UG,36,UG36,Kalangala Fishing Oil Palm Cassava Zone,,,,FS01
1328,1524,NA,0.103999,33.783092,UG2011L136,2011,UG,36,UG36,Kalangala Fishing Oil Palm Cassava Zone,,,,FS01
1329,4,10130002,-0.043573041,32.005306,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1330,17,10210011,0.23867941,32.620823,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1331,22,10210014,0.23138611,32.590992,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1332,25,10210017,0.27318704,32.624809,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1333,105,10810002,0.28615281,32.638367,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1334,108,10830006,0.31634957,33.160358,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1335,134,11030005,-0.90362674,31.765472,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1336,152,11310002,0.067728207,32.471592,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1337,157,11330008,0.056090191,32.310928,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1338,211,20410002,0.50861353,33.153099,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1339,213,20410009,0.48548794,33.238556,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1340,226,20530017,0.72144115,33.06971,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1341,268,10930004,1.7825723,32.166794,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1342,384,30730011,1.5814409,32.838669,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1343,448,30230016,1.8674783,32.79665,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1344,650,40730007,1.0091022,30.557779,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1345,697,20810001,0.32133171,32.654846,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1346,712,1020011,0.23867941,32.620823,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1347,717,1020014,0.23138611,32.590992,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1348,721,1020017,0.27318704,32.624809,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1349,784,1060005,-0.011469642,32.095398,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1350,801,1080002,0.28615281,32.638367,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1351,803,1080006,0.31634957,33.160358,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1352,804,1080006,0.29594684,32.67767,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1353,825,1100005,-0.90362674,31.765472,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1354,844,1130002,0.067728207,32.471592,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1355,849,1130008,0.056090191,32.310928,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1356,902,2040009,0.48548794,33.238556,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1357,912,2050017,0.72144115,33.06971,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1358,921,2080001,0.32133171,32.654846,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1359,935,2100002,0.070627108,32.476955,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1360,1028,3020016,1.8674783,32.79665,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1361,1209,4070007,1.0091022,30.557779,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1362,1262,NA,-0.043573,32.005306,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1363,1274,NA,0.056017999,32.472733,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1364,1284,NA,0.23867901,32.620823,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1365,1292,NA,0.23138601,32.590992,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1366,1299,1020017,0.27318701,32.624809,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1367,1300,NA,0.27318701,32.624809,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1368,1324,NA,0.306104,32.635963,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1369,1384,NA,-0.01147,32.095398,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1370,1408,NA,0.28615299,32.638367,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1371,1411,1080006,0.31635001,33.160358,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1372,1443,NA,-0.90362698,31.765472,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1373,1466,1130002,0.067727998,32.471592,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1374,1467,NA,0.067727998,32.471592,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1375,1476,NA,0.244634,32.613476,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1376,1477,1130008,0.056090001,32.310928,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1377,1486,NA,0.327263,32.655388,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1378,1540,NA,0.76276201,33.033287,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1379,1544,NA,0.50018299,33.271423,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1380,1549,2040009,0.485488,33.238556,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1381,1563,NA,0.72144097,33.06971,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1382,1572,NA,0.445418,33.217991,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1383,1591,NA,0.070626996,32.476955,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1384,1605,NA,1.771006,33.45145,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1385,1700,NA,1.867478,32.79665,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1386,1701,3020018,1.6774679,32.370129,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1387,1711,NA,0.26103401,32.675671,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1388,1795,NA,0.476392,33.232754,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1389,1909,NA,0.28068399,32.623116,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1390,1919,4070007,1.009102,30.557779,UG2011L137,2011,UG,37,UG37,Lakeshore and Riverbank Fishing Zone,,,,FS02
1391,67,10530019,-0.52238631,31.355343,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1392,76,10630003,0.11205984,31.760345,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1393,80,10630005,0.27025428,31.648449,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1394,81,10630005,0.21624768,31.574783,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1395,82,10630005,0.33526602,31.646975,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1396,96,10730020,0.48756397,31.800924,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1397,101,10730023,0.57550406,31.819822,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1398,126,10930004,1.5824466,32.189293,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1399,127,10930004,1.5148846,32.101482,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1400,128,10930004,1.6092539,32.191475,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1401,129,10930004,1.3998694,32.256496,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1402,130,10930004,1.5705336,32.362442,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1403,135,11030007,-0.61210996,31.183638,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1404,136,11030007,-0.51861161,31.194437,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1405,137,11030007,-0.36449268,31.159548,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1406,138,11030007,-0.67038947,31.16044,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1407,140,11030009,-0.50883049,31.333286,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1408,145,11130001,0.14536674,31.23106,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1409,147,11130005,-0.15598033,31.400017,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1410,148,11130005,-0.15101856,31.43755,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1411,171,11030003,-0.10799912,31.124783,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1412,172,11030003,-0.29533115,31.218782,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1413,179,10730027,0.48019925,31.779175,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1414,186,10430013,1.1596003,32.002609,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1415,187,10430013,1.0509763,32.467468,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1416,410,41030035,-0.2788738,30.890127,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1417,561,10530030,0.24053141,31.776928,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1418,662,41030029,-0.015238362,30.937271,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1419,693,41030011,-0.9256019,30.794159,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1420,694,41030020,-0.75724643,30.807199,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1421,695,41030032,-0.15113828,30.948854,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1422,768,1050019,-0.52238631,31.355343,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1423,776,1060003,0.11205984,31.760345,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1424,778,1060003,0.31083706,31.602766,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1425,779,1060005,0.27025428,31.648449,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1426,780,1060005,0.33526602,31.646975,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1427,794,1070020,0.48756397,31.800924,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1428,798,1070023,0.57550406,31.819822,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1429,817,1090004,1.5824466,32.189293,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1430,818,1090004,1.5148846,32.101482,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1431,819,1090004,1.6092539,32.191475,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1432,820,1090004,1.3998694,32.256496,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1433,821,1090004,1.5705336,32.362442,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1434,826,1100007,-0.61210996,31.183638,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1435,827,1100007,-0.51861161,31.194437,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1436,828,1100007,-0.36449268,31.159548,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1437,830,1100007,-0.67038947,31.16044,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1438,831,1100009,-0.50883049,31.333286,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1439,836,1110001,0.14536674,31.23106,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1440,838,1110003,-0.22932072,31.401031,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1441,839,1110005,-0.15598033,31.400017,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1442,840,1110005,-0.15101856,31.43755,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1443,862,1140003,-0.10799912,31.124783,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1444,863,1140003,-0.29533115,31.218782,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1445,871,1150027,0.48019925,31.779175,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1446,878,1160013,1.1596003,32.002609,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1447,879,1160013,1.0509763,32.467468,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1448,1252,4180011,-0.9256019,30.794159,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1449,1253,4180020,-0.75724643,30.807199,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1450,1255,4190032,-0.15113828,30.948854,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1451,1256,4190035,-0.2788738,30.890127,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1452,1259,1130016,-0.3403565,31.184038,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1453,1362,1050019,-0.52238601,31.355343,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1454,1373,1060003,0.11206,31.760345,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1455,1377,1060005,0.27025399,31.648451,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1456,1378,NA,0.21624801,31.574783,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1457,1381,NA,0.27025399,31.648451,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1458,1401,1070020,0.487564,31.800924,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1459,1432,NA,1.5824471,32.189293,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1460,1433,1090004,1.5824471,32.189293,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1461,1434,NA,1.5148849,32.101482,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1462,1435,NA,1.609254,32.191475,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1463,1436,NA,1.399869,32.256496,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1464,1437,NA,1.570534,32.362442,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1465,1444,NA,0.312334,31.573221,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1466,1445,1100007,-0.51861203,31.194437,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1467,1447,NA,-0.670389,31.16044,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1468,1448,1100009,-0.50883102,31.333286,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1469,1449,NA,-0.50883102,31.333286,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1470,1454,1110001,0.145367,31.231058,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1471,1456,NA,-0.122951,31.376802,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1472,1457,NA,-0.229321,31.401031,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1473,1459,NA,-0.15598001,31.400017,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1474,1460,1110005,-0.15101901,31.43755,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1475,1461,NA,-0.15101901,31.43755,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1476,1497,NA,-0.107999,31.124783,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1477,1498,1100003,-0.295331,31.218782,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1478,1499,NA,-0.295331,31.218782,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1479,1506,NA,0.48019901,31.779175,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1480,1514,1040013,1.1596,32.002609,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1481,1515,NA,1.050976,32.467468,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1482,1934,NA,-0.015238,30.937271,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1483,1936,NA,-0.39755401,30.725658,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1484,1943,NA,1.381825,32.478306,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1485,1978,4100011,-0.92560202,30.794159,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1486,1979,4100020,-0.75724602,30.807199,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1487,1983,4100032,-0.15113799,30.948854,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1488,1984,4100035,-0.27887401,30.890127,UG2011L138,2011,UG,38,UG38,Central and Southern Cattle Cassava Maize Zone,,,,PS04
1489,1170,4020011,-0.16504748,30.15288,UG2011L139,2011,UG,39,UG39,National Park,,,,AG01
1490,1875,NA,-0.165047,30.15288,UG2011L139,2011,UG,39,UG39,National Park,,,,AG01
1491,3,10130002,0.28908074,32.56065,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1492,5,10210001,0.33318767,32.570656,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1493,6,10210002,0.31304476,32.569145,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1494,7,10210003,0.30309552,32.573345,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1495,8,10210004,0.34575298,32.546299,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1496,9,10210005,0.37804905,32.594128,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1497,10,10210006,0.371429,32.56506,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1498,11,10210007,0.36514077,32.597015,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1499,12,10210008,0.35690978,32.588352,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1500,14,10210009,0.36253446,32.574726,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1501,15,10210010,0.34599793,32.583225,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1502,16,10210011,0.28927287,32.615974,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1503,18,10210012,0.31279653,32.611473,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1504,19,10210013,0.30322111,32.619747,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1505,20,10210014,0.28581339,32.578739,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1506,21,10210014,0.39059284,32.521591,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1507,23,10210015,0.30165493,32.600548,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1508,24,10210015,0.32639074,32.555145,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1509,26,10210018,0.29515454,32.5854,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1510,27,10210019,0.28539219,32.617664,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1511,28,10210019,0.41072601,32.488712,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1512,29,10210019,0.36563045,32.555477,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1513,30,10210020,0.34478223,32.587532,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1514,31,10210021,0.36772007,32.623959,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1515,32,10210022,0.36840436,32.590256,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1516,33,10210023,0.32818478,32.634068,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1517,34,10210024,0.32192761,32.638088,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1518,35,10210025,0.33720475,32.608589,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1519,37,10210026,0.30594072,32.529144,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1520,38,10210027,0.28985971,32.553036,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1521,39,10210028,0.3567673,32.557106,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1522,40,10210029,0.33075041,32.542141,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1523,41,10210031,0.27931949,32.566051,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1524,42,10210032,0.33245257,32.54237,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1525,43,10210033,0.31714338,32.537323,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1526,44,10210034,0.30460998,32.543774,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1527,48,10410002,0.71214485,32.52943,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1528,49,10410002,0.58655202,32.525223,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1529,53,10430006,0.27692965,32.545937,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1530,55,10430006,0.3471041,32.537529,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1531,57,10430008,0.81150138,32.515919,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1532,58,10430008,0.35051212,32.624798,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1533,59,10510001,-0.34314713,31.725313,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1534,60,10510003,-0.14214757,31.879677,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1535,62,10530004,0.33991042,32.558567,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1536,70,10530026,-0.30155933,31.75025,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1537,73,10530030,-0.31462511,31.748158,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1538,78,10630003,0.02992708,32.02459,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1539,87,10710001,0.55268747,31.382027,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1540,95,10730016,0.34390631,32.541683,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1541,107,10810003,0.41141748,33.141369,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1542,115,10830020,0.37261337,32.756374,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1543,119,10830023,0.33792701,32.536728,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
1544,132,11010001,0.37218821,32.568462,UG2011L140,2011,UG,40,UG40,Urban,,,,UB01
