field_1,ea_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,LZNUM,LZCODE,LZNAMEEN,LZNAMEFR,LZNAMESP,LZNAMEPT,CLASS
"565","40230025",-0.52836,29.95418,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"566","40230025",-0.53700,30.01732,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"567","40230030",-0.56736,30.42662,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"608","41030029",-0.32304,30.59479,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"610","41030038",-0.74504,30.42481,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"611","41030038",-0.69744,30.47742,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"613","41130004",-0.76057,30.17909,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"614","41130006",-0.86766,30.35411,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"615","41130007",-0.98234,30.45974,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"617","41130009",-0.98718,30.12984,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"620","41230003",-0.96490,29.95969,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"621","41230005",-0.64043,29.80598,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"624","41330005",-0.10504,30.26422,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"634","41030014",0.08080,30.48955,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1100","4020002",-0.49215,30.51417,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1101","4020007",-0.30398,30.37850,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1103","4020011",-0.26006,30.12967,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1104","4020016",-0.54980,30.06752,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1105","4020016",-0.60349,29.99411,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1106","4020020",-0.55377,30.30369,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1107","4020025",-0.52836,29.95418,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1108","4020025",-0.53700,30.01732,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1109","4020030",-0.66194,30.30427,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1110","4020030",-0.56736,30.42662,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1149","4100026",-0.56057,30.67880,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1150","4100029",-0.32304,30.59479,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1151","4100038",-0.74504,30.42481,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1152","4100038",-0.69744,30.47742,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1153","4100038",-0.65430,30.38422,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1155","4110004",-0.76057,30.17909,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1156","4110006",-0.86766,30.35411,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1157","4110007",-0.98234,30.45974,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1159","4110009",-0.98718,30.12984,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1160","4120003",-0.96490,29.95969,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1162","4120005",-0.64043,29.80598,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1163","4120005",-0.59185,29.88897,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1166","4130005",-0.10504,30.26422,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1177","4170014",0.01483,30.52033,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1178","4170014",0.08080,30.48955,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1179","4170017",-0.22740,30.40217,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1182","4180023",-0.85530,30.65958,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1422","4020007",-0.30398,30.37849,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1423","4020011",-0.26006,30.12967,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1424","4020016",-0.54980,30.06752,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1425","4020020",-0.55377,30.30369,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1426","4020025",-0.52836,29.95418,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1427","4020030",-0.56736,30.42662,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1458","4100026",-0.56057,30.67880,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1459","4100029",-0.32304,30.59479,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1460","4100038",-0.74504,30.42481,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1462","4110004",-0.76057,30.17909,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1463","4110006",-0.86766,30.35411,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1464","4110007",-0.98234,30.45974,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1465","4110009",-0.98718,30.12984,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1466","4120003",-0.96490,29.95969,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1467","4120005",-0.64043,29.80598,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1470","4130005",-0.10504,30.26422,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1481","4100014",0.01483,30.52033,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1482","4100017",-0.22740,30.40217,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"1485","4100023",-0.85530,30.65958,UG2011L102,"2011",UG,"2",UG02,Southwestern Midland Banana Robusta Coffee Cattle Zone,,,,SH01
"626","41430003",-0.77967,29.65303,UG2011L103,"2011",UG,"3",UG03,SW Rift Valley Tobacco Bean Millet Zone,,,,AS05
"1168","4140003",-0.77967,29.65303,UG2011L103,"2011",UG,"3",UG03,SW Rift Valley Tobacco Bean Millet Zone,,,,AS05
"1472","4140003",-0.77966,29.65303,UG2011L103,"2011",UG,"3",UG03,SW Rift Valley Tobacco Bean Millet Zone,,,,AS05
"589","40630008",0.00034,29.73391,UG2011L104,"2011",UG,"4",UG04,Kazinga Channel Cassava Maize Fruit Vegetable Cotton Zone,,,,AN10
"590","40630010",0.08045,29.85224,UG2011L104,"2011",UG,"4",UG04,Kazinga Channel Cassava Maize Fruit Vegetable Cotton Zone,,,,AN10
"593","40630013",0.05841,29.94934,UG2011L104,"2011",UG,"4",UG04,Kazinga Channel Cassava Maize Fruit Vegetable Cotton Zone,,,,AN10
"1130","4060008",0.00034,29.73391,UG2011L104,"2011",UG,"4",UG04,Kazinga Channel Cassava Maize Fruit Vegetable Cotton Zone,,,,AN10
"1131","4060010",0.08045,29.85224,UG2011L104,"2011",UG,"4",UG04,Kazinga Channel Cassava Maize Fruit Vegetable Cotton Zone,,,,AN10
"1134","4060013",0.05841,29.94934,UG2011L104,"2011",UG,"4",UG04,Kazinga Channel Cassava Maize Fruit Vegetable Cotton Zone,,,,AN10
"1442","4060008",0.00034,29.73391,UG2011L104,"2011",UG,"4",UG04,Kazinga Channel Cassava Maize Fruit Vegetable Cotton Zone,,,,AN10
"1443","4060010",0.08045,29.85224,UG2011L104,"2011",UG,"4",UG04,Kazinga Channel Cassava Maize Fruit Vegetable Cotton Zone,,,,AN10
"1445","4060013",0.05841,29.94934,UG2011L104,"2011",UG,"4",UG04,Kazinga Channel Cassava Maize Fruit Vegetable Cotton Zone,,,,AN10
"203","20410002",0.82325,34.21780,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"222","20630003",1.38218,34.40445,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"240","20930033",1.02947,34.24618,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"278","21510001",1.24574,34.26357,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"279","21530002",1.21842,34.27043,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"280","21530004",1.15166,34.26159,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"307","21530002",1.05927,34.14664,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"313","20930011",0.82532,34.27238,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"314","20930014",0.80271,34.30965,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"315","20930018",0.88382,34.38412,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"316","20930018",0.80489,34.30698,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"317","20930022",0.80869,34.33627,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"318","20930026",0.85763,34.36648,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"319","20930029",0.86954,34.38127,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"343","31030010",2.52995,30.78622,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"352","30330024",2.71369,30.92142,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"387","20930037",1.01350,34.31688,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"428","30330033",2.74138,30.96132,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"429","30330033",2.78837,30.90917,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"490","31010001",2.47238,31.06220,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"492","31010001",2.41769,31.03970,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"493","31010001",2.48971,30.93125,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"495","31010004",2.51300,30.86558,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"498","31030007",2.58457,30.93525,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"499","31030007",2.49669,30.87584,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"501","31030007",2.54407,30.97839,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"502","31030007",2.62893,30.85736,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"503","31030008",2.35982,30.91781,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"504","31030009",2.51363,30.88190,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"505","31030009",2.58109,30.96634,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"506","31030010",2.59279,30.79774,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"507","31030010",2.63730,30.85764,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"539","30330024",2.80027,30.92144,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"540","30330024",2.74203,30.95434,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"841","2040002",0.82325,34.21780,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"856","2060003",1.38218,34.40445,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"873","2090033",1.02947,34.24618,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"905","2150001",1.24574,34.26357,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"906","2150002",1.21842,34.27043,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"907","2150004",1.15166,34.26159,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"928","2230011",0.82532,34.27238,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"929","2230014",0.80271,34.30965,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"930","2230018",0.88382,34.38412,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"931","2230018",0.80489,34.30698,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"933","2230022",0.80869,34.33627,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"934","2230026",0.85763,34.36648,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"935","2230029",0.86954,34.38127,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"974","3030033",2.74138,30.96132,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"975","3030033",2.78837,30.90917,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1041","3100001",2.47238,31.06220,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1043","3100001",2.41769,31.03970,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1045","3100004",2.51300,30.86558,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1047","3100007",2.58457,30.93525,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1048","3100008",2.35982,30.91781,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1049","3100009",2.51363,30.88190,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1050","3100009",2.58109,30.96634,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1051","3100010",2.52995,30.78622,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1052","3100010",2.59279,30.79774,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1053","3100010",2.63730,30.85764,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1084","3200024",2.71369,30.92142,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1085","3200024",2.80027,30.92144,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1086","3200024",2.74203,30.95434,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1317","2060003",1.38218,34.40445,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1324","2090033",1.02947,34.24618,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1340","2150001",1.24574,34.26357,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1341","2150002",1.21842,34.27043,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1342","2150004",1.15165,34.26159,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1352","2090011",0.82532,34.27238,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
"1353","2090014",0.80271,34.30965,UG2011L105,"2011",UG,"5",UG05,Rwenzori Mt.Elgon West Nile Arabica Coffee Banana Zone,,,,AS01
