ea_id,FS_year,lat_modified,lon_modified,FNID
11602331,2012,-4.740960879,35.90351745,TZ2009L117
21309003,2013,-5.602051287,36.25534676,TZ2009L117
21514002,2013,-5.479149416,36.3127865,TZ2009L117
10310104002,2014,-6.291397455,36.68087976,TZ2009L117
10709102017,2015,-5.015585229,36.25116734,TZ2009L117
2.10513E+11,2014,-5.510995318,36.45689676,TZ2009L117
50706303005,2015,-6.069506402,36.88002283,TZ2009L117
50706304315,2015,-6.148942317,36.88438743,TZ2009L117
2401002,2011,-3.372189999,35.70721054,TZ2009L118
21309003,2011,-4.054359913,35.25405121,TZ2009L118
2401002,2013,-3.37218901,35.70721486,TZ2009L118
21309003,2013,-4.054359907,35.25405331,TZ2009L118
21309003,2013,-3.956251315,35.18431993,TZ2009L118
2.10326E+11,2014,-3.851767668,35.54268555,TZ2009L118
1438003,2011,-5.953279972,35.24438095,TZ2009L121
1438003,2013,-5.953279089,35.24438033,TZ2009L121
1.30304E+11,2014,-5.852405272,35.07344598,TZ2009L121
10607103007,2015,-5.956740337,35.25382641,TZ2009L121
13102003,2010,-4.229229927,34.4270401,TZ2009L122
13102003,2011,-4.229229927,34.4270401,TZ2009L122
13124001,2011,-4.401279926,34.27270889,TZ2009L122
5405303,2013,-4.383969602,34.54212373,TZ2009L122
13102003,2012,-4.229228809,34.42704121,TZ2009L122
13102003,2012,-4.084418778,34.51540734,TZ2009L122
13102003,2012,-4.13178402,34.31791079,TZ2009L122
13124001,2013,-4.401281111,34.27271261,TZ2009L122
13124001,2013,-4.521401038,34.26199507,TZ2009L122
14204003,2013,-4.314590274,34.14443085,TZ2009L122
14208002,2013,-4.637386062,34.07628221,TZ2009L122
17308003,2013,-4.039705479,34.643096,TZ2009L122
20406105001,2014,-3.912615592,34.75876493,TZ2009L122
1.30612E+11,2015,-4.274588086,34.69600645,TZ2009L122
17604003,2013,-6.124493403,34.71006689,TZ2009L123
17615002,2013,-6.091189375,34.63823315,TZ2009L123
13216004,2010,-5.566599846,34.66801071,TZ2009L124
13412003,2010,-4.923980236,34.70409012,TZ2009L124
7312048,2013,-5.079716282,34.66094845,TZ2009L124
13216004,2012,-5.566601533,34.66800853,TZ2009L124
13216004,2012,-5.359457209,34.71910333,TZ2009L124
13216004,2012,-5.448585513,34.71774573,TZ2009L124
13303002,2013,-5.771314048,34.82172963,TZ2009L124
13303002,2013,-5.751930772,34.84025976,TZ2009L124
13303002,2013,-5.737726074,34.84341403,TZ2009L124
13303002,2013,-5.732169891,34.85343903,TZ2009L124
13412003,2012,-4.923984027,34.70409115,TZ2009L124
13412003,2013,-5.082965205,34.46220317,TZ2009L124
14209002,2013,-5.158621077,33.69018563,TZ2009L124
14301004,2013,-5.355239198,33.82551515,TZ2009L124
14301004,2013,-5.325805074,33.90112938,TZ2009L124
17817001,2013,-5.832207339,34.09134561,TZ2009L124
1.30518E+11,2014,-5.125203274,34.46557654,TZ2009L124
1.30301E+11,2015,-5.7338902,34.84064236,TZ2009L124
1.3033E+11,2015,-5.692854334,34.48468101,TZ2009L124
21110003,2011,-4.189869881,35.69971085,TZ2009L125
21209001,2011,-4.507380009,35.23749161,TZ2009L125
8501311,2013,-4.592310807,34.94411239,TZ2009L125
13124001,2013,-3.991969386,35.78323369,TZ2009L125
21110003,2013,-4.189873119,35.69971338,TZ2009L125
21110003,2013,-4.631887023,35.51015655,TZ2009L125
21209001,2013,-4.507375885,35.23749035,TZ2009L125
21209001,2013,-4.497944447,35.24362123,TZ2009L125
21209001,2013,-4.41601789,35.37534683,TZ2009L125
21309003,2013,-4.363551241,35.16633921,TZ2009L125
2.10201E+11,2014,-4.706229251,35.19889134,TZ2009L125
2.10107E+11,2015,-4.335904557,35.70368599,TZ2009L125
2.10223E+11,2015,-4.57907423,35.52479213,TZ2009L125
1.30201E+11,2015,-4.504350175,34.95151459,TZ2009L125
19227012,2010,-2.578890085,33.45016861,TZ2009L126
19227012,2011,-2.578890085,33.45016861,TZ2009L126
19604003,2011,-2.630609989,31.96993065,TZ2009L126
19707005,2011,-2.809629917,33.00349045,TZ2009L126
19707005,2010,-2.809629917,33.00349045,TZ2009L126
19804321,2011,-2.49326992,32.9104805,TZ2009L126
19806003,2010,-2.427759886,32.94541168,TZ2009L126
19806003,2011,-2.427759886,32.94541168,TZ2009L126
20511003,2011,-1.51117003,33.7714119,TZ2009L126
3414003,2013,-2.451749485,32.90417265,TZ2009L126
