field_1,ea_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,ADMIN0,ADMIN1,ADMIN2,ADMIN3,LZCODE,LZNAME,FNID_OLD,EFF_PERD
196,2.06035e+07,-14.22897,33.84264,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
198,2.06035e+07,-14.01477,33.82458,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
201,2.06035e+07,-14.17859,33.73218,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
202,2.06073e+07,-13.86740,33.82810,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
203,2.06073e+07,-13.77337,33.91116,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
204,2.06073e+07,-13.79930,33.85890,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
208,2.06073e+07,-14.08460,33.68755,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
210,2.06073e+07,-13.88357,33.96976,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
215,2.06073e+07,-13.90203,33.90350,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
218,2.06073e+07,-13.95993,34.00277,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
220,2.06101e+07,-14.10450,34.00180,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
221,2.06101e+07,-14.04085,33.95028,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
222,2.06101e+07,-14.17068,33.93454,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
224,2.06145e+07,-14.03300,33.51590,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
225,2.06145e+07,-13.92346,33.47282,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
227,2.06145e+07,-14.04344,33.54134,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
232,2.06145e+07,-14.03446,33.52439,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
234,2.06145e+07,-14.13721,33.38501,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
235,2.06145e+07,-14.08521,33.57097,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
237,2.06145e+07,-14.04818,33.47516,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
238,2.06145e+07,-14.24219,33.76285,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
241,2.06157e+07,-13.93470,33.49400,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
242,2.06151e+07,-13.81220,33.50050,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
243,2.06157e+07,-13.91374,33.49939,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
244,2.06151e+07,-13.75090,33.48694,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
246,2.06151e+07,-13.78787,33.54403,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
247,2.06157e+07,-13.94591,33.58236,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
248,2.06151e+07,-13.82070,33.45761,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
250,2.06151e+07,-13.84623,33.40055,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
253,2.06151e+07,-13.79111,33.72007,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
254,2.06151e+07,-13.78474,33.28436,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
256,2.06151e+07,-13.71608,33.34957,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
271,2.08044e+07,-14.02337,33.82134,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
274,2.08044e+07,-14.02765,33.80221,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
276,2.08044e+07,-14.01371,33.71676,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
295,2.09066e+07,-13.94520,33.74080,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
312,2.09091e+07,-14.03513,33.81538,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
315,2.09091e+07,-14.02858,33.80820,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
317,2.1037e+07,-13.86539,33.76743,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
324,2.10375e+07,-13.95082,33.72909,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
326,2.1037e+07,-14.07346,33.45053,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
330,2.1037e+07,-13.88427,33.74901,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
332,2.1037e+07,-14.08150,33.80375,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
334,2.1037e+07,-13.96630,33.69608,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
338,2.10512e+07,-14.01564,33.70610,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
340,2.10375e+07,-14.04438,33.69890,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
354,2.10488e+07,-13.87377,33.83066,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
355,2.10488e+07,-13.88816,33.75273,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
365,2.10552e+07,-13.87580,33.75990,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
384,2.10552e+07,-14.01037,33.83188,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
387,2.10661e+07,-14.26553,33.75442,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
394,2.10661e+07,-13.89559,33.84888,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
395,2.10661e+07,-14.15835,33.80497,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
400,2.10663e+07,-14.16544,33.68939,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
405,2.10803e+07,-13.89114,33.74863,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
418,2.10861e+07,-13.95300,33.71740,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
424,2.10864e+07,-13.95540,33.72860,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
427,2.10864e+07,-14.04406,33.51096,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
463,3.02023e+07,-13.88032,33.74821,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
464,3.02023e+07,-14.01247,33.69176,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
516,3.07043e+07,-14.43045,33.72314,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
517,3.07043e+07,-13.88185,33.74491,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
575,3.09011e+07,-13.95271,33.72053,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
601,3.10043e+07,-14.02130,33.82457,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
626,3.12011e+07,-14.00581,33.85079,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
647,3.14391e+07,-14.01647,33.82511,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,,MW03,Kasungu Lilongwe Plain,10921103,3
143,2.04075e+07,-15.13162,35.28227,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
144,2.04075e+07,-14.65721,35.59019,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
178,2.06016e+07,-15.20942,35.34610,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
305,2.09091e+07,-14.87256,35.52192,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
412,2.10816e+07,-15.14459,35.31829,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
413,2.10816e+07,-15.17516,35.32489,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
423,2.10803e+07,-15.23537,35.29303,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
457,3.02023e+07,-15.17500,35.33810,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
460,3.02023e+07,-15.18787,35.36731,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
462,3.02023e+07,-15.36181,35.36227,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
467,3.02084e+07,-14.69512,35.70811,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
469,3.02123e+07,-14.69990,35.60800,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
480,3.03026e+07,-15.36053,35.37701,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
596,3.09015e+07,-14.86654,35.47284,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
597,3.09015e+07,-14.84924,35.49276,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
598,3.09015e+07,-14.81027,35.40104,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
605,3.09015e+07,-15.36972,35.36562,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
632,3.1201e+07,-15.17573,35.44318,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
640,3.14351e+07,-15.31949,35.39234,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
646,3.14358e+07,-15.37360,35.36440,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
648,3.14358e+07,-15.30936,35.31699,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
650,3.14358e+07,-15.18142,35.40041,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
653,3.14358e+07,-15.16391,35.46052,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
656,3.14391e+07,-15.24163,35.38488,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
658,3.14358e+07,-15.37810,35.35523,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
659,3.14391e+07,-14.96689,35.39858,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
661,3.14358e+07,-15.26024,35.37930,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
678,3.14414e+07,-15.37360,35.36440,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
692,3.15361e+07,-15.20971,35.37231,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,,MW14,Shire Highlands,10921214,3
465,3.02084e+07,-14.80380,35.77622,MW2012C3030204,2012,MW,Malawi,Southern,Machinga,,MW04,Lake Chilwa - Phalombe Plain,10921204,3
466,3.02084e+07,-14.70740,35.80670,MW2012C3030204,2012,MW,Malawi,Southern,Machinga,,MW04,Lake Chilwa - Phalombe Plain,10921204,3
468,3.02084e+07,-14.70000,35.79462,MW2012C3030204,2012,MW,Malawi,Southern,Machinga,,MW04,Lake Chilwa - Phalombe Plain,10921204,3
470,3.02084e+07,-14.70539,35.80705,MW2012C3030204,2012,MW,Malawi,Southern,Machinga,,MW04,Lake Chilwa - Phalombe Plain,10921204,3
473,3.02123e+07,-14.82315,35.54996,MW2012C3030204,2012,MW,Malawi,Southern,Machinga,,MW04,Lake Chilwa - Phalombe Plain,10921204,3
585,3.08066e+07,-14.73431,35.81534,MW2012C3030204,2012,MW,Malawi,Southern,Machinga,,MW04,Lake Chilwa - Phalombe Plain,10921204,3
677,3.14433e+07,-14.77507,35.63172,MW2012C3030204,2012,MW,Malawi,Southern,Machinga,,MW04,Lake Chilwa - Phalombe Plain,10921204,3
502,3.04034e+07,-15.85553,35.55105,MW2012C3030804,2012,MW,Malawi,Southern,Mulanje,,MW04,Lake Chilwa - Phalombe Plain,10921504,3
546,3.07087e+07,-15.88731,35.46728,MW2012C3030804,2012,MW,Malawi,Southern,Mulanje,,MW04,Lake Chilwa - Phalombe Plain,10921504,3
547,3.07087e+07,-15.97842,35.47602,MW2012C3030804,2012,MW,Malawi,Southern,Mulanje,,MW04,Lake Chilwa - Phalombe Plain,10921504,3
568,3.08031e+07,-16.03750,35.35450,MW2012C3030804,2012,MW,Malawi,Southern,Mulanje,,MW04,Lake Chilwa - Phalombe Plain,10921504,3
573,3.08017e+07,-16.11340,35.40920,MW2012C3030804,2012,MW,Malawi,Southern,Mulanje,,MW04,Lake Chilwa - Phalombe Plain,10921504,3
580,3.08066e+07,-15.82840,35.35320,MW2012C3030804,2012,MW,Malawi,Southern,Mulanje,,MW04,Lake Chilwa - Phalombe Plain,10921504,3
707,3.15556e+07,-15.98850,35.36359,MW2012C3030804,2012,MW,Malawi,Southern,Mulanje,,MW04,Lake Chilwa - Phalombe Plain,10921504,3
402,2.10816e+07,-16.95297,35.20307,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,,MW05,Lower Shire,10922105,3
503,3.04034e+07,-16.70879,35.25806,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,,MW05,Lower Shire,10922105,3
627,3.11087e+07,-16.98550,35.24990,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,,MW05,Lower Shire,10922105,3
628,3.11087e+07,-16.94326,35.26291,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,,MW05,Lower Shire,10922105,3
642,3.14351e+07,-16.93474,35.24848,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,,MW05,Lower Shire,10922105,3
663,3.14391e+07,-16.91508,35.27478,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,,MW05,Lower Shire,10922105,3
670,3.14433e+07,-16.92850,35.24503,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,,MW05,Lower Shire,10922105,3
422,2.10803e+07,-10.85100,34.00037,MW2012C3010409,2012,MW,Malawi,Northern,Rumphi,,MW09,Nkhata Bay Cassava,10922509,3
341,2.10375e+07,-16.02439,35.25804,MW2012C3030714,2012,MW,Malawi,Southern,Thyolo,,MW14,Shire Highlands,10922714,3
531,3.06202e+07,-15.89731,35.12009,MW2012C3030714,2012,MW,Malawi,Southern,Thyolo,,MW14,Shire Highlands,10922714,3
539,3.07087e+07,-16.01389,35.29369,MW2012C3030714,2012,MW,Malawi,Southern,Thyolo,,MW14,Shire Highlands,10922714,3
540,3.07087e+07,-16.03285,35.29325,MW2012C3030714,2012,MW,Malawi,Southern,Thyolo,,MW14,Shire Highlands,10922714,3
564,3.07094e+07,-15.94990,35.11360,MW2012C3030714,2012,MW,Malawi,Southern,Thyolo,,MW14,Shire Highlands,10922714,3
569,3.07094e+07,-15.89845,35.16737,MW2012C3030714,2012,MW,Malawi,Southern,Thyolo,,MW14,Shire Highlands,10922714,3
571,3.07094e+07,-15.98098,35.17455,MW2012C3030714,2012,MW,Malawi,Southern,Thyolo,,MW14,Shire Highlands,10922714,3
709,3.15503e+07,-15.90618,35.10108,MW2012C3030714,2012,MW,Malawi,Southern,Thyolo,,MW14,Shire Highlands,10922714,3
356,2.10488e+07,-15.41361,35.32183,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
421,2.10861e+07,-15.59842,35.25504,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
461,3.02023e+07,-15.39500,35.31912,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
488,3.03066e+07,-15.46270,35.15950,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
490,3.03056e+07,-15.64740,35.34310,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
506,3.04067e+07,-15.65675,35.30744,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
507,3.04067e+07,-15.60130,35.24040,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
530,3.06202e+07,-15.40737,35.31855,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
579,3.09011e+07,-15.40447,35.32463,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
638,3.14351e+07,-15.37870,35.34210,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
639,3.14351e+07,-15.42028,35.31126,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
644,3.14351e+07,-15.35587,35.21155,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
649,3.14391e+07,-15.39920,35.31840,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
651,3.14391e+07,-15.28485,35.23623,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
652,3.14391e+07,-15.41751,35.26003,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
655,3.14391e+07,-15.39180,35.23626,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
664,3.14414e+07,-15.39900,35.32050,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
667,3.14414e+07,-15.49766,35.36360,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
669,3.14433e+07,-15.36846,35.24463,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
717,3.15503e+07,-15.38657,35.31460,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,,MW14,Shire Highlands,10922814,3
60,1.07446e+07,-15.39913,35.33256,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
456,3.01097e+07,-15.31862,35.48377,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
471,3.02123e+07,-15.25585,35.45855,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
474,3.03026e+07,-15.48820,35.55700,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
475,3.03026e+07,-15.39251,35.36916,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
476,3.03026e+07,-15.38662,35.36977,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
477,3.03026e+07,-15.40138,35.38429,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
479,3.03051e+07,-15.56980,35.42560,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
483,3.03051e+07,-15.36689,35.57598,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
495,3.03056e+07,-15.46345,35.50883,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
499,3.04034e+07,-15.38828,35.35469,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
578,3.09011e+07,-15.48170,35.50440,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
665,3.14433e+07,-15.40420,35.33140,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,,MW04,Lake Chilwa - Phalombe Plain,10922804,3
377,2.10552e+07,-13.88149,34.58937,,,,,,,,,,,
512,3.04067e+07,-12.48885,34.29487,,,,,,,,,,,
641,3.14351e+07,-14.63021,35.19651,,,,,,,,,,,
